2010,Solar Mounting/Rack,"12/794,307",PHOTOVOLTAIC MODULE GROUND MOUNT,"Perrysburg, OH",OH,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100307991%22.PGNR.&OS=DN/20100307991&RS=DN/20100307991
2011,Solar Monitoring,12/795032,"PROTECTION, MONITORING OR INDICATION APPARATUS FOR A DIRECT CURRENT ELECTRICAL GENERATING APPARATUS OR A PLURALITY OF STRINGS ","Cleveland, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110301772%22.PGNR.&OS=DN/20110301772&RS=DN/20110301772
2010,Solar Monitoring,"12/800,917",Solar photovoltaic modules with integral wireless telemetry ,"Orinda, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100300509%22.PGNR.&OS=DN/20100300509&RS=DN/20100300509
2011,Solar Mounting/Rack,"12/802,094",Mounting for solar panels,(Hamilton),N/A,New Zealand,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110083381%22.PGNR.&OS=DN/20110083381&RS=DN/20110083381
2010,Site Assessment,"12/802,231",Shade analysis device ,"Surrey, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100302363%22.PGNR.&OS=DN/20100302363&RS=DN/20100302363
2010,Solar Mounting/Rack,"12/803,913",Roof mounting bracket for photovoltaic power generation system,"(Grass Valley, CA)",CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100313501%22.PGNR.&OS=DN/20100313501&RS=DN/20100313501
2011,Solar Monitoring,"12/813,036",Solar Photovoltaic Module Safety Shutdown System,"Scottsdale, AZ",AZ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110088741%22.PGNR.&OS=DN/20110088741&RS=DN/20110088741
2010,Solar Inverter,"12/818,305",STARTUP SOURCE INVERTER,Dresden,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=818305.APN.&OS=APN/818305&RS=APN/818305
2011,Solar Mounting/Rack,"12/818,504",BUILDING-INTEGRATED SOLAR-PANEL ROOF ELEMENT SYSTEMS,"Wilmington, DE",DE,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110138710%22.PGNR.&OS=DN/20110138710&RS=DN/20110138710
2010,Solar Mounting/Rack,"12/823,006",SOLAR SHINGLE SYSTEM,"(Coppell, TX)",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100325976%22.PGNR.&OS=DN/20100325976&RS=DN/20100325976
2011,Solar Mounting/Rack,"12/826,003",SOLAR PANEL MOUNTING RACK SYSTEM,"(West Islip, NY)",NY,USA,http://www.google.com/patents?id=X5UAAgAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA1#v=onepage&q=solar%20rack!&f=false
2011,Solar Mounting/Rack,"12/831,806",Solar Capture Mounting Systems And Methods,"(Town And Country, MO)",MO,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110005583%22.PGNR.&OS=DN/20110005583&RS=DN/20110005583
2011,Solar Inverter,"12/840,228",SYSTEMS AND METHODS FOR DETECTING AND CORRECTING A SUBOPTIMAL OPERATION OF ONE OR MORE INVERTERS IN A MULTI-INVERTER SYSTEM ,"Los Gatos, CA",CA,USA,http://www.google.com/patents?id=-aHvAQAAEBAJ&printsec=frontcover&dq=12/%09840228&source=bl&ots=iQJZ-EKjRY&sig=oe7kBnamxMV4k7X2DzQE1zs6Btc&hl=en&sa=X&ei=d6I_ULfELKSy2wW3rIHgDA&ved=0CDEQ6AEwAA
2011,Solar Monitoring,"12/844,878 ",Power Source Device and Image Forming Apparatus Having the Same,"Alexandria, VA",VA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110025368%22.PGNR.&OS=DN/20110025368&RS=DN/20110025368
2012,Solar Inverter,"12/845,802",PHOTOVOLTAIC INVERTER SYSTEM AND METHOD OF STARTING SAME AT HIGH OPEN-CIRCUIT VOLTAGE ,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120026769%22.PGNR.&OS=DN/20120026769&RS=DN/20120026769
2012,Solar Inverter,"12/846,057",INTEGRAL AC MODULE GROUNDING SYSTEM,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120024563%22.PGNR.&OS=DN/20120024563&RS=DN/20120024563
2011,Solar Mounting/Rack,"12/846,621",MOUNTING SYSTEM SUPPORTING SLIDABLE INSTALLATION OF A PLURALITY OF SOLAR PANELS AS A UNIT ,"Perrysburg, OH",OH,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110138599%22.PGNR.&OS=DN/20110138599&RS=DN/20110138599
2012,Solar Mounting/Rack,"12/846,686",APPARATUS FACILITATING MOUNTING OF SOLAR PANELS TO A RAIL ASSEMBLY ,"Perrysburg, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120025042%22.PGNR.&OS=DN/20120025042&RS=DN/20120025042
2011,Solar Mounting/Rack,"12/847,981","MOUNTING SYSTEM FOR SOLAR PANELS, BEARING MEMBER FOR SAME AND ASSOCIATED METHODS",Hamburg,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110023390%22.PGNR.&OS=DN/20110023390&RS=DN/20110023390
2011,Solar Mounting/Rack,"12/850,257",ROOF MOUNTING SUPPORT FOR PHOTOVOLTAIC MODULES ON UNEVEN ROOFS,Dresden,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110036028%22.PGNR.&OS=DN/20110036028&RS=DN/20110036028
2011,Solar Mounting/Rack,"12/852,454",Two-Axes Solar Tracker System and Apparatus for Solar Panel and Likes,"(Los Alamitos, CA)",CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110041834%22.PGNR.&OS=DN/20110041834&RS=DN/20110041834
2011,Solar Mounting/Rack,"12/855,850",PHOTOVOLTAIC MODULE MOUNTING ASSEMBLY,"(Colorado Springs, CO)",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110214366%22.PGNR.&OS=DN/20110214366&RS=DN/20110214366
2011,Solar Mounting/Rack,"12/856,827",PHOTOVOLTAIC MODULE MOUNTING ASSEMBLY,"(Colorado Springs, CO)",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110214367%22.PGNR.&OS=DN/20110214367&RS=DN/20110214367
2011,Solar Mounting/Rack,"12/856,844",PHOTOVOLTAIC MODULE MOUNTING ASSEMBLY,"(Colorado Springs, CO)",CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110214368%22.PGNR.&OS=DN/20110214368&RS=DN/20110214368
2012,Solar Monitoring,"12/857,778",SOLAR COMBINER WITH INTEGRATED STRING CURRENT MONITORING ,"Palatine, IL",IL,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120043988%22.PGNR.&OS=DN/20120043988&RS=DN/20120043988
2012,Solar Inverter,"12/859,949",Method and Apparatus for Boosting DC Bus Voltage,"Menomonee Falls, WI",WI,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120044731%22.PGNR.&OS=DN/20120044731&RS=DN/20120044731
2012,Solar Monitoring,"12/862,205","GROUND-FAULT DETECTING DEVICE, CURRENT COLLECTING BOX USING THE GROUND-FAULT DETECTING DEVICE, AND PHOTOVOLTAIC POWER GENERATING DEVICE USING THE CURRENT COLLECTING BOX ",Moriguchi City,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120048326%22.PGNR.&OS=DN/20120048326&RS=DN/20120048326
2012,Solar Monitoring,"12/862,742",Dark IV monitoring system for photovoltaic installations ,"Los Gatos, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120049855%22.PGNR.&OS=DN/20120049855&RS=DN/20120049855
2011,Solar Inverter,"12/867,227","PV Sub-Generator Junction Box, PV Generator Junction Box, and PV Inverter for a PV System, and PV System ",Munich,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110031814%22.PGNR.&OS=DN/20110031814&RS=DN/20110031814
2012,Solar Inverter,"12/870,795",POWER INVERTER SYSTEM AND METHOD OF STARTING SAME AT HIGH DC VOLTAGE ,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120051101%22.PGNR.&OS=DN/20120051101&RS=DN/20120051101
2012,Solar Monitoring,"12/871,234 ",Solar Array Recombiner Box With Wireless Monitoring Capability ,"Portland, TN",TN,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120048328%22.PGNR.&OS=DN/20120048328&RS=DN/20120048328
2011,Solar Mounting/Rack,"12/873,174",ARCUATE-WINGED SOLAR CANOPY ASSEMBLY,"(Providence, RI)",RI,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110203633%22.PGNR.&OS=DN/20110203633&RS=DN/20110203633
2011,Solar Monitoring,"12/878,664",System for and Method of Monitoring and Diagnosing the Performance of Photovoltaic or Other Renewable Power Plants,"Sunnyvale, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110066401%22.PGNR.&OS=DN/20110066401&RS=DN/20110066401
2011,Solar Mounting/Rack,"12/886,973",ISOLATION MOUNT AND PHOTOVOLTAIC MODULE AND ROOFING SYSTEM INCORPORATING THE SAME ,"Golden, CO",USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110067327%22.PGNR.&OS=DN/20110067327&RS=DN/20110067327
2012,Solar Monitoring,"12/892,130 ",HOME ENERGY MANAGER SYSTEM ,"Schenectady, NY",NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120053739%22.PGNR.&OS=DN/20120053739&RS=DN/20120053739
2011,Solar Monitoring,"12/892,581",Mobile Electronic Device,(Yokohama),N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110074337%22.PGNR.&OS=DN/20110074337&RS=DN/20110074337
2012,Solar Mounting/Rack,"12/894,704",PHOTOVOLTAIC MODULE SUPPORT WITH ELASTOMER,"Santa Clara, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120080074%22.PGNR.&OS=DN/20120080074&RS=DN/20120080074
2012,Solar Mounting/Rack,"12/895,328",PHOTOVOLTAIC MODULE SUPPORT CLAMP ASSEMBLY,"Santa Clara, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120080075%22.PGNR.&OS=DN/20120080075&RS=DN/20120080075
2012,Solar Mounting/Rack,"12/895,340",PHOTOVOLTAIC MODULE SUPPORT WITH CABLE CLAMPS,"Santa Clara, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120080076%22.PGNR.&OS=DN/20120080076&RS=DN/20120080076
2012,Solar Mounting/Rack,"12/895,594",PHOTOVOLTAIC MODULE SUPPORT WITH INTERFACE STRIPS,"Santa Clara, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120080077%22.PGNR.&OS=DN/20120080077&RS=DN/20120080077
2011,Solar Mounting/Rack,"12/895,652",REPLACEABLE PHOTOVOLTAIC ROOF PANEL,"San Jose, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110114158%22.PGNR.&OS=DN/20110114158&RS=DN/20110114158
2011,Solar Inverter,"12/896,427",Maximum Power Point Tracking Bidirectional Charge Controllers for Photovoltaic Systems ,"Newtown, PA",PA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110089886%22.PGNR.&OS=DN/20110089886&RS=DN/20110089886
2011,Solar Inverter,"12/899,938",APPARATUS AND METHOD FOR CHARGING AND DISCHARGING PHOTOVOLTAIC PCS INTEGRATED BATTERY ,Suwon,N/A,South Korea,http://www.google.com/patents?id=mDH9AQAAEBAJ&printsec=frontcover&dq=12/899938&source=bl&ots=ofe21m31iv&sig=By_UMXr3n0c6uhSCc95j4F6Trhg&hl=en&sa=X&ei=fdsjUJO6FcTcqAGSyoDADw&ved=0CDQQ6AEwAA
2012,Solar Inverter,"12/902,049",QUADRATURE-CORRECTED FEEDFORWARD CONTROL APPARATUS AND METHOD FOR DC-AC POWER CONVERSION ,"Austin, TX",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120087159%22.PGNR.&OS=DN/20120087159&RS=DN/20120087159
2012,Solar Inverter,"12/902,730",PHOTOVOLTAIC INVERTER WITH CONTROL FOR PERFORMING LOW VOLTAGE RIDE THROUGH,"Livermore, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120087048%22.PGNR.&OS=DN/20120087048&RS=DN/20120087048
2011,Solar Monitoring,"12/904,965 ",Method and Apparatus for Detecting a Fault in a Solar Cell Panel and an Inverter,"(San Jose, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110090089%22.PGNR.&OS=DN/20110090089&RS=DN/20110090089
2011,Solar Monitoring,"12/904,972",Method to Manage a Photovoltaic System,"(San Jose, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110088743%22.PGNR.&OS=DN/20110088743&RS=DN/20110088743
2011,Solar Inverter,"12/905,349",Solar Energy Converter and Method for Converting Solar Energy,"San Jose, CA",CA ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110088753%22.PGNR.&OS=DN/20110088753&RS=DN/20110088753
2011,Solar Mounting/Rack,"12/908,055",DIRECT MOUNTED PHOTOVOLTAIC DEVICE WITH IMPROVED ADHESION AND METHOD THEREOF,"Midland, MI",MI,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110094570%22.PGNR.&OS=DN/20110094570&RS=DN/20110094570
2012,Solar Mounting/Rack,"12/908,778",RETAINERS FOR ATTACHING PHOTOVOLTAIC MODULES TO MOUNTING STRUCTURES,"Santa Clara, CA",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120097207%22.PGNR.&OS=DN/20120097207&RS=DN/20120097207
2011,Solar Monitoring,"12/908,953",Photovoltaic Module Failure Detection Devices and Methods,"Warrenville, IL",IL,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110088744%22.PGNR.&OS=DN/20110088744&RS=DN/20110088744
2011,Solar Mounting/Rack,"12/911,097","PHOTOVOLTAIC MODULE, PHOTOVOLTAIC MODULE MOUNTING SUPPORT STRUCTURE, AND PHOTOVOLTAIC MODULE INSTALLATION METHOD ",Moriguchi-shi,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110100421%22.PGNR.&OS=DN/20110100421&RS=DN/20110100421
2012,Solar Mounting/Rack,"12/912,552",TRANSDUCER AND METHOD USING PHOTOVOLTAIC CELLS,"(Lee Vining, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120097212%22.PGNR.&OS=DN/20120097212&RS=DN/20120097212
2012,Solar Mounting/Rack,"12/912,552",Transducer and method using photovoltaic cells,"(Lee Vining, CA)",CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120285505%22.PGNR.&OS=DN/20120285505&RS=DN/20120285505
2011,Solar Mounting/Rack,"12/914,599",SOLAR COLLECTOR MOUNTING ARRAY,"Poway, CA",CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110036342%22.PGNR.&OS=DN/20110036342&RS=DN/20110036342
2011,Solar Inverter,"12/915,926",CONVERTING DEVICE WITH MULTIPLE INPUT TERMINALS AND TWO OUTPUT TERMINALS AND PHOTOVOLTAIC SYSTEM EMPLOYING THE SAME ,Hong Kong,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110115300%22.PGNR.&OS=DN/20110115300&RS=DN/20110115300
2011,Solar Inverter,"12/917,879",NON-ISOLATED DC-DC CONVERTER ASSEMBLY ,Zurich,N/A,Switzerland,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110103118%22.PGNR.&OS=DN/20110103118&RS=DN/20110103118
2011,Solar Mounting/Rack,"12/919,841",Photovoltaic Roofing Tile with Fire Suppression ,"Philadelphia, PA",PA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110000153%22.PGNR.&OS=DN/20110000153&RS=DN/20110000153
2011,Solar Mounting/Rack,"12/922,081",Junction Box for Solar Modules and Method for the Mounting thereof on said Modules ,Leutkirch,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110019349%22.PGNR.&OS=DN/20110019349&RS=DN/20110019349
2011,Solar Inverter,"12/933,990",CASCADED SWITCHING POWER CONVERTER FOR COUPLING A PHOTOVOLTAIC ENERGY SOURCE TO POWER MAINS ,"(Austin, TX)",TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110032734%22.PGNR.&OS=DN/20110032734&RS=DN/20110032734
2011,Solar Mounting/Rack,"12/935,522",SUN TRACKER DEVICE,Milan,N/A,Italy,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110017276%22.PGNR.&OS=DN/20110017276&RS=DN/20110017276
2011,Solar Mounting/Rack,"12/942,404",PHOTOVOLTAIC STRUCTURE AND METHOD OF USE,"Toledo, OH",OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110108088%22.PGNR.&OS=DN/20110108088&RS=DN/20110108088
2011,Solar Mounting/Rack,"12/943,360",SOLAR PANEL SYSTEMS AND METHODS OF USE,"Upper Montclair, NJ",NJ,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110108089%22.PGNR.&OS=DN/20110108089&RS=DN/20110108089
2011,Solar Mounting/Rack,"12/944,725",JUNCTION BOX AND PHOTOVOLTAIC MODULE HAVING JUNCTION BOX,Hong Kong,N/A,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110114149%22.PGNR.&OS=DN/20110114149&RS=DN/20110114149
2011,Solar Inverter,"12/947,116",SOLAR PHOTOVOLTAIC SYSTEMS,"Cambridge, MA",MA,USA ,"http://www.google.com/patents?id=Wxf_AQAAEBAJ&zoom=4&dq=%22Solar%20inverter%22%2C%20solar%20inverter%2C%20micro%20inverter%2C%20micro-inverter&pg=PA1#v=onepage&q=%22Solar%20inverter%22,%20solar%20inverter,%20micro%20inverter,%20micro-inverter&f=false"
2012,Solar Mounting/Rack,"12/950,465",Multi-Position Solar Panel Rack,(Ottawa),N/A,Canada,http://www.google.com/patents/US20120125869?printsec=abstract&dq=Solar+Racking&ei=52frT8yPOuiw2wW_s_2iAQ#v=onepage&q=Solar%20Racking&f=false
2011,Solar Mounting/Rack,"12/950,888",Integrated Photovoltaic Roof Assembly,Singapore,N/A,Singapore,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110138711%22.PGNR.&OS=DN/20110138711&RS=DN/20110138711
