PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	origCPC1	origCPC2	origCPC3	ourCPCnum1	ourCPCnum2	ourCPCnum3	GeoCode
pat0667	num-13/080 791	yr2011	Solar Inverter	Wangen	N/A	N/A	Germany	0	Solar Inverter				H02M	Y02E	H02J	germany
pat0226	num-8151789	yr2012	Solar Mounting/Rack	New York  NY	NY	NY	USA	2	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	NY
pat0407	num-12/292 974	yr2009	Solar Mounting/Rack	Hampton  VA	VA	VA	USA	4	Solar Mounting/Rack	H01L	Y02E	Y02B	Y02B	H01L	Y02E	VA
pat0004	num-6940735	yr2005	Solar Inverter	Dearborn  MI	MI	MI	USA	0	Solar Inverter	H02M	Y02E	Y02B	H02M	Y02E	H02J	MI
pat0096	num-7799987	yr2010	Solar Mounting/Rack	Glendale  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	SOCAL
pat0606	num-12/952 101	yr2011	Site Assessment	Bolinas  CA	CA	CA	USA	5	Solar Monitoring	G01J	G01S	G01W	Y04S	G06Q	Y02E	Bay_Area
pat0579	num-12/896 427	yr2011	Solar Inverter	Newtown  PA	PA	PA	USA	10	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	PA
pat0021	num-7297866	yr2007	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0831	num-13/479 488	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	6	Solar Inverter	Y02E	H02M	H02J	H02J	Y02E	H02M	germany
pat0567	num-12/870 795	yr2012	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter	H02M			H02M	Y02E	H02J	NY
pat0824	num-13/468 815	yr2012	Solar Inverter	Petaluma  CA	CA	CA	USA	0	Solar Inverter				H02M	Y02E	H02J	Other_CA
pat0675	num-13/091 434	yr2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	14	Solar Mounting/Rack	F24J	H01L		F24J	Y02E	H01L	NC
pat0827	num-13/471050	yr2012	Solar Mounting/Rack	San Francisco  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0126	num-7861422	yr2011	Site Assessment	Sebastopol  CA	CA	CA	USA	5	Solar Monitoring	G01J	G01C	G01W	Y04S	G06Q	Y02E	Other_CA
pat0456	num-12/540 685	yr2009	Solar Mounting/Rack	Dulles  VA	USA	USA	USA	13	Solar Mounting/Rack	H05K	H01L	Y02E	H01L	Y02E	F24J	USA
pat0727	num-13/212013	yr2012	Solar Mounting/Rack	Fremont  CA	CA	CA	USA	0	Solar Inverter	H02M	H02J		H02M	Y02E	H02J	Bay_Area
pat0808	num-13/427 259	yr2012	Solar Inverter	Zurich	N/A	N/A	Switzerland	11	Solar Inverter	G05F			Y02E	H02J	G05F	europe
pat0648	num-13/044 423	yr2012	Solar Inverter	Fremont  CA	CA	CA	USA	7	Solar Inverter	H02H			Y02E	H02J	H01L	Bay_Area
pat0354	num-11/804 697	yr2008	Solar Mounting/Rack	London	N/A	N/A	Great Britain	14	Solar Mounting/Rack	F24J	Y02E	E04D	F24J	Y02E	H01L	europe
pat0074	num-7703246	yr2010	Solar Mounting/Rack	Antioch  CA	CA	CA	USA	2	Solar Mounting/Rack	Y02E	F24J	Y02E	F24J	Y02E	H01L	Bay_Area
pat0107	num-7819913	yr2010	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	3	Solar Monitoring	H02J	Y02B		H02J	Y02E	Y02B	asia
pat0571	num-12/886 973	yr2011	Solar Mounting/Rack	Golden  CO	USA	USA	USA	13	Solar Mounting/Rack	F24J	Y02B	Y02E	H01L	Y02E	F24J	USA
pat0355	num-11/804 698	yr2007	Solar Mounting/Rack	London	N/A	N/A	Great Britain	14	Solar Mounting/Rack	F24J	Y02E	E04D	F24J	Y02E	H01L	europe
pat0696	num-13/139 986	yr2012	Site Assessment	Menlo Park  CA	CA	CA	USA	5	Solar Monitoring	Y02B	Y02E	F24J	Y04S	G06Q	Y02E	Bay_Area
pat0005	num-6949843	yr2005	Solar Inverter	Columbia  MD	MD	MD	USA	6	Solar Inverter	H02J	Y02B		H02J	Y02E	H02M	MD
pat0252	num-8204709	yr2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	11	Solar Inverter	G01R	Y02E	H01L	Y02E	H02J	G05F	NY
pat0825	num-13/470763	yr2012	Solar Mounting/Rack	Unknown	Unknown	Unknown	USA	2	Solar Mounting/Rack	F24J	F16B	H01L	F24J	Y02E	H01L	Unknown
pat0474	num-12/586 943	yr2010	Solar Mounting/Rack	Bridgeport CT	CT	CT	USA	13	Solar Mounting/Rack	F24J	Y02E	Y02B	H01L	Y02E	F24J	CT
pat0674	num-13/090 657	yr2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	NY
pat0665	num-13/079 900	yr2012	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	7	Solar Inverter	F24J	H01L		Y02E	H02J	H01L	NY
pat0535	num-12/788 441	yr2011	Solar Inverter	Ludenscheid	N/A	N/A	Germany	8	Solar Inverter				H01L	Y02E	Y02B	germany
pat0706	num-13/162 532	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter				H02J	Y02E	H02M	TX
pat0504	num-12/713 894	yr2011	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	14	Solar Mounting/Rack	Y02E	F24J	Y02E	F24J	Y02E	H01L	NY
pat0577	num-12/895 594	yr2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	H01L		F24J	Y02E	H01L	Bay_Area
pat0698	num-13/148 726	yr2011	Solar Mounting/Rack	Tarnow	N/A	N/A	Poland	9	Solar Mounting/Rack	H01L	Y02E		H01L	Y02E	H01R	europe
pat0467	num-12/564 748	yr2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	4	Solar Mounting/Rack	H01L	Y02B	Y02E	Y02B	H01L	Y02E	USA
pat0844	num-13/538 695	yr2012	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	2	Solar Mounting/Rack				F24J	Y02E	H01L	Bay_Area
pat0763	num-13/308 517	yr2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	10	Solar Inverter	H02J			H02J	Y02E	H02M	middle_east
pat0557	num-12/850 257	yr2011	Solar Mounting/Rack	Dresden	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02B	Y02E	F24J	Y02E	H01L	germany
pat0154	num-7931488	yr2011	Solar Mounting/Rack	Blomberg	N/A	N/A	Germany	9	Solar Mounting/Rack	H01R	H01L		H01L	Y02E	H01R	germany
pat0601	num-12/944 725	yr2011	Solar Mounting/Rack	Hong Kong	N/A	N/A	China	14	Solar Mounting/Rack	Y02E	H01L		F24J	Y02E	H01L	asia
pat0798	num-13/403 463	yr2012	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	14	Solar Mounting/Rack	F24J			F24J	Y02E	H01L	CO
pat0546	num-12/818 504	yr2011	Solar Mounting/Rack	Wilmington  DE	DE	DE	USA	4	Solar Mounting/Rack	Y02E	F24J	Y02E	Y02B	H01L	Y02E	DE
pat0634	num-13/019 172	yr2011	Solar Mounting/Rack	Fremont  CA	CA	CA	USA	13	Solar Mounting/Rack				H01L	Y02E	F24J	Bay_Area
pat0834	num-13/491 242	yr2012	Solar Inverter	Nurnberg	N/A	N/A	Germany	0	Solar Inverter				H02M	Y02E	H02J	germany
pat0187	num-8044533	yr2011	Solar Inverter	Ravensburg	N/A	N/A	Germany	11	Solar Inverter	H02J			Y02E	H02J	G05F	germany
pat0544	num-12/813 036	yr2011	Solar Monitoring	Scottsdale  AZ	AZ	AZ	USA	8	Solar Inverter	H01L	H03K		H01L	Y02E	Y02B	AZ
pat0019	num-7260918	yr2007	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	12	Solar Mounting/Rack				Y02E	H01L	F24J	NM
pat0433	num-12/407 737	yr2010	Solar Monitoring	Merced  CA	CA	CA	USA	13	Solar Mounting/Rack	G01R	H01L		H01L	Y02E	F24J	Other_CA
pat0523	num-12/757 989	yr2010	Solar Monitoring	Richardson  TX	TX	TX	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	TX
pat0248	num-8196369	yr2012	Solar Mounting/Rack	Boston  MA	MA	MA	USA	13	Solar Mounting/Rack	H01L	Y02B	H01L	H01L	Y02E	F24J	MA
pat0755	num-13/283 638	yr2012	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	NJ
pat0645	num-13/040 981	yr2012	Solar Inverter	Kwun Tong	N/A	N/A	China	6	Solar Inverter	H02M	H02J		H02J	Y02E	H02M	asia
pat0353	num-11/789 014	yr2008	Solar Monitoring	Carlsbad  CA	CA	CA	USA	0	Solar Inverter	Y02E	H01M	Y02E	H02M	Y02E	H02J	SOCAL
pat0704	num-13/160 970	yr2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	CO
pat0585	num-12/905 349	yr2011	Solar Inverter	San Jose  CA	CA	CA	USA	13	Solar Mounting/Rack	F24J	Y02E	H01L	H01L	Y02E	F24J	Bay_Area
pat0455	num-12/530 196	yr2010	Solar Inverter	Livermore  CA	CA	CA	USA	7	Solar Inverter	H02H	H02J	Y02E	Y02E	H02J	H01L	Bay_Area
pat0362	num-11/913 310	yr2010	Solar Monitoring	London	N/A	N/A	Great Britain	8	Solar Inverter	Y02E	H01L	Y02B	H01L	Y02E	Y02B	europe
pat0627	num-12/997 361	yr2011	Solar Mounting/Rack	Essex	N/A	N/A	Great Britain	12	Solar Mounting/Rack	F24J	Y02E	H01L	Y02E	H01L	F24J	europe
pat0146	num-7913181	yr2011	Solar Monitoring	Schenectady  NY	NY	NY	USA	5	Solar Monitoring	G05B	H02J	G05B	Y04S	G06Q	Y02E	NY
pat0845	num-13/548 356	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	G01R	H02H		H02M	Y02E	H02J	germany
pat0629	num-13/006 943	yr2011	Solar Monitoring	Santa Clara  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02B	H01L	H01L	Y02E	Y02B	Bay_Area
pat0753	num-13/275 147	yr2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	10	Solar Inverter	Y02E	Y02B	H02M	H02J	Y02E	H02M	CO
pat0841	num-13/530 375	yr2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	H01L	Y02E	F24J	Y02E	H01L	Bay_Area
pat0257	num-8212408	yr2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	0	Solar Inverter	H02M	H02J	H02M	H02M	Y02E	H02J	PA
pat0404	num-12/280 696	yr2009	Solar Inverter	Columbia  SC	SC	SC	USA	11	Solar Inverter	Y02E	H01L	G05F	Y02E	H02J	G05F	SC
pat0587	num-12/908 778	yr2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	B32B	F24J	F24J	Y02E	H01L	Bay_Area
pat0046	num-7481211	yr2009	Solar Mounting/Rack	New York  NY	NY	NY	USA	2	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	NY
pat0589	num-12/911 097	yr2011	Solar Mounting/Rack	Moriguchi-shi	N/A	N/A	Japan	8	Solar Inverter	Y02E	H01L		H01L	Y02E	Y02B	jp
pat0830	num-13/478795	yr2012	Solar Inverter	Bonn	N/A	N/A	Germany	11	Solar Inverter				Y02E	H02J	G05F	germany
pat0683	num-13/103 070	yr2012	Solar Inverter	Pittsboro  NC	NC	NC	USA	0	Solar Inverter				H02M	Y02E	H02J	NC
pat0643	num-13/035378	yr2012	Solar Mounting/Rack	Westport  CT	CT	CT	USA	13	Solar Mounting/Rack				H01L	Y02E	F24J	CT
pat0766	num-13/314 406	yr2012	Solar Monitoring	Gyeonggi-do	N/A	N/A	South Korea	3	Solar Monitoring	H02J	H01M		H02J	Y02E	Y02B	asia
pat0246	num-8194429	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H03K	Y02E	H02M	H02M	Y02E	H02J	germany
pat0556	num-12/847 981	yr2011	Solar Mounting/Rack	Hamburg	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	germany
pat0848	num-13/581 204	yr2012	Solar Mounting/Rack	Wilimington  DE	DE	DE	USA	12	Solar Mounting/Rack				Y02E	H01L	F24J	DE
pat0618	num-12/970 350	yr2012	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	NY
pat0311	num-8326536	yr2012	Site Assessment	Napa  CA	CA	CA	USA	1	Site Assessment	G01R	H02S	G06Q	G01W	G06Q	G01R	Other_CA
pat0040	num-7435134	yr2008	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01R	F24J	Y02E	H01L	Bay_Area
pat0539	num-12/795032	yr2011	Solar Monitoring	Cleveland  OH	OH	OH	USA	7	Solar Inverter	H02H	Y02E		Y02E	H02J	H01L	OH
pat0598	num-12/935 522	yr2011	Solar Mounting/Rack	Milan	N/A	N/A	Italy	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	europe
pat0133	num-7884278	yr2011	Solar Inverter	Los Gatos  CA	CA	CA	USA	8	Solar Inverter	Y02E	H01L		H01L	Y02E	Y02B	Bay_Area
pat0202	num-8097818	yr2012	Solar Mounting/Rack	Schalksmuhle	N/A	N/A	Germany	9	Solar Mounting/Rack	Y02E	H01L		H01L	Y02E	H01R	germany
pat0263	num-8220210	yr2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0031	num-7372709	yr2008	Solar Inverter	Chicago  IL	IL	IL	USA	0	Solar Inverter	H02M	H02J		H02M	Y02E	H02J	IL
pat0521	num-12/757 166	yr2010	Solar Inverter	Ludenscheid	N/A	N/A	Germany	6	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	germany
pat0079	num-7733679	yr2010	Solar Inverter	Pettenbach	N/A	N/A	Austria	0	Solar Inverter	H02M	H02J		H02M	Y02E	H02J	europe
pat0091	num-7774998	yr2010	Solar Mounting/Rack	Palo Alto  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0711	num-13/180 955	yr2012	Solar Mounting/Rack	Boulder  CO	CO	CO	USA	14	Solar Mounting/Rack	H01L			F24J	Y02E	H01L	CO
pat0760	num-13/298 392	yr2012	Solar Mounting/Rack	Schwaebisch Hall	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02B		F24J	Y02E	H01L	germany
pat0387	num-12/156 935	yr2009	Solar Monitoring	Phoenix  AZ	AZ	AZ	USA	5	Solar Monitoring	G01R	Y02E	H01L	Y04S	G06Q	Y02E	AZ
pat0563	num-12/859 949	yr2012	Solar Inverter	Menomonee Falls  WI	WI	WI	USA	6	Solar Inverter	H02M			H02J	Y02E	H02M	WI
pat0459	num-12/542 760	yr2010	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	7	Solar Inverter	H01L	Y02E	H01H	Y02E	H02J	H01L	NY
pat0158	num-7955134	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	9	Solar Mounting/Rack	Y02E	H02M		H01L	Y02E	H01R	germany
pat0056	num-7574842	yr2009	Solar Mounting/Rack	Billerica  MA	MA	MA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	MA
pat0089	num-7768751	yr2010	Solar Inverter	Fort Collins  CO	CO	CO	USA	7	Solar Inverter	H02H			Y02E	H02J	H01L	CO
pat0532	num-12/785 773	yr2010	Solar Mounting/Rack	Hod Hasharon	N/A	N/A	Israel	9	Solar Mounting/Rack	H01L	Y02E	G08B	H01L	Y02E	H01R	middle_east
pat0658	num-13/068 014	yr2011	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter				H02J	Y02E	H02M	Other_CA
pat0212	num-8119963	yr2012	Solar Mounting/Rack	Flaggstaff  AZ	AZ	AZ	USA	12	Solar Mounting/Rack	F24J	Y02E	H01L	Y02E	H01L	F24J	AZ
pat0217	num-8136311	yr2012	Solar Mounting/Rack	Camas  WA	WA	WA	USA	14	Solar Mounting/Rack	F24J	Y02B		F24J	Y02E	H01L	WA
pat0415	num-12/340 500	yr2010	Solar Mounting/Rack	Los Gatos  CA	USA	USA	USA	13	Solar Mounting/Rack	Y02E	H01L	Y02E	H01L	Y02E	F24J	USA
pat0449	num-12/497 461	yr2010	Solar Mounting/Rack	New York  NY	NY	NY	USA	2	Solar Mounting/Rack	G09F			F24J	Y02E	H01L	NY
pat0128	num-7866099	yr2011	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	jp
pat0384	num-12/134 040	yr2008	Solar Mounting/Rack	Philadelphia PA	PA	PA	USA	13	Solar Mounting/Rack	H01R	H01L	H01R	H01L	Y02E	F24J	PA
pat0605	num-12/952 095	yr2011	Solar Inverter	Berkeley  CA	CA	CA	USA	13	Solar Mounting/Rack	F24F	Y02B	F24F	H01L	Y02E	F24J	Bay_Area
pat0324	num-10/864 711	yr2005	Solar Mounting/Rack	Chico  CA	CA	CA	USA	6	Solar Inverter	Y02B	Y02E	H01L	H02J	Y02E	H02M	Other_CA
pat0578	num-12/895 652	yr2011	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	8	Solar Inverter	F24J	Y02E	H01L	H01L	Y02E	Y02B	Bay_Area
pat0644	num-13/039 382	yr2012	Solar Inverter	Cambridge  MA	MA	MA	USA	10	Solar Inverter	H02M	H03K	H02J	H02J	Y02E	H02M	MA
pat0069	num-7667963	yr2010	Solar Inverter	Wagen	N/A	N/A	Germany	14	Solar Mounting/Rack	Y02E	H05K	H02M	F24J	Y02E	H01L	germany
pat0140	num-7898112	yr2011	Solar Monitoring	Los Gatos  CA	CA	CA	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	Bay_Area
pat0366	num-11/950 271	yr2008	Solar Inverter	Raanana  IL	N/A	N/A	Israel	6	Solar Inverter	H02J			H02J	Y02E	H02M	middle_east
pat0376	num-12/090 358	yr2008	Solar Mounting/Rack	Dusseldorf	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	H01L	Y02E	F24J	Y02E	H01L	germany
pat0616	num-12/968 408	yr2012	Solar Mounting/Rack	Armonk  NY	NY	NY	USA	13	Solar Mounting/Rack	H01L			H01L	Y02E	F24J	NY
pat0334	num-11/400 720	yr2006	Solar Inverter	Bend  OR	OR	OR	USA	8	Solar Inverter	H02M			H01L	Y02E	Y02B	OR
pat0464	num-12/562 491	yr2010	Solar Monitoring	Los Gatos  CA	CA	CA	USA	3	Solar Monitoring	H02J	Y02E	Y04S	H02J	Y02E	Y02B	Bay_Area
pat0638	num-13/028 758	yr2012	Solar Mounting/Rack	Wallingford  CT	CT	CT	USA	9	Solar Mounting/Rack				H01L	Y02E	H01R	CT
pat0169	num-7990743	yr2011	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E		H02J	Y02E	H02M	NY
pat0652	num-13/052 905	yr2011	Solar Mounting/Rack	Pontiac  MI	MI	MI	USA	2	Solar Mounting/Rack	F24J	H01L	Y02B	F24J	Y02E	H01L	MI
pat0012	num-7156088	yr2007	Solar Mounting/Rack	Pasadena  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	SOCAL
pat0500	num-12/677 768	yr2011	Solar Monitoring	Belo Horizonte	N/A	N/A	Brazil	5	Solar Monitoring	G01R	Y04S	Y02B	Y04S	G06Q	Y02E	brazil
pat0375	num-12/088 978	yr2009	Solar Monitoring	Novato  CA	CA	CA	USA	5	Solar Monitoring	H02J	Y02E	G06Q	Y04S	G06Q	Y02E	Bay_Area
pat0190	num-8058752	yr2011	Solar Inverter	Santa Clara  CA	CA	CA	USA	8	Solar Inverter	H02M	Y02E	G05F	H01L	Y02E	Y02B	Bay_Area
pat0372	num-12/070 925	yr2008	Solar Monitoring	Hempstead  NY	NY	NY	USA	5	Solar Monitoring	G01D	H04Q	Y04S	Y04S	G06Q	Y02E	NY
pat0341	num-11/564 313	yr2008	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter	H02M	Y02E		H02M	Y02E	H02J	NY
pat0225	num-8148849	yr2012	Solar Inverter	Campodarsego	N/A	N/A	Italy	11	Solar Inverter	G01R	G08B		Y02E	H02J	G05F	europe
pat0710	num-13/180 168	yr2011	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter	H02M	Y02E	Y02B	H02J	Y02E	H02M	TX
pat0657	num-13/065 104	yr2012	Solar Mounting/Rack	Pomona  CA	CA	CA	USA	14	Solar Mounting/Rack				F24J	Y02E	H01L	SOCAL
pat0036	num-7414870	yr2008	Solar Inverter	Ludenscheid	N/A	N/A	Germany	6	Solar Inverter	H02M			H02J	Y02E	H02M	germany
pat0838	num-13/508 656	yr2012	Solar Mounting/Rack	Koln	N/A	N/A	Germany	2	Solar Mounting/Rack				F24J	Y02E	H01L	germany
pat0481	num-12/600 115	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	3	Solar Monitoring	H02J	Y02E	Y04S	H02J	Y02E	Y02B	germany
pat0286	num-8274172	yr2012	Solar Monitoring	Los Gatos  CA	CA	CA	USA	11	Solar Inverter	Y02E	H01L		Y02E	H02J	G05F	Bay_Area
pat0789	num-13/384 697	yr2012	Solar Inverter	Newtown  Powys	N/A	N/A	Great Britain	11	Solar Inverter	Y02E	G05F	H02M	Y02E	H02J	G05F	europe
pat0196	num-8080899	yr2011	Solar Inverter	North Andover MA	MA	MA	USA	7	Solar Inverter	Y02E	H02M	H02J	Y02E	H02J	H01L	MA
pat0325	num-10/896 755	yr2005	Solar Mounting/Rack	St. Laurent	N/A	N/A	Canada	14	Solar Mounting/Rack	Y02E	F24J	H01L	F24J	Y02E	H01L	canada
pat0088	num-7768155	yr2010	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter	H02J	G05F		H02J	Y02E	H02M	Other_CA
pat0157	num-7952897	yr2011	Solar Inverter	Arezzo	N/A	N/A	Italy	11	Solar Inverter	H02M	H02J		Y02E	H02J	G05F	europe
pat0222	num-8145327	yr2012	Solar Mounting/Rack	Durham  NC	NC	NC	USA	8	Solar Inverter	H02M	H02J		H01L	Y02E	Y02B	NC
pat0750	num-13/271 331	yr2012	Solar Mounting/Rack	Irwindale  CA	CA	CA	USA	12	Solar Mounting/Rack	F24J	H01L	Y02B	Y02E	H01L	F24J	Unknown_CA
pat0368	num-11/972 222	yr2009	Solar Monitoring	New Port Richey  FL	FL	FL	USA	8	Solar Inverter	G01R			H01L	Y02E	Y02B	FL
pat0452	num-12/505 858	yr2010	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	NY
pat0209	num-8109048	yr2012	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0631	num-13/014 191	yr2012	Solar Mounting/Rack	Pontiac  MI	MI	MI	USA	2	Solar Mounting/Rack	H01L			F24J	Y02E	H01L	MI
pat0682	num-13/099 049	yr2012	Solar Monitoring	Barntrup	N/A	N/A	Germany	11	Solar Inverter	H02H	G01R		Y02E	H02J	G05F	germany
pat0106	num-7819114	yr2010	Solar Mounting/Rack  Solar Inverter	Sunnyvale  CA	CA	CA	USA	12	Solar Mounting/Rack	H01L	Y02B	Y02E	Y02E	H01L	F24J	Bay_Area
pat0493	num-12/628 812	yr2010	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	Y02E	F24J	Y02E	F24J	Y02E	H01L	OH
pat0042	num-7465872	yr2008	Solar Inverter	Niskayuna  NY	NY	NY	USA	6	Solar Inverter	Y02E	H02J	Y02E	H02J	Y02E	H02M	NY
pat0819	num-13/448 918	yr2012	Solar Mounting/Rack	Jacksonville  FL	FL	FL	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	FL
pat0408	num-12/304 836	yr2009	Solar Mounting/Rack	Schwedt	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	germany
pat0797	num-13/402846	yr2012	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	14	Solar Mounting/Rack				F24J	Y02E	H01L	Bay_Area
pat0007	num-6959517	yr2005	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	F24J	Y02E	E06B	F24J	Y02E	H01L	OH
pat0255	num-8207637	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	9	Solar Mounting/Rack	Y02E	H01L	H02J	H01L	Y02E	H01R	TX
pat0342	num-11/581 062	yr2007	Solar Inverter	Bend  OR	OR	OR	USA	0	Solar Inverter	Y02E	H02M	H02J	H02M	Y02E	H02J	OR
pat0781	num-13/354 186	yr2012	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack				F24J	Y02E	H01L	NM
pat0022	num-7305983	yr2007	Site Assessment	Honolulu  HI	HI	HI	USA	1	Site Assessment	G01W	Y02B		G01W	G06Q	G01R	HI
pat0051	num-7516557	yr2009	Site Assessment	Linden  TN	TN	TN	USA	5	Solar Monitoring	G01W			Y04S	G06Q	Y02E	TN
pat0151	num-7929324	yr2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter	H02M	H02J		H02M	Y02E	H02J	Bay_Area
pat0423	num-12/375 644	yr2009	Solar Inverter	Sarriguren	N/A	N/A	Spain	0	Solar Inverter	H02J			H02M	Y02E	H02J	europe
pat0152	num-7929325	yr2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	0	Solar Inverter	Y02B	H02M	Y02B	H02M	Y02E	H02J	NY
pat0261	num-8218344	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02B		H02M	Y02E	H02J	germany
pat0681	num-13/097 945	yr2011	Solar Mounting/Rack	Wallerfing	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	germany
pat0570	num-12/878 664	yr2011	Solar Monitoring	Sunnyvale  CA	CA	CA	USA	8	Solar Inverter	Y02B	G01J	G01S	H01L	Y02E	Y02B	Bay_Area
pat0118	num-7844568	yr2010	Solar Monitoring	Wilmington  DE	DE	DE	USA	3	Solar Monitoring	G01R			H02J	Y02E	Y02B	DE
pat0832	num-13/484 033	yr2012	Solar Inverter	Webster  NY	NY	NY	USA	8	Solar Inverter				H01L	Y02E	Y02B	NY
pat0385	num-12/141 795	yr2009	Site Assessment	Englewood  CO	CO	CO	USA	1	Site Assessment	G06T	F24J		G01W	G06Q	G01R	CO
pat0559	num-12/855 850	yr2011	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	14	Solar Mounting/Rack	F24J	H01L	Y02B	F24J	Y02E	H01L	CO
