PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	origCPC1	origCPC2	origCPC3	ourCPCnum1	ourCPCnum2	ourCPCnum3	GeoCode
pat0214	num-8130518	yr2012	Solar Inverter	Rancocas  NJ	NJ	NJ	USA	6	Solar Inverter	H02M			H02J	Y02E	H02M	NJ
pat0417	num-12/350 339	yr2009	Solar Mounting/Rack	London	N/A	N/A	Great Britain	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	europe
pat0131	num-7872375	yr2011	Solar Monitoring	Detroit  MI	MI	MI	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	MI
pat0346	num-11/673 649	yr2008	Solar Monitoring	Cold Spring  NY	NY	NY	USA	5	Solar Monitoring	G06Q	Y04S		Y04S	G06Q	Y02E	NY
pat0558	num-12/852 454	yr2011	Solar Mounting/Rack	Los Alamitos  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Unknown_CA
pat0055	num-7564013	yr2009	Solar Inverter	Niestetal	N/A	N/A	Germany	11	Solar Inverter	Y02E	G05F		Y02E	H02J	G05F	germany
pat0764	num-13/309 909	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter	H02M	Y02E	Y02B	H02J	Y02E	H02M	TX
pat0359	num-11/859 724	yr2009	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	12	Solar Mounting/Rack	F24J	H01L	Y02E	Y02E	H01L	F24J	Bay_Area
pat0505	num-12/714 029	yr2011	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	NY
pat0343	num-11/628 362	yr2008	Solar Monitoring	Den Haag	N/A	N/A	Netherlands	7	Solar Inverter	Y02E	H01L		Y02E	H02J	H01L	europe
pat0723	num-13/204 363	yr2012	Solar Mounting/Rack	Millington  NJ	NJ	NJ	USA	2	Solar Mounting/Rack	F24J	H01L	H02J	F24J	Y02E	H01L	NJ
pat0782	num-13/357 683	yr2012	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	2	Solar Mounting/Rack				F24J	Y02E	H01L	PA
pat0816	num-13/440 378	yr2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	10	Solar Inverter	H02J			H02J	Y02E	H02M	middle_east
pat0249	num-8200373	yr2012	Solar Monitoring	Moorpark  CA	CA	CA	USA	3	Solar Monitoring	Y02E	G06Q	H02J	H02J	Y02E	Y02B	SOCAL
pat0680	num-13/095 190	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter				H02J	Y02E	H02M	TX
pat0771	num-13/319 894	yr2012	Solar Mounting/Rack	Courbevoie	N/A	N/A	France	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	europe
pat0059	num-7600349	yr2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	NM
pat0183	num-8033859	yr2011	Solar Mounting/Rack	Blomberg	N/A	N/A	Germany	9	Solar Mounting/Rack	H01R	Y02E	H01L	H01L	Y02E	H01R	germany
pat0839	num-13/518 624	yr2012	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	jp
pat0498	num-12/665 517	yr2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	IL
pat0203	num-8099922	yr2012	Solar Mounting/Rack	Mascoutah  IL	IL	IL	USA	2	Solar Mounting/Rack	F24J	F16B	F24J	F24J	Y02E	H01L	IL
pat0595	num-12/919 841	yr2011	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	13	Solar Mounting/Rack	E04D	Y02E	H01L	H01L	Y02E	F24J	PA
pat0018	num-7256566	yr2007	Solar Inverter	Dearborn  MI	MI	MI	USA	11	Solar Inverter	Y02E	G05F		Y02E	H02J	G05F	MI
pat0554	num-12/846 621	yr2011	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	Y02E	H01L		F24J	Y02E	H01L	OH
pat0458	num-12/542 600	yr2011	Solar Inverter	Roanoke  TX	TX	TX	USA	9	Solar Mounting/Rack	Y02B	Y02E	H01L	H01L	Y02E	H01R	TX
pat0231	num-8169226	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	G01R			H02M	Y02E	H02J	germany
pat0386	num-12/153 381	yr2009	Solar Inverter	Taipei City	N/A	N/A	Taiwan	6	Solar Inverter	H02J	Y02E	Y02B	H02J	Y02E	H02M	asia
pat0382	num-12/122 950	yr2008	Solar Inverter	Fort Collins  CO	CO	CO	USA	8	Solar Inverter	H02M	Y02E		H01L	Y02E	Y02B	CO
pat0259	num-8213133	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter	H01H			Y02E	H02J	H01L	germany
pat0153	num-7929326	yr2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter	H02M			H02M	Y02E	H02J	Bay_Area
pat0846	num-13/548 434	yr2012	Solar Mounting/Rack	Nederland  CO	CO	CO	USA	2	Solar Mounting/Rack	Y02E	F24J	Y02E	F24J	Y02E	H01L	CO
pat0637	num-13/028 152	yr2011	Solar Inverter	Fremont  CA	CA	CA	USA	0	Solar Inverter	H02H	Y02E		H02M	Y02E	H02J	Bay_Area
pat0632	num-13/015 612	yr2011	Solar Monitoring  Solar Inverter	Hod Hasharon	N/A	N/A	Israel	8	Solar Inverter	H02J	Y02E	H01L	H01L	Y02E	Y02B	middle_east
pat0063	num-7622666	yr2009	Solar Mounting/Rack	Monrovia  CA	CA	CA	USA	13	Solar Mounting/Rack	F24J	Y02E	H01L	H01L	Y02E	F24J	SOCAL
pat0024	num-7310052	yr2007	Solar Monitoring	Henderson  NV	NV	NV	USA	5	Solar Monitoring	Y04S	G01D	H04Q	Y04S	G06Q	Y02E	NV
pat0840	num-13/527 444	yr2012	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0401	num-12/237326	yr2009	Solar Mounting/Rack	Redwood City  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02B	F24J	F24J	Y02E	H01L	Bay_Area
pat0749	num-13/269 580	yr2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	12	Solar Mounting/Rack	H01L			Y02E	H01L	F24J	Bay_Area
pat0029	num-7352549	yr2008	Solar Inverter	Niestetal	N/A	N/A	Germany	11	Solar Inverter	H02J			Y02E	H02J	G05F	germany
pat0737	num-13/234 250	yr2012	Site Assessment	Niestetal	N/A	N/A	Germany	1	Site Assessment	G01R	H02S		G01W	G06Q	G01R	germany
pat0044	num-7476832	yr2009	Solar Mounting/Rack	Hoffman Estates  IL	IL	IL	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	IL
pat0077	num-7719140	yr2010	Solar Inverter	Fort Collins  CO	CO	CO	USA	9	Solar Mounting/Rack	Y02E	Y02B	H02M	H01L	Y02E	H01R	CO
pat0264	num-8222767	yr2012	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	Other_CA
pat0020	num-7274975	yr2007	Solar Monitoring	Washington  DC	DC	DC	USA	3	Solar Monitoring	H02J	Y02E	G06Q	H02J	Y02E	Y02B	DC
pat0356	num-11/842 484	yr2009	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	2	Solar Mounting/Rack	Y02E	H01L	Y02B	F24J	Y02E	H01L	SOCAL
pat0282	num-8264193	yr2012	Solar Monitoring	Ottawa	N/A	N/A	Canada	11	Solar Inverter	H01L	Y02E	H02J	Y02E	H02J	G05F	canada
pat0677	num-13/094 207	yr2011	Solar Inverter	Kingston	N/A	N/A	Canada	11	Solar Inverter	Y02E	G05F		Y02E	H02J	G05F	canada
pat0478	num-12/592 889	yr2010	Solar Mounting/Rack	Petaluma  CA	CA	CA	USA	14	Solar Mounting/Rack	H01L	H01R	Y02E	F24J	Y02E	H01L	Other_CA
pat0511	num-12/722 129	yr2011	Solar Inverter	Perrysburg  OH	OH	OH	USA	11	Solar Inverter	Y02E	H02J		Y02E	H02J	G05F	OH
pat0087	num-7768154	yr2010	Solar Inverter	Bend  OR	OR	OR	USA	13	Solar Mounting/Rack	H02M			H01L	Y02E	F24J	OR
pat0626	num-12/997 267	yr2011	Solar Mounting/Rack	Kirchdorf	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	germany
pat0812	num-13/430 388	yr2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	10	Solar Inverter	H02J			H02J	Y02E	H02M	middle_east
pat0628	num-13/004 962	yr2012	Solar Inverter	Palatine  IL	IL	IL	USA	12	Solar Mounting/Rack	H01L	H02H	H02M	Y02E	H01L	F24J	IL
pat0098	num-7807918	yr2010	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	12	Solar Mounting/Rack	F24J	Y02B	Y02E	Y02E	H01L	F24J	Bay_Area
pat0174	num-8013472	yr2011	Solar Inverter	Herzelia	N/A	N/A	Israel	6	Solar Inverter	H02M	H02J		H02J	Y02E	H02M	middle_east
pat0147	num-7919953	yr2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	10	Solar Inverter	G05F			H02J	Y02E	H02M	CO
pat0656	num-13/061 365	yr2011	Solar Mounting/Rack	Pisa	N/A	N/A	Italy	2	Solar Mounting/Rack	Y02E	F24J	H01L	F24J	Y02E	H01L	europe
pat0463	num-12/561 254	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	H01L	Y02E	F24J	Bay_Area
pat0017	num-7230532	yr2007	Solar Monitoring	Oberhaching	N/A	N/A	Germany	5	Solar Monitoring	G01D	H05B	G08C	Y04S	G06Q	Y02E	germany
pat0391	num-12/177 133	yr2009	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	H01L	Y02E	F24J	Y02E	H01L	Bay_Area
pat0542	num-12/802 231	yr2010	Site Assessment	Surrey  CA	CA	CA	Canada	5	Solar Monitoring	G01W	G01C		Y04S	G06Q	Y02E	other
pat0492	num-12/626 878	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	Bay_Area
pat0762	num-13/303 360	yr2012	Solar Mounting/Rack	Midway  UT	UT	UT	USA	13	Solar Mounting/Rack	H01L	Y02E	E04D	H01L	Y02E	F24J	UT
pat0326	num-10/931 183	yr2006	Solar Mounting/Rack	San Diego  CA	CA	CA	USA	12	Solar Mounting/Rack	H01L	Y02E	Y02B	Y02E	H01L	F24J	SOCAL
pat0095	num-7797883	yr2010	Solar Mounting/Rack	Foster City  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	H01Q	Y02E	F24J	Y02E	H01L	Bay_Area
pat0441	num-12/456 079	yr2010	Solar Mounting/Rack	Grass Valley  CA	USA	USA	USA	4	Solar Mounting/Rack	F24J	Y02B		Y02B	H01L	Y02E	USA
pat0367	num-11/951 419	yr2008	Solar Monitoring	Raanana  IL	N/A	N/A	Israel	5	Solar Monitoring	Y02B	Y04S	G01D	Y04S	G06Q	Y02E	middle_east
pat0692	num-13/128 461	yr2012	Solar Mounting/Rack	Koln	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02B	Y02E	F24J	Y02E	H01L	germany
pat0800	num-13/409 421	yr2012	Solar Mounting/Rack	Malvern  PA	PA	PA	USA	2	Solar Mounting/Rack				F24J	Y02E	H01L	PA
pat0566	num-12/867 227	yr2011	Solar Inverter	Munich	N/A	N/A	Germany	7	Solar Inverter	Y02E	Y04S	H02J	Y02E	H02J	H01L	germany
pat0719	num-13/197 175	yr2012	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	14	Solar Mounting/Rack	F24J	Y02B		F24J	Y02E	H01L	NJ
pat0323	num-10/855 254	yr2006	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0332	num-11/326 271	yr2006	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	4	Solar Mounting/Rack	F24J	Y02E	Y02B	Y02B	H01L	Y02E	Bay_Area
pat0501	num-12/709 166	yr2010	Solar Inverter	Kingston	N/A	N/A	Canada	0	Solar Inverter	Y02E	H02M	Y02E	H02M	Y02E	H02J	canada
pat0035	num-7411802	yr2008	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	Y02E	H02M	H02J	H02M	Y02E	H02J	germany
pat0573	num-12/892 581	yr2011	Solar Monitoring	Yokohama	N/A	N/A	Japan	11	Solar Inverter	Y02E	H01M		Y02E	H02J	G05F	jp
pat0413	num-12/326 209	yr2010	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	7	Solar Inverter	Y02E	H01L		Y02E	H02J	H01L	CO
pat0663	num-13/075 579	yr2011	Solar Inverter	Scottsdale  AZ	AZ	AZ	USA	0	Solar Inverter	H02M	H02J		H02M	Y02E	H02J	AZ
pat0081	num-7742897	yr2010	Solar Monitoring	Cold Spring  NY	NY	NY	USA	5	Solar Monitoring	Y04S	H02J	Y04S	Y04S	G06Q	Y02E	NY
pat0038	num-7433215	yr2008	Solar Inverter	Bend  OR	OR	OR	USA	11	Solar Inverter	H02M	H02J		Y02E	H02J	G05F	OR
pat0435	num-12/411 786	yr2009	Solar Mounting/Rack	Westford  MA	MA	MA	USA	9	Solar Mounting/Rack	Y02E	H01R	H01L	H01L	Y02E	H01R	MA
pat0086	num-7766292	yr2010	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	NM
pat0399	num-12/230 381	yr2010	Solar Inverter	Hayward  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	H01L	Y02E	H02J	G05F	Bay_Area
pat0058	num-7592537	yr2009	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0205	num-8103465	yr2012	Solar Monitoring	Branchburg  NJ	NJ	NJ	USA	3	Solar Monitoring	Y04S	H02J	Y04S	H02J	Y02E	Y02B	NJ
pat0242	num-8191320	yr2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	Bay_Area
pat0842	num-13/530 748	yr2012	Solar Mounting/Rack	Rochester  MI	MI	MI	USA	4	Solar Mounting/Rack	H01L	Y02B	H01L	Y02B	H01L	Y02E	MI
pat0070	num-7672149	yr2010	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	H02J	Y02B	H02M	Y02E	H02J	germany
pat0338	num-11/533 094	yr2007	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	13	Solar Mounting/Rack	H01L	Y02E	Y02B	H01L	Y02E	F24J	PA
pat0769	num-13/318 260	yr2012	Solar Monitoring	Osaka-shi	N/A	N/A	Japan	6	Solar Inverter	H01M	Y02E	H02J	H02J	Y02E	H02M	jp
pat0686	num-13/108 135	yr2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	11	Solar Inverter	Y02E	G05F		Y02E	H02J	G05F	CO
pat0506	num-12/715 791	yr2010	Solar Mounting/Rack	Tokyo	N/A	N/A	Japan	9	Solar Mounting/Rack	Y02E	H01R	H01L	H01L	Y02E	H01R	jp
pat0318	num-8339112	yr2012	Solar Inverter	Agrate Brianza	N/A	N/A	Italy	6	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	europe
pat0575	num-12/895 328	yr2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	H01L	Y02B	F24J	Y02E	H01L	Bay_Area
pat0744	num-13/253 629	yr2012	Solar Monitoring	Maple Glen  PA	PA	PA	USA	3	Solar Monitoring	H02J	H01L		H02J	Y02E	Y02B	PA
pat0466	num-12/564 732	yr2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	4	Solar Mounting/Rack	H01L	Y02B	Y02E	Y02B	H01L	Y02E	USA
pat0507	num-12/716 654	yr2011	Solar Inverter	Milpitas  CA	CA	CA	USA	6	Solar Inverter	Y02E	H01L	G05F	H02J	Y02E	H02M	Bay_Area
pat0073	num-7692091	yr2010	Solar Mounting/Rack	Harrisonburg  VA	VA	VA	USA	2	Solar Mounting/Rack	F24J	Y02E	G01S	F24J	Y02E	H01L	VA
pat0802	num-13/412 480	yr2012	Solar Inverter	Hayward  CA	CA	CA	USA	7	Solar Inverter	G01R			Y02E	H02J	H01L	Bay_Area
pat0351	num-11/777 397	yr2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	8	Solar Inverter	Y02B	H01L	Y02E	H01L	Y02E	Y02B	Bay_Area
pat0215	num-8134812	yr2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	7	Solar Inverter	H02H			Y02E	H02J	H01L	CO
pat0360	num-11/875 799	yr2008	Solar Monitoring	Cupertino  CA	CA	CA	USA	3	Solar Monitoring	H02J	Y02E	Y04S	H02J	Y02E	Y02B	Bay_Area
pat0503	num-12/713 885	yr2011	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	9	Solar Mounting/Rack	H01L	Y02E		H01L	Y02E	H01R	PA
pat0793	num-13/399 073	yr2012	Solar Mounting/Rack	Suffern  NY	NY	NY	USA	14	Solar Mounting/Rack	H01R	H01L	Y02B	F24J	Y02E	H01L	NY
pat0060	num-7605498	yr2009	Solar Inverter	Fort Collins  CO	CO	CO	USA	6	Solar Inverter	Y02E	Y02B	H02M	H02J	Y02E	H02M	CO
pat0700	num-13/152 787	yr2012	Solar Inverter	Livermore  CA	CA	CA	USA	11	Solar Inverter				Y02E	H02J	G05F	Bay_Area
pat0193	num-8067855	yr2011	Solar Inverter	Cambridge	N/A	N/A	Great Britain	6	Solar Inverter	Y02E	H01L	Y02B	H02J	Y02E	H02M	europe
pat0227	num-8156697	yr2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	H01L	Y02E	F24J	Y02E	H01L	Bay_Area
pat0199	num-8093756	yr2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	8	Solar Inverter	Y02E	Y02B	H02M	H01L	Y02E	Y02B	CO
pat0331	num-11/315 327	yr2006	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	5	Solar Monitoring	G06Q	Y02B		Y04S	G06Q	Y02E	jp
pat0429	num-12/392 042	yr2009	Solar Inverter	Los Gatos  CA	CA	CA	USA	3	Solar Monitoring	H02J	Y02E	Y04S	H02J	Y02E	Y02B	Bay_Area
pat0647	num-13/044 387	yr2011	Solar Mounting/Rack	Goodyear  AZ	AZ	AZ	USA	14	Solar Mounting/Rack	Y02E	H01L	Y02E	F24J	Y02E	H01L	AZ
pat0409	num-12/320 715	yr2010	Solar Monitoring	Hayward  CA	CA	CA	USA	11	Solar Inverter	Y02E	G01W	H01L	Y02E	H02J	G05F	Bay_Area
pat0607	num-12/953 850	yr2011	Solar Monitoring	Armonk  NY	NY	NY	USA	5	Solar Monitoring	G01R			Y04S	G06Q	Y02E	NY
pat0232	num-8169805	yr2012	Solar Inverter	Wagen	N/A	N/A	Germany	0	Solar Inverter	H02M			H02M	Y02E	H02J	germany
pat0581	num-12/902 049	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter				H02J	Y02E	H02M	TX
pat0142	num-7900361	yr2011	Solar Inverter	Herzelia	N/A	N/A	Israel	0	Solar Inverter	H02M	H02J		H02M	Y02E	H02J	middle_east
pat0100	num-7808127	yr2010	Solar Monitoring	Richardson  TX	TX	TX	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	TX
pat0451	num-12/505 802	yr2011	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02M			H02J	Y02E	H02M	NY
pat0811	num-13/429 881	yr2012	Solar Mounting/Rack	Grass Valley  CA	CA	CA	USA	4	Solar Mounting/Rack	H01L	Y02B		Y02B	H01L	Y02E	Other_CA
pat0533	num-12/786 894	yr2010	Solar Mounting/Rack	Hod Hasharon	N/A	N/A	Israel	14	Solar Mounting/Rack	Y02E	H01L		F24J	Y02E	H01L	middle_east
pat0583	num-12/904 965	yr2011	Solar Monitoring	San Jose  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L		Y02E	H01L	F24J	Bay_Area
pat0123	num-7855473	yr2010	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	Other_CA
pat0526	num-12/771 079	yr2010	Solar Mounting/Rack	Saline  MI	MI	MI	USA	14	Solar Mounting/Rack	F24J	F16B	Y02E	F24J	Y02E	H01L	MI
pat0173	num-8004232	yr2011	Solar Monitoring	San Jose  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H01M	H02J	Y02E	H02M	Bay_Area
pat0614	num-12/959 228	yr2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	14	Solar Mounting/Rack	Y02E	F24J	Y02B	F24J	Y02E	H01L	NJ
pat0547	num-12/823 006	yr2010	Solar Mounting/Rack	Coppell  TX	TX	TX	USA	13	Solar Mounting/Rack	E04D	H01L	E04D	H01L	Y02E	F24J	TX
pat0490	num-12/625 363	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	8	Solar Inverter	F24J	Y02E	H01L	H01L	Y02E	Y02B	Bay_Area
pat0357	num-11/848 766	yr2008	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	H01R	Y02E	F24J	Y02E	H01L	Bay_Area
pat0037	num-7432618	yr2008	Solar Inverter	Bend OR	OR	OR	USA	6	Solar Inverter	H02J			H02J	Y02E	H02M	OR
pat0729	num-13/216 306	yr2012	Solar Monitoring	Austin  TX	TX	TX	USA	7	Solar Inverter	G01R			Y02E	H02J	H01L	TX
pat0604	num-12/950 888	yr2011	Solar Mounting/Rack	Singapore	N/A	N/A	Singapore	14	Solar Mounting/Rack	F24J	H01L	Y02B	F24J	Y02E	H01L	asia
pat0491	num-12/625 645	yr2010	Solar Inverter	Devens  MA	MA	MA	USA	0	Solar Inverter	H02M	Y02E	H01L	H02M	Y02E	H02J	MA
pat0207	num-8106543	yr2012	Solar Inverter	Taipei  Taiwan	N/A	N/A	Taiwan	13	Solar Mounting/Rack	G05F			H01L	Y02E	F24J	asia
pat0085	num-7755916	yr2010	Solar Inverter	Champagne IL	IL	IL	USA	6	Solar Inverter	H02J	Y02E		H02J	Y02E	H02M	IL
pat0273	num-8242634	yr2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	4	Solar Mounting/Rack	Y02E	Y02B	H02M	Y02B	H01L	Y02E	CO
pat0292	num-8290745	yr2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter	G01R	H02S		H02J	Y02E	H02M	NY
pat0590	num-12/912 552	yr2012	Solar Mounting/Rack	Lee Vining  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02B		H01L	Y02E	F24J	Other_CA
pat0462	num-12/557 389	yr2010	Solar Mounting/Rack	Robbinsville  NJ	USA	USA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	USA
pat0460	num-12/543 559	yr2010	Solar Mounting/Rack	Sinshih Hsiang	N/A	N/A	Taiwan	14	Solar Mounting/Rack	Y02E	F24J	H01L	F24J	Y02E	H01L	asia
pat0274	num-8242932	yr2012	Solar Monitoring	Holtsville  NY	NY	NY	USA	5	Solar Monitoring	H04Q			Y04S	G06Q	Y02E	NY
pat0792	num-13/395 438	yr2012	Solar Inverter	Stuttgart	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E		H02M	Y02E	H02J	germany
pat0476	num-12/590 222	yr2010	Solar Mounting/Rack	Morgan Hill  CA	CA	CA	USA	8	Solar Inverter	Y02E	F24J	H01L	H01L	Y02E	Y02B	Bay_Area
pat0785	num-13/362 214	yr2012	Solar Monitoring	Austin  TX	TX	TX	USA	11	Solar Inverter	H02M	H02J		Y02E	H02J	G05F	TX
pat0479	num-12/596 654	yr2010	Solar Mounting/Rack	Saint Denis	N/A	N/A	France	14	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	europe
pat0820	num-13/455 731	yr2012	Solar Inverter	Seoul	N/A	N/A	South Korea	8	Solar Inverter	H01L			H01L	Y02E	Y02B	asia
pat0817	num-13/447 598	yr2012	Solar Inverter	Dresden	N/A	N/A	Germany	0	Solar Inverter				H02M	Y02E	H02J	germany
pat0240	num-8188414	yr2012	Solar Mounting/Rack	Shelton  CT	CT	CT	USA	2	Solar Mounting/Rack	F24J	Y02E	Y02B	F24J	Y02E	H01L	CT
pat0633	num-13/016 901	yr2012	Solar Monitoring	Linden  CA	CA	CA	USA	3	Solar Monitoring	G05B			H02J	Y02E	Y02B	Other_CA
pat0697	num-13/143 586	yr2011	Solar Mounting/Rack	Mainz	N/A	N/A	Germany	12	Solar Mounting/Rack	H02J	Y02E		Y02E	H01L	F24J	germany
pat0186	num-8036005	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter	Y02E	H01H	H02J	Y02E	H02J	H01L	germany
pat0032	num-7394237	yr2008	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	11	Solar Inverter	H02M	Y02B	G05F	Y02E	H02J	G05F	asia
pat0787	num-13/366 522	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter	Y02E	H02M	H02J	Y02E	H02J	H01L	germany
pat0245	num-8194375	yr2012	Solar Inverter	Niskayuna  NY	NY	NY	USA	8	Solar Inverter	Y02E	H01L	H02M	H01L	Y02E	Y02B	NY
pat0569	num-12/873 174	yr2011	Solar Mounting/Rack	Providence  RI	RI	RI	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	F24J	Y02E	H01L	RI
pat0726	num-13/211 984	yr2012	Solar Inverter	Fremont  CA	CA	CA	USA	8	Solar Inverter	H02J	Y02E		H01L	Y02E	Y02B	Bay_Area
pat0608	num-12/955 894	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter	H02M			H02J	Y02E	H02M	TX
pat0244	num-8193788	yr2012	Solar Monitoring	Austin  TX	TX	TX	USA	6	Solar Inverter	H02M	Y02E	Y02B	H02J	Y02E	H02M	TX
pat0791	num-13/395 404	yr2012	Solar Mounting/Rack	Jiangsu	N/A	N/A	China	13	Solar Mounting/Rack	F24J	Y02B	F24J	H01L	Y02E	F24J	asia
pat0759	num-13/297 397	yr2012	Solar Mounting/Rack	West Hartford  CT	CT	CT	USA	14	Solar Mounting/Rack	F24J	E04H	Y02B	F24J	Y02E	H01L	CT
pat0247	num-8196360	yr2012	Solar Mounting/Rack	British Columbia	N/A	N/A	Canada	14	Solar Mounting/Rack	F24J	Y02E	E04D	F24J	Y02E	H01L	canada
pat0395	num-12/210 275	yr2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter	Y02E	H02J		H02J	Y02E	H02M	NY
pat0383	num-12/131 556	yr2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	12	Solar Mounting/Rack	H01L	F24J	Y02E	Y02E	H01L	F24J	NM
