PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	ourCPCnum1	ourCPCnum2	ourCPCnum3	GeoCode	origCPC1	origCPC2	origCPC3
pat0803	num-13/423660	yr2012	Solar Mounting/Rack	Valley Forge  PA	PA	PA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	PA	H02M	H02J	
pat0783	num-13/361 289	yr2012	Solar Monitoring	Freising	N/A	N/A	Germany	11	Solar Inverter	Y02E	H02J	G05F	germany	Y02E	H02M	
pat0624	num-12/993 003	yr2011	Solar Mounting/Rack	Nunawading	N/A	N/A	Australia	14	Solar Mounting/Rack	F24J	Y02E	H01L	oceana	Y02E	G05F	
pat0340	num-11/560 186	yr2008	Solar Inverter	Redding  CT	CT	CT	USA	6	Solar Inverter	H02J	Y02E	H02M	CT	G06Q	Y04S	Y02E
pat0514	num-12/730 012	yr2010	Solar Monitoring	San Diego  CA	CA	CA	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	SOCAL	H02M	H02J	
pat0105	num-7817419	yr2010	Solar Inverter	Wagen	N/A	N/A	Germany	13	Solar Mounting/Rack	H01L	Y02E	F24J	germany	Y02E	H02J	
pat0234	num-8174856	yr2012	Solar Monitoring	Austin  TX	TX	TX	USA	6	Solar Inverter	H02J	Y02E	H02M	TX	H01L	Y02E	H02J
pat0620	num-12/974 469	yr2012	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E	H02M	NY	F16M		
pat0345	num-11/664 741	yr2009	Solar Inverter	Hamburg	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	Y02E	Y02B	Y02E
pat0513	num-12/729 304	yr2011	Solar Inverter	Cleveland  OH	OH	OH	USA	6	Solar Inverter	H02J	Y02E	H02M	OH	G05F		
pat0048	num-7498953	yr2009	Solar Monitoring	Ocala  FL	FL	FL	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	FL	F24J	Y02E	H01L
pat0184	num-8035257	yr2011	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	Other_CA	H02J	Y02E	
pat0813	num-13/437 357	yr2012	Solar Inverter	Seoul	N/A	N/A	South Korea	6	Solar Inverter	H02J	Y02E	H02M	asia	H02J		
pat0200	num-8093757	yr2012	Solar Inverter	Los Gatos  CA	CA	CA	USA	0	Solar Inverter	H02M	Y02E	H02J	Bay_Area	Y02E	Y02B	H02M
pat0025	num-7324361	yr2008	Solar Inverter	Torrance  CA	CA	CA	USA	0	Solar Inverter	H02M	Y02E	H02J	SOCAL	H02M	H02J	
pat0489	num-12/619 322	yr2010	Solar Monitoring	Albuquerque  NM	NM	NM	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	NM	H02J	Y02E	H01M
pat0322	num-10/835 737	yr2005	Solar Mounting/Rack	Pleasanton  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	H02M	H02J	
pat0377	num-12/102 557	yr2009	Solar Mounting/Rack	Troutman  NC	NC	NC	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	NC	H02M	G05F	
pat0650	num-13/047 005	yr2012	Solar Inverter	San Jose  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	H02M	Y02E	Y02B
pat0329	num-11/243 522	yr2007	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	Bay_Area	G01W		
pat0258	num-8212409	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	10	Solar Inverter	H02J	Y02E	H02M	germany	H02J		
pat0388	num-12/158 419	yr2008	Solar Mounting/Rack	Muchamiel	N/A	N/A	Spain	13	Solar Mounting/Rack	H01L	Y02E	F24J	europe	Y02E	H01L	
pat0738	num-13/237 980	yr2012	Solar Inverter	New Taipei City	N/A	N/A	Taiwan	0	Solar Inverter	H02M	Y02E	H02J	asia	H02M	Y02E	Y02B
pat0176	num-8018748	yr2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	7	Solar Inverter	Y02E	H02J	H01L	NY	H02M	Y02E	Y02B
pat0728	num-13/214 308	yr2012	Solar Mounting/Rack	FUKUOKA	N/A	N/A	Japan	2	Solar Mounting/Rack	F24J	Y02E	H01L	jp	H02H	Y02E	G06Q
pat0522	num-12/757 686	yr2010	Solar Mounting/Rack	Bensheim	N/A	N/A	Germany	7	Solar Inverter	Y02E	H02J	H01L	germany	H01R	Y02E	H01L
pat0023	num-7307209	yr2007	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	OH	H02J	G05F	
pat0101	num-7812247	yr2010	Solar Mounting/Rack	Littleton  CO	CO	CO	USA	7	Solar Inverter	Y02E	H02J	H01L	CO	H02J		
pat0016	num-7227278	yr2007	Solar Inverter	Hauppauge  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E	H02M	NY	Y02E	H01H	H02J
pat0646	num-13/043 286	yr2011	Solar Monitoring	Richmond  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02E	Y02B	Bay_Area	H02J		
pat0218	num-8136783	yr2012	Solar Mounting/Rack	Mainz	N/A	N/A	Germany	2	Solar Mounting/Rack	F24J	Y02E	H01L	germany	Y02E	H02J	
pat0052	num-7519503	yr2009	Solar Monitoring	Bergen	N/A	N/A	Norway	5	Solar Monitoring	Y04S	G06Q	Y02E	europe	H02M	H02J	
pat0121	num-7847436	yr2010	Solar Monitoring	Milpitas  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	Bay_Area	H02M	Y02E	G05F
pat0784	num-13/361313	yr2012	Solar Inverter	Boston  MA	MA	MA	USA	7	Solar Inverter	Y02E	H02J	H01L	MA	F24J	F16B	Y02E
pat0008	num-6966184	yr2005	Solar Inverter	Tokyo	N/A	N/A	Japan	13	Solar Mounting/Rack	H01L	Y02E	F24J	jp	F24J	Y02E	Y02B
pat0795	num-13/401 602	yr2012	Solar Monitoring	Bergen	N/A	N/A	Norway	5	Solar Monitoring	Y04S	G06Q	Y02E	europe	Y02E	H01L	Y02B
pat0268	num-8228022	yr2012	Solar Monitoring	Tu-Cheng	N/A	N/A	Taiwan	3	Solar Monitoring	H02J	Y02E	Y02B	asia	H02J		
pat0316	num-8338987	yr2012	Solar Monitoring	Niskayuna  NY	NY	NY	USA	6	Solar Inverter	H02J	Y02E	H02M	NY	Y02T	H01M	Y02T
pat0168	num-7987641	yr2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Bay_Area	Y02E	H02M	H02J
pat0537	num-12/793 510	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Bay_Area	H01R	H01L	
pat0275	num-8243446	yr2012	Solar Inverter	Perrysburg  OH	OH	OH	USA	6	Solar Inverter	H02J	Y02E	H02M	OH	H02M	Y02E	H02J
pat0482	num-12/601 240	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	Y02E	Y02B	H02M
pat0612	num-12/959 139	yr2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NJ	Y02E	G05F	H02M
pat0230	num-8165813	yr2012	Site Assessment	Napa  CA	CA	CA	USA	1	Site Assessment	G01W	G06Q	G01R	Other_CA	H02M	Y02E	Y02B
pat0397	num-12/229 622	yr2009	Solar Monitoring	Petaluma  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Other_CA	Y02E	H01L	
pat0531	num-12/784 392	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	Bay_Area	F24J	F16B	F24J
pat0472	num-12/575 293	yr2010	Solar Monitoring	Portland  OR	OR	OR	USA	7	Solar Inverter	Y02E	H02J	H01L	OR	Y02E	H01L	
pat0655	num-13/061 266	yr2011	Solar Mounting/Rack	Michigan Center  MI	MI	MI	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	MI	Y04S	H02J	Y04S
pat0410	num-12/322 390	yr2010	Solar Inverter	Huntington Beach  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	SOCAL	H01L	H02J	H01L
pat0006	num-6956500	yr2005	Solar Monitoring	Ormond Beach  FL	FL	FL	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	FL	G05F		
pat0630	num-13/011 185	yr2011	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	OH	H02J	Y02B	
pat0822	num-13/462 359	yr2012	Solar Mounting/Rack	Hod Hasharon	N/A	N/A	Israel	9	Solar Mounting/Rack	H01L	Y02E	H01R	middle_east	F24J	Y02E	H01L
pat0828	num-13/472 971	yr2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	NY	H01R	H01L	H01R
pat0306	num-8314375	yr2012	Solar Monitoring	Los Gatos  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	H02J	Y02E	
pat0475	num-12/587 111	yr2010	Solar Mounting/Rack	Tucson  AZ	AZ	AZ	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	AZ	F24J	Y02E	H01L
pat0780	num-13/348 214	yr2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	6	Solar Inverter	H02J	Y02E	H02M	middle_east	F24J	Y02E	H01L
pat0714	num-13/184 281	yr2012	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	PA	H02M		
pat0804	num-13/424 483	yr2012	Solar Inverter	Osaka	N/A	N/A	Japan	7	Solar Inverter	Y02E	H02J	H01L	jp	H02H		
pat0185	num-8035369	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	F24J	Y02B	
pat0483	num-12/601 493	yr2010	Solar Inverter	Changwon	N/A	N/A	Taiwan	0	Solar Inverter	H02M	Y02E	H02J	asia	F24J	Y02E	H01L
pat0653	num-13/053 784	yr2012	Solar Monitoring	San Jose  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	Y02E	H01L	
pat0426	num-12/384 501	yr2010	Solar Monitoring	Minneapolis  MN	MN	MN	USA	3	Solar Monitoring	H02J	Y02E	Y02B	MN	H02J	Y02E	
pat0810	num-13/427 347	yr2012	Solar Mounting/Rack	Sydney	N/A	N/A	Australia	13	Solar Mounting/Rack	H01L	Y02E	F24J	oceana	Y02B	H02M	Y02B
pat0732	num-13/227 652	yr2012	Solar Mounting/Rack	Freemont  CA	CA	CA	Canada	5	Solar Monitoring	Y04S	G06Q	Y02E	other	H02M	H02J	
pat0561	num-12/856 844	yr2011	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	CO	G06Q	Y04S	
pat0508	num-12/719 662	yr2010	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter	Y02E	H02J	H01L	germany	Y02E	Y02B	Y02E
pat0197	num-8083540	yr2011	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	PA	G01R	G08B	
pat0229	num-8165811	yr2012	Site Assessment	Napa  CA	CA	CA	USA	1	Site Assessment	G01W	G06Q	G01R	Other_CA	F24J	Y02E	Y02B
pat0757	num-13/285 942	yr2012	Solar Mounting/Rack	Golden  CO	CO	CO	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	CO	F24J	H01L	Y02E
pat0161	num-7962249	yr2011	Solar Monitoring	Santa Clara  CA	CA	CA	USA	3	Solar Monitoring	H02J	Y02E	Y02B	Bay_Area	Y02E	G05F	H02M
pat0177	num-8019117	yr2011	Site Assessment	Tokyo	N/A	N/A	Japan	1	Site Assessment	G01W	G06Q	G01R	jp	G01W		
pat0013	num-7158395	yr2007	Solar Inverter	Dearborn  MI	MI	MI	USA	11	Solar Inverter	Y02E	H02J	G05F	MI	G01R	H02S	G06Q
pat0796	num-13/402 769	yr2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	Bay_Area	G01R		
pat0224	num-8148832	yr2012	Solar Monitoring	Waterford  MI	MI	MI	USA	3	Solar Monitoring	H02J	Y02E	Y02B	MI	H02M		
pat0611	num-12/959 100	yr2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NJ	H01L	Y02B	Y02E
pat0496	num-12/658 510	yr2011	Solar Mounting/Rack	Sarasota  FL	FL	FL	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	FL	H02M	Y02E	Y02B
pat0043	num-7471073	yr2008	Solar Inverter	Niestetal	N/A	N/A	Germany	11	Solar Inverter	Y02E	H02J	G05F	germany	H02J		
pat0649	num-13/045 793	yr2012	Solar Inverter	New Taipei City	N/A	N/A	Taiwan	9	Solar Mounting/Rack	H01L	Y02E	H01R	asia	F24J	F16B	H01L
pat0480	num-12/597 005	yr2010	Solar Mounting/Rack	Schwedt	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany	H01R	Y02E	H01L
pat0364	num-11/944 816	yr2008	Solar Inverter	Puslinch  CA	CA	CA	Canada	7	Solar Inverter	Y02E	H02J	H01L	other	Y02E	F24J	
pat0446	num-12/483 022	yr2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	Bay_Area	Y02E	H01L	H02M
pat0078	num-7732949	yr2010	Solar Monitoring	Armonk  NY	NY	NY	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	NY	F24J	Y02E	Y02B
pat0725	num-13/209 730	yr2012	Solar Mounting/Rack	Mountain View  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	Y02E	G05F	
pat0398	num-12/229 893	yr2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	7	Solar Inverter	Y02E	H02J	H01L	NY	F24J	Y02E	H01L
pat0373	num-12/075 588	yr2009	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter	H02M	Y02E	H02J	NY	H01R	Y02E	H01L
pat0254	num-8207630	yr2012	Solar Inverter	North Andover MA	MA	MA	USA	7	Solar Inverter	Y02E	H02J	H01L	MA	H02M	Y02E	Y02B
pat0748	num-13/267 606	yr2012	Solar Mounting/Rack	San Luis Obispo  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	Other_CA	Y02E	H01L	H02M
pat0170	num-8004113	yr2011	Solar Monitoring	Cupertino  CA	CA	CA	USA	6	Solar Inverter	H02J	Y02E	H02M	Bay_Area	H03K	Y02E	H02M
pat0271	num-8234824	yr2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	F24J	Y02E	E04D
pat0453	num-12/505877	yr2011	Solar Inverter	Schenectady  NY	NY	NY	USA	11	Solar Inverter	Y02E	H02J	G05F	NY	H01L	Y02B	H01L
pat0779	num-13/347 383	yr2012	Solar Mounting/Rack	Milpitas  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	Bay_Area	Y02E	G06Q	H02J
pat0350	num-11/777 391	yr2009	Solar Monitoring	Menlo Park  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02E	Y02B	Bay_Area	Y02B	H01L	
pat0525	num-12/768 637	yr2010	Solar Mounting/Rack	Wuxi	N/A	N/A	China	9	Solar Mounting/Rack	H01L	Y02E	H01R	asia	Y02E	H01L	Y04S
pat0109	num-7823583	yr2010	Solar Mounting/Rack	Pasadena  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	SOCAL	G01R	Y02E	H01L
pat0084	num-7750502	yr2010	Solar Monitoring	Stafford  TX	TX	TX	USA	3	Solar Monitoring	H02J	Y02E	Y02B	TX	H01L	Y02B	H01L
pat0180	num-8023288	yr2011	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	Y02E	H02M	H02J
pat0582	num-12/902 730	yr2012	Solar Inverter	Livermore  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	Y02E	H01L	H02J
pat0138	num-7893346	yr2011	Solar Inverter	Glen Mills  PA	PA	PA	USA	7	Solar Inverter	Y02E	H02J	H01L	PA	F24J	Y02E	H01L
pat0237	num-8177566	yr2012	Solar Mounting/Rack	Detmold	N/A	N/A	Germany	9	Solar Mounting/Rack	H01L	Y02E	H01R	germany	H02M	H02J	H02M
pat0746	num-13/254 666	yr2011	Solar Monitoring	Fort Collins  CO	CO	CO	USA	11	Solar Inverter	Y02E	H02J	G05F	CO	H02M	H02J	Y02E
pat0358	num-11/855 390	yr2009	Solar Inverter	San Jose  CA	CA	CA	USA	3	Solar Monitoring	H02J	Y02E	Y02B	Bay_Area	H01H		
pat0103	num-7813153	yr2010	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	H02M	Y02E	
pat0745	num-13/253 960	yr2012	Solar Mounting/Rack	Buffalo  NY	NY	NY	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NY	H02M	Y02B	
pat0269	num-8228697	yr2012	Solar Inverter	Schenectady  NY	NY	NY	USA	11	Solar Inverter	Y02E	H02J	G05F	NY	Y02E	H02J	
pat0204	num-8102074	yr2012	Solar Inverter	Los Gatos  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	F24J	Y02E	H01L
pat0668	num-13/084 553	yr2012	Solar Monitoring	Dallas  TX	TX	TX	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	TX	Y02E	H02J	
pat0747	num-13/256 134	yr2012	Site Assessment	Leganes	N/A	N/A	Spain	5	Solar Monitoring	Y04S	G06Q	Y02E	europe	F24J	Y02E	H01L
pat0071	num-7678991	yr2010	Solar Mounting/Rack	Dallas  TX	TX	TX	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	TX	H02J	Y02B	
pat0347	num-11/711 522	yr2007	Solar Mounting/Rack	London	N/A	N/A	Great Britain	13	Solar Mounting/Rack	H01L	Y02E	F24J	europe	Y02E	H01L	H02J
pat0437	num-12/430 793	yr2010	Solar Mounting/Rack	Dana Point  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	SOCAL	H02J		
pat0267	num-8227942	yr2012	Solar Inverter	Austin  TX	TX	TX	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	TX	H02J		
pat0228	num-8159178	yr2012	Solar Inverter	Palatine  IL	IL	IL	USA	11	Solar Inverter	Y02E	H02J	G05F	IL	H02J		
pat0794	num-13/399 970	yr2012	Solar Mounting/Rack	Flagstaff  AZ	AZ	AZ	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	AZ	F24J	Y02E	H01L
pat0617	num-12/968 612	yr2011	Solar Mounting/Rack	Fountain Valley  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	SOCAL	Y02E	Y02B	H02M
pat0609	num-12/957 501	yr2011	Solar Inverter	Devens  MA	MA	MA	USA	11	Solar Inverter	Y02E	H02J	G05F	MA	H04Q		
pat0065	num-7632109	yr2009	Solar Mounting/Rack	Detmold	N/A	N/A	Germany	2	Solar Mounting/Rack	F24J	Y02E	H01L	germany	H05K		
pat0392	num-12/189 189	yr2009	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	8	Solar Inverter	H01L	Y02E	Y02B	CO	H01L	Y02E	H02J
pat0260	num-8213199	yr2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	6	Solar Inverter	H02J	Y02E	H02M	PA	Y02E	H01L	
pat0082	num-7745722	yr2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	IL	G01R	H02S	
pat0241	num-8189352	yr2012	Solar Inverter	Fisciano	N/A	N/A	Italy	11	Solar Inverter	Y02E	H02J	G05F	europe	Y02B	F02D	
pat0010	num-7126294	yr2006	Solar Inverter	Tokyo	N/A	N/A	Japan	11	Solar Inverter	Y02E	H02J	G05F	jp	Y02E	H02J	
pat0720	num-13/198 611	yr2012	Site Assessment	Salt Lake City  UT	UT	UT	USA	1	Site Assessment	G01W	G06Q	G01R	UT			
pat0178	num-8022571	yr2011	Solar Inverter	Cupertino  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area	G01W		
pat0050	num-7502241	yr2009	Solar Inverter	Bend  OR	OR	OR	USA	11	Solar Inverter	Y02E	H02J	G05F	OR	G01R	H02S	G06Q
pat0378	num-12/108 824	yr2009	Solar Mounting/Rack	Los Angeles  CA	CA	CA	USA	2	Solar Mounting/Rack	F24J	Y02E	H01L	SOCAL	Y02E	H02J	
pat0434	num-12/411 294	yr2009	Solar Inverter	Washington  DC	DC	DC	USA	6	Solar Inverter	H02J	Y02E	H02M	DC			
pat0805	num-13/426 274	yr2012	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	OH	Y02E	H02J	
pat0080	num-7738228	yr2010	Solar Inverter	Bend  OR	OR	OR	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	OR	Y02E	H02J	
pat0304	num-8310094	yr2012	Solar Inverter	Osaka-shi	N/A	N/A	Japan	3	Solar Monitoring	H02J	Y02E	Y02B	jp	Y02E	H02J	
pat0703	num-13/159 396	yr2012	Solar Inverter	Livermore  CA	CA	CA	USA	11	Solar Inverter	Y02E	H02J	G05F	Bay_Area			
pat0122	num-7849849	yr2010	Solar Mounting/Rack	Rangsdorf	N/A	N/A	Germany	2	Solar Mounting/Rack	F24J	Y02E	H01L	germany	F24J	Y02B	F24J
pat0739	num-13/242 281	yr2012	Solar Inverter	Sharon	N/A	N/A	Canada	6	Solar Inverter	H02J	Y02E	H02M	canada	Y02E	H02J	
pat0171	num-8004116	yr2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	3	Solar Monitoring	H02J	Y02E	Y02B	CO	F24J	Y02E	F24J
pat0394	num-12/203 093	yr2009	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	8	Solar Inverter	H01L	Y02E	Y02B	Bay_Area	F24J	Y02E	H01L
pat0806	num-13/427 139	yr2012	Solar Inverter	Seoul	N/A	N/A	South Korea	8	Solar Inverter	H01L	Y02E	Y02B	asia	Y02B	Y02E	H01L
pat0028	num-7338311	yr2008	Solar Inverter	Niestetal	N/A	N/A	Germany	9	Solar Mounting/Rack	H01L	Y02E	H01R	germany	Y02E	F24J	H01L
pat0425	num-12/379 196	yr2010	Solar Inverter	Santa Clara  CA	CA	CA	USA	0	Solar Inverter	H02M	Y02E	H02J	Bay_Area	H01L	Y02E	Y02B
pat0669	num-13/084 922	yr2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NC	H01L	Y02E	F24J
pat0162	num-7964837	yr2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	8	Solar Inverter	H01L	Y02E	Y02B	CO	F24J	Y02E	H01L
pat0135	num-7888584	yr2011	Solar Mounting/Rack	Aloha  OR	OR	OR	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	OR	H01L	Y02E	
pat0117	num-7843714	yr2010	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	Y02B	H02M	H02J
pat0541	num-12/802 094	yr2011	Solar Mounting/Rack	Hamilton	N/A	N/A	New Zealand	14	Solar Mounting/Rack	F24J	Y02E	H01L	oceana	G06Q	Y02B	
pat0163	num-7969757	yr2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter	H02M	Y02E	H02J	Bay_Area	F24J	Y02E	Y02B
pat0097	num-7806377	yr2010	Solar Mounting/Rack	Hopewell  NJ	NJ	NJ	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	NJ	F24J	Y02E	Y02B
pat0381	num-12/121 580	yr2008	Solar Inverter	Colorado Springs  CO	CO	CO	USA	0	Solar Inverter	H02M	Y02E	H02J	CO	H02M		
pat0735	num-13/228 596	yr2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter	H02M	Y02E	H02J	germany	Y02E	H02M	H02J
pat0371	num-12/069 094	yr2008	Solar Mounting/Rack	Bloomfield  CA	CA	CA	USA	13	Solar Mounting/Rack	H01L	Y02E	F24J	Bay_Area	B23K	H01L	B23K
pat0718	num-13/197 101	yr2012	Solar Mounting/Rack	New District Wuxi	N/A	N/A	China	8	Solar Inverter	H01L	Y02E	Y02B	asia	F16M	Y02E	F24J
pat0708	num-13/168 790	yr2012	Solar Inverter	Nurnberg	N/A	N/A	Germany	9	Solar Mounting/Rack	H01L	Y02E	H01R	germany	H01L	Y02E	Y02B
pat0057	num-7576282	yr2009	Solar Mounting/Rack	Sharon Center  OH	OH	OH	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	OH	H01L	Y02E	F24J
pat0519	num-12/742 554	yr2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	Bay_Area	H02J	Y02E	H01L
pat0670	num-13/089 551	yr2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	14	Solar Mounting/Rack	F24J	Y02E	H01L	germany	H02M	Y02E	
pat0120	num-7847181	yr2010	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	4	Solar Mounting/Rack	Y02B	H01L	Y02E	Bay_Area	Y02E	H02M	H02J
pat0576	num-12/895 340	yr2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	F24J	Y02E	H01L	Bay_Area	Y02E	H01L	
pat0150	num-7925552	yr2011	Solar Monitoring	Foster City  CA	CA	CA	USA	5	Solar Monitoring	Y04S	G06Q	Y02E	Bay_Area	H02M	Y02E	
pat0736	num-13/232 544	yr2012	Solar Inverter	Zurich	N/A	N/A	Switzerland	11	Solar Inverter	Y02E	H02J	G05F	europe	G06Q	Y04S	
pat0790	num-13/392 289	yr2012	Solar Mounting/Rack	Courbevoie	N/A	N/A	France	14	Solar Mounting/Rack	F24J	Y02E	H01L	europe	Y02E	Y02B	Y02E
pat0136	num-7888587	yr2011	Solar Mounting/Rack	Richmond  CA	WA	WA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J	WA	H01M	Y02E	
pat0777	num-13/346 532	yr2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	10	Solar Inverter	H02J	Y02E	H02M	CO	F24J	H01L	F24J
pat0445	num-12/473 397	yr2010	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter	H02M	Y02E	H02J	NY	H01L	Y02B	H01L
pat0551	num-12/844 878	yr2011	Solar Monitoring	Alexandria  VA	VA	VA	USA	11	Solar Inverter	Y02E	H02J	G05F	VA	Y02B	H01L	Y02E
pat0223	num-8145578	yr2012	Site Assessment	Redmond  WA	WA	WA	USA	1	Site Assessment	G01W	G06Q	G01R	WA	H01L	Y02B	H01L
pat0179	num-8023266	yr2011	Solar Inverter	Westford  MA	MA	MA	USA	9	Solar Mounting/Rack	H01L	Y02E	H01R	MA	Y02E	H01M	Y02E
