PatId	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	ourCPCnum1	ourCPCnum2	ourCPCnum3
pat0338	2011	Solar Inverter	Zurich			Switzerland	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0434	2011	Solar Inverter	Austin  TX	TX	TX	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0421	2009	Solar Inverter	Niestetal			Germany	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0560	2010	Solar Monitoring	San Diego  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0164	2011	Solar Mounting/Rack	Santa Rose  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0668	2011	Solar Mounting/Rack	Dongguan			China	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0729	2011	Solar Mounting/Rack	Menlo Park  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0689	2009	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0642	2011	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0185	2011	Solar Inverter	Niestetal			Germany	13	Solar Inverter	Y02E	H02J	G01R
pat0307	2012	Solar Inverter  Solar Monitoring	Osaka-shi			Japan	11	Solar Inverter	H02J	Y02E	Y02B
pat0581	2010	Solar Monitoring  Solar Inverter	Beit Aharon  IL			Israel	2	Solar Inverter	Y02E	H01L	H02J
pat0594	2007	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0253	2012	Solar Mounting/Rack	Boston  MA	MA	MA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0298	2012	Solar Monitoring	Troy  OH	OH	OH	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0716	2010	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0657	2010	Solar Mounting/Rack	Upper Montclair  NJ	NJ	NJ	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0190	2011	Solar Inverter	Santa Clara  CA	CA	CA	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0402	2012	Solar Inverter	Seoul			South Korea	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0588	2011	Solar Mounting/Rack	Aholmnig			Germany	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0543	2010	Solar Monitoring	Armonk  NY	NY	NY	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0680	2010	Solar Mounting/Rack	Stamford  CT	CT	CT	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0147	2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0013	2007	Solar Inverter	Dearborn  MI	MI	MI	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0695	2010	Solar Mounting/Rack	Singapore			Singapore	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0152	2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0199	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0556	2011	Solar Monitoring	Osaka	N/A	N/A	Japan	6	Solar Monitoring	H04Q	Y04S	G01R
pat0417	2007	Solar Inverter	Osaka			Japan	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0270	2012	Solar Inverter  Solar Mounting/Rack	Austin  TX	TX	TX	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0331	2010	Site Assessment	New York  NY	NY	NY	USA	4	Solar Inverter	H02M	F05B	H02J
pat0735	2008	Solar Mounting/Rack	Detmold	Germany	Germany	Germany	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0178	2011	Solar Monitoring	Cupertino  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0674	2008	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0661	2010	Solar Mounting/Rack	Boulder  CA	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0720	2005	Solar Mounting/Rack	Palo Alto  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0324	2007	Solar Monitoring	San Mateo  CA	CA	CA	USA	1	Site Assessment	G01W	G06Q	F24J
pat0428	2012	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0569	2008	Solar Monitoring	London	N/A	N/A	United Kingdom	6	Solar Monitoring	H04Q	Y04S	G01R
pat0082	2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0604	2009	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0341	2010	Solar Inverter	Dresden			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0354	2009	Solar Inverter	Maple Glen  PA	PA	PA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0458	2006	Solar Inverter	Schenectady  NY	NY	NY	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0493	2007	Solar Inverter  Solar Monitoring	Cupertino  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0215	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0519	2012	Solar Monitoring	Gallatin  TN	TN	TN	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0611	2006	Solar Mounting/Rack	Muchamiel			Spain	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0097	2010	Solar Mounting/Rack	Hopewell  NJ	NJ	NJ	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0076	2010	Solar Monitoring	Cold Spring  NY	NY	NY	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0472	2010	Solar Inverter	Niestetal			Germany	4	Solar Inverter	H02M	F05B	H02J
pat0533	2008	Solar Monitoring	Petaluma  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0526	2010	Solar Monitoring	Warrenville  IL	IL	IL	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0467	2011	Solar Inverter	Bend  OR	OR	OR	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0377	2010	Solar Inverter	Pettenbach			Austria	13	Solar Inverter	Y02E	H02J	G01R
pat0236	2012	Solar Mounting/Rack	Marango  OH	OH	OH	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0632	2009	Solar Mounting/Rack	Essex  GB	Great Britain	Great Britain	Great Britain	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0627	2010	Solar Mounting/Rack	Brick  NJ	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0223	2012	Site Assessment	Redmond  WA	WA	WA	USA	1	Site Assessment	G01W	G06Q	F24J
pat0362	2010	Solar Inverter	Newtown  Powys			Great Britain	3	Solar Inverter	H02M	H02J	Y02E
pat0505	2007	Solar Monitoring	Raanana  IL	IL	IL	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0383	2010	Solar Inverter	Schenectady  NY	NY	NY	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0348	2009	Solar Inverter	Devens  MA	MA	MA	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0444	2009	Solar Inverter	Mountain View  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0101	2010	Solar Mounting/Rack	Littleton  CO	CO	CO	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0114	2010	Solar Monitoring	Waterford  MI	MI	MI	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0055	2009	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0396	2008	Solar Inverter	Colorado Springs  CO	CO	CO	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0451	2010	Solar Inverter	Livermore  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0510	2008	Solar Monitoring	Hollsboro  OR	OR	OR	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0537	2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0476	2010	Solar Inverter	Devens  MA	MA	MA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0133	2011	Solar Inverter  Solar Monitoring	Los Gatos  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0463	2007	Solar Inverter	Sarriguren			Spain	2	Solar Inverter	Y02E	H01L	H02J
pat0522	2010	Solar Monitoring	San Jose  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0345	2011	Solar Inverter	Redmond  OR	OR	OR	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0482	2007	Solar Inverter  Solar Monitoring	Menlo Park  CA	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0449	2011	Solar Inverter	Castro Valley  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0508	2008	Solar Monitoring	Santa Clara  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0600	2010	Solar Mounting/Rack	Saline  MI	MI	MI	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0086	2010	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0058	2009	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0093	2010	Solar Monitoring	El Segundo	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0119	2010	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0350	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0497	2011	Solar Inverter  Solar Mounting/Rack	Fremont  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0105	2010	Solar Inverter	Wagen			Germany	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0609	2007	Solar Mounting/Rack	London			Great Britain	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0044	2009	Solar Mounting/Rack	Hoffman Estates  IL	IL	IL	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0387	2011	Solar Inverter	Fremont  CA	CA	CA	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0440	2012	Solar Inverter	Hod Hasharon			Israel	5	Solar Inverter	Y02E	H02J	H02M
pat0501	2007	Solar Monitoring	Den Haag  NL			NL	1	Site Assessment	G01W	G06Q	F24J
pat0218	2012	Solar Mounting/Rack	Mainz			Germany	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0514	2009	Solar Monitoring	Haslach	N/A	N/A	Germany	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0359	2011	Solar Inverter	Kwun Tong			China	2	Solar Inverter	Y02E	H01L	H02J
pat0392	2011	Solar Inverter	Milpitas  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0455	2006	Solar Inverter	Bend  OR	OR	OR	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0051	2009	Site Assessment	Linden  TN	TN	TN	USA	1	Site Assessment	G01W	G06Q	F24J
pat0110	2010	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0636	2011	Solar Mounting/Rack	Pomona  CA	CA	CA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0232	2012	Solar Inverter  Solar Monitoring	Wagen			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0373	2012	Solar Inverter	Petaluma  CA	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0366	2010	Solar Inverter	Hong Kong			China	11	Solar Inverter	H02J	Y02E	Y02B
pat0623	2010	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0585	2012	Solar Monitoring  Solar Inverter	Osaka			Japan	11	Solar Inverter	H02J	Y02E	Y02B
pat0707	2012	Solar Mounting/Rack	Rochester  MI	MI	MI	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0646	2011	Solar Mounting/Rack	Mascoutah  IL	IL	IL	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0181	2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0653	2012	Solar Mounting/Rack					9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0698	2011	Solar Mounting/Rack	Schaan			Liechtenstein	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0194	2011	Solar Inverter	Peoria  IL	IL	IL	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0712	2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0590	2009	Solar Mounting/Rack	Michigan Center  MI	MI	MI	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0257	2012	Solar Inverter	North Andover MA	MA	MA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0430	2012	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0571	2011	Solar Monitoring	Maple Glen  PA	PA	PA	USA	1	Site Assessment	G01W	G06Q	F24J
pat0175	2011	Solar Monitoring	Novato  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0679	2009	Solar Mounting/Rack	Robbinsville  NJ	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0034	2008	Solar Mounting/Rack	Saratoga  CA	USA	USA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0738	2008	Solar Mounting/Rack	Tomago			Australia	11	Solar Inverter	H02J	Y02E	Y02B
pat0564	2009	Solar Monitoring	Los Gatos  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0425	2011	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0670	2011	Solar Mounting/Rack	Hong Kong			China	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0731	2011	Solar Mounting/Rack	West Hartford  CT	CT	CT	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0335	2008	Site Assessment	Englewood  CO	CO	CO	USA	1	Site Assessment	G01W	G06Q	F24J
pat0439	2012	Solar Inverter	Hod Hasharon			Israel	11	Solar Inverter	H02J	Y02E	Y02B
pat0578	2009	Solar Monitoring  Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0261	2012	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0320	2012	Solar Inverter	Perrysburg  OH	OH	OH	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0028	2008	Solar Inverter	Niestetal			Germany	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0724	2009	Solar Mounting/Rack	San Jose  CA	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0169	2011	Solar Inverter  Solar Monitoring	Schenectady  NY	NY	NY	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0665	2011	Solar Mounting/Rack	Lafayette  CO	CO	CO	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0002	2005	Solar Mounting/Rack	Tucson  AZ	AZ	AZ	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0684	2009	Solar Mounting/Rack	Perrysburg  OH	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0188	2011	Solar Inverter	Niestetal			Germany	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0547	2009	Solar Monitoring	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0406	2010	Solar Inverter	Silver Spring  MD	MD	MD	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0413	2011	Solar Inverter	Kingston  CA			Canada	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0552	2012	Solar Monitoring	Obernburg	N/A	N/A	Germany	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0691	2011	Solar Mounting/Rack	Mountain View  CA	CA	CA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0017	2007	Solar Monitoring	Oberhaching			Germany	6	Solar Monitoring	H04Q	Y04S	G01R
pat0546	2011	Solar Monitoring	Santa Clara  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0407	2011	Solar Inverter	New Taipei City			Taiwan	3	Solar Inverter	H02M	H02J	Y02E
pat0003	2005	Solar Mounting/Rack	Tokyo			Japan	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0142	2011	Solar Inverter  Solar Monitoring	Herzelia			Israel	3	Solar Inverter	H02M	H02J	Y02E
pat0685	2011	Solar Mounting/Rack	Sylvania  OH; Pittstown  NJ	OH	OH	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0157	2011	Solar Inverter  Solar Monitoring	Arezzo			Italy	11	Solar Inverter	H02J	Y02E	Y02B
pat0690	2009	Solar Mounting/Rack	Tucson  AZ	AZ	AZ	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0016	2007	Solar Inverter	Hauppauge  NY	NY	NY	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0412	2010	Solar Inverter	Berkeley  CA	CA	CA	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0553	2009	Solar Monitoring	Snoqualmie  WA	WA	WA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0598	2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0438	2011	Solar Inverter	Austin  TX	TX	TX	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0334	2012	Site Assessment	Salt Lake City  UT	UT	UT	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0579	2010	Solar Monitoring  Solar inverter	Clifton Park  NY	NY	NY	USA	5	Solar Inverter	Y02E	H02J	H02M
pat0671	2011	Solar Mounting/Rack	Buffalo  NY	NY	NY	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0730	2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0725	2008	Solar Mounting/Rack	Sunnyvale  CA	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0029	2008	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0664	2009	Solar Mounting/Rack	Montebello  VA	VA	VA	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0168	2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0260	2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	4	Solar Inverter	H02M	F05B	H02J
pat0321	2012	System Monitoring	Agrate Brianza			Italy	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0678	2007	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0174	2011	Solar Inverter	Herzelia			Israel	2	Solar Inverter	Y02E	H01L	H02J
pat0035	2008	Solar Inverter	Niestetal			Germany	4	Solar Inverter	H02M	F05B	H02J
pat0431	2012	Solar Inverter	Austin  TX	TX	TX	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0570	2011	Solar Monitoring	Linden  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0565	2011	Solar Monitoring	Los Gatos  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0269	2012	Solar Inverter  Solar Monitoring	Blaine  WA	WA	WA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0424	2011	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0328	2006	Solar Monitoring	Novato  CA	CA	CA	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0706	2005	Solar Mounting/Rack				Japan	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0180	2011	Solar Inverter	Niestetal			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0647	2012	Solar Mounting/Rack	Rockaway  NJ	NJ	NJ	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0317	2012	Solar Inverter  Solar Monitoring	Madrid			Spain	2	Solar Inverter	Y02E	H01L	H02J
pat0256	2012	Solar Mounting/Rack	Rochester Hills  MI	MI	MI	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0591	2008	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0195	2011	Solar Inverter	Lisle  IL	IL	IL	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0652	2012	Solar Mounting/Rack				USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0699	2011	Solar Mounting/Rack	Golden  CO	CO	CO	USA	9	Solar Mounting/Rack	H01L	F24J	Y02E
pat0713	2010	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0233	2012	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0372	2011	Solar Inverter	Petaluma  CA	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0637	2011	Solar Mounting/Rack	Ballston Lake  NY	NY	NY	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0622	2010	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0367	2012	Solar Inverter	Altdorf			Germany	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0441	2012	Solar Inverter	Hod Hasharon			Israel	5	Solar Inverter	Y02E	H02J	H02M
pat0386	2011	Solar Inverter	Fremont  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0500	2012	Solar Monitoring	Boulder  CO	CO	CO	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0608	2009	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0104	2010	Solar Mounting/Rack	Los Angeles  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0045	2009	Solar Inverter	Taoyuan			Taiwan	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0050	2009	Solar Inverter	Bend  OR	OR	OR	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0515	2009	Solar Monitoring	La Canada  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0219	2012	Solar Inverter	Dresden			Germany	2	Solar Inverter	Y02E	H01L	H02J
pat0454	2003	Solar Inverter	Schenectady  NY	NY	NY	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0358	2012	Solar Inverter	Perrysburg  OH	OH	OH	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0393	2009	Solar Inverter	Huntington Beach  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0601	2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0087	2010	Solar Inverter	Bend  OR	OR	OR	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0483	2007	Solar Inverter  Solar Monitoring	San Jose  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0448	2009	Solar Inverter	Los Gatos  CA	CA	CA	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0344	2011	Solar Inverter	Brookings  SD	SD	SD	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0509	2008	Solar Monitoring	Marrickville  AU			AU	4	Solar Inverter	H02M	F05B	H02J
pat0210	2012	Solar Mounting/Rack	Toms River  NJ	NJ	NJ	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0496	2009	Solar Inverter  Solar Mounting/Rack	Munich			Germany	3	Solar Inverter	H02M	H02J	Y02E
pat0351	2011	Solar Inverter	Scottsdale  AZ	AZ	AZ	USA	3	Solar Inverter	H02M	H02J	Y02E
pat0092	2010	Solar Monitoring	San Jose  CA	CA	CA	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0614	2010	Solar Mounting/Rack	Sarasota  FL	FL	FL	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0118	2010	Solar Monitoring	Wilmington  DE	DE	DE	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0536	2008	Solar Monitoring	Schenectady  NY	NY	NY	USA	13	Solar Inverter	Y02E	H02J	G01R
pat0477	2011	Solar Inverter   Solar Mounting/Rack	Niestetal			Germany	2	Solar Inverter	Y02E	H01L	H02J
pat0462	2010	Solar Inverter	Cleveland  OH	OH	OH	USA	8	Solar Monitoring	Y02E	Y02B	Y02T
pat0523	2011	Solar Monitoring	Barntrup	N/A	N/A	Germany	4	Solar Inverter	H02M	F05B	H02J
pat0127	2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	10	Solar Mounting/Rack	H01L	Y02E	F24J
pat0353	2008	Solar Inverter	Taipei City  TW			Taiwan	5	Solar Inverter	Y02E	H02J	H02M
pat0494	2009	Solar Inverter  Solar Mounting/Rack	Westford  MA	MA	MA	USA	12	Solar Mounting/Rack	Y02E	H01L	F24J
pat0616	2010	Solar Mounting/Rack	Hamilton			New Zealand	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0085	2010	Solar Inverter  Solar Monitoring	Champagne IL	IL	IL	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0603	2008	Solar Mounting/Rack	Saint Denis	France	France	France	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0207	2012	Solar Inverter	Taipei  Taiwan			Taiwan	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0346	2010	Solar Inverter	Bend  OR	OR	OR	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0481	2009	Solar Inverter  Solar Monitoring	Fort Collins  CO	CO	CO	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0521	2010	Solar Monitoring	San Jose  CA	CA	CA	USA	6	Solar Monitoring	H04Q	Y04S	G01R
pat0460	2007	Solar Inverter	San Jose  CA	CA	CA	USA	2	Solar Inverter	Y02E	H01L	H02J
pat0064	2009	Solar Monitoring	San Jose  CA	CA	CA	USA	11	Solar Inverter	H02J	Y02E	Y02B
pat0629	2010	Solar Mounting/Rack	Brick  NJ	USA	USA	USA	7	Solar Mounting/Rack	F24J	Y02E	H01L
pat0125	2010	Solar Mounting/Rack	Kensington  MD	MD	MD	USA	14	Solar Mounting/Rack	H01L	Y02B	E04D
pat0071	2010	Solar Mounting/Rack	Dallas  TX	TX	TX	USA	0	Solar Mounting/Rack	H01L	Y02E	Y02B
pat0475	2009	Solar Inverter	Austin  TX	TX	TX	USA	1	Site Assessment	G01W	G06Q	F24J
pat0379	2009	Solar Inverter	Schenectady  NY	NY	NY	USA	2	Solar Inverter	Y02E	H01L	H02J
