PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea
pat0267	8227942	2012	Solar Inverter	Austin  TX	TX	TX	USA	9	Solar Mounting/Rack
pat0228	8159178	2012	Solar Inverter	Palatine  IL	IL	IL	USA	11	Solar Inverter
pat0794	13/399 970	2012	Solar Mounting/Rack	Flagstaff  AZ	AZ	AZ	USA	12	Solar Mounting/Rack
pat0617	12/968 612	2011	Solar Mounting/Rack	Fountain Valley  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0609	12/957 501	2011	Solar Inverter	Devens  MA	MA	MA	USA	11	Solar Inverter
pat0065	7632109	2009	Solar Mounting/Rack	Detmold	N/A	N/A	Germany	2	Solar Mounting/Rack
pat0392	12/189 189	2009	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	8	Solar Inverter
pat0260	8213199	2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	6	Solar Inverter
pat0082	7745722	2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	14	Solar Mounting/Rack
pat0241	8189352	2012	Solar Inverter	Fisciano	N/A	N/A	Italy	11	Solar Inverter
pat0010	7126294	2006	Solar Inverter	Tokyo	N/A	N/A	Japan	11	Solar Inverter
pat0720	13/198 611	2012	Site Assessment	Salt Lake City  UT	UT	UT	USA	1	Site Assessment
pat0178	8022571	2011	Solar Inverter	Cupertino  CA	CA	CA	USA	11	Solar Inverter
pat0050	7502241	2009	Solar Inverter	Bend  OR	OR	OR	USA	11	Solar Inverter
pat0378	12/108 824	2009	Solar Mounting/Rack	Los Angeles  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0434	12/411 294	2009	Solar Inverter	Washington  DC	DC	DC	USA	6	Solar Inverter
pat0805	13/426 274	2012	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack
pat0080	7738228	2010	Solar Inverter	Bend  OR	OR	OR	USA	13	Solar Mounting/Rack
pat0304	8310094	2012	Solar Inverter	Osaka-shi	N/A	N/A	Japan	3	Solar Monitoring
pat0703	13/159 396	2012	Solar Inverter	Livermore  CA	CA	CA	USA	11	Solar Inverter
pat0122	7849849	2010	Solar Mounting/Rack	Rangsdorf	N/A	N/A	Germany	2	Solar Mounting/Rack
pat0739	13/242 281	2012	Solar Inverter	Sharon	N/A	N/A	Canada	6	Solar Inverter
pat0171	8004116	2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	3	Solar Monitoring
pat0394	12/203 093	2009	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	8	Solar Inverter
pat0806	13/427 139	2012	Solar Inverter	Seoul	N/A	N/A	South Korea	8	Solar Inverter
pat0028	7338311	2008	Solar Inverter	Niestetal	N/A	N/A	Germany	9	Solar Mounting/Rack
pat0425	12/379 196	2010	Solar Inverter	Santa Clara  CA	CA	CA	USA	0	Solar Inverter
pat0669	13/084 922	2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	14	Solar Mounting/Rack
pat0162	7964837	2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	8	Solar Inverter
pat0135	7888584	2011	Solar Mounting/Rack	Aloha  OR	OR	OR	USA	13	Solar Mounting/Rack
pat0117	7843714	2010	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter
pat0541	12/802 094	2011	Solar Mounting/Rack	Hamilton	N/A	N/A	New Zealand	14	Solar Mounting/Rack
pat0163	7969757	2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter
pat0097	7806377	2010	Solar Mounting/Rack	Hopewell  NJ	NJ	NJ	USA	14	Solar Mounting/Rack
pat0381	12/121 580	2008	Solar Inverter	Colorado Springs  CO	CO	CO	USA	0	Solar Inverter
pat0735	13/228 596	2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter
pat0371	12/069 094	2008	Solar Mounting/Rack	Bloomfield  CA	CA	CA	USA	13	Solar Mounting/Rack
pat0718	13/197 101	2012	Solar Mounting/Rack	New District Wuxi	N/A	N/A	China	8	Solar Inverter
pat0708	13/168 790	2012	Solar Inverter	Nurnberg	N/A	N/A	Germany	9	Solar Mounting/Rack
pat0057	7576282	2009	Solar Mounting/Rack	Sharon Center  OH	OH	OH	USA	14	Solar Mounting/Rack
pat0519	12/742 554	2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	9	Solar Mounting/Rack
pat0670	13/089 551	2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	14	Solar Mounting/Rack
pat0120	7847181	2010	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	4	Solar Mounting/Rack
pat0576	12/895 340	2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0150	7925552	2011	Solar Monitoring	Foster City  CA	CA	CA	USA	5	Solar Monitoring
pat0736	13/232 544	2012	Solar Inverter	Zurich	N/A	N/A	Switzerland	11	Solar Inverter
pat0790	13/392 289	2012	Solar Mounting/Rack	Courbevoie	N/A	N/A	France	14	Solar Mounting/Rack
pat0136	7888587	2011	Solar Mounting/Rack	Richmond  CA	WA	WA	USA	12	Solar Mounting/Rack
pat0777	13/346 532	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	10	Solar Inverter
pat0445	12/473 397	2010	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter
pat0551	12/844 878	2011	Solar Monitoring	Alexandria  VA	VA	VA	USA	11	Solar Inverter
pat0223	8145578	2012	Site Assessment	Redmond  WA	WA	WA	USA	1	Site Assessment
pat0179	8023266	2011	Solar Inverter	Westford  MA	MA	MA	USA	9	Solar Mounting/Rack
pat0370	12/046 113	2009	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0418	12/351 105	2010	Solar Monitoring	Los Gatos  CA	CA	CA	USA	3	Solar Monitoring
pat0442	12/461 889	2010	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	8	Solar Inverter
pat0195	8076903	2011	Solar Inverter	Lisle  IL	IL	IL	USA	3	Solar Monitoring
pat0335	11/400 786	2006	Solar Inverter	Bend  OR	OR	OR	USA	0	Solar Inverter
pat0321	10/748 587	2005	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter
pat0610	12/957 536	2011	Solar Mounting/Rack	Stamford  CT	CT	CT	USA	14	Solar Mounting/Rack
pat0400	12/231 738	2010	Site Assessment	Bolinas  CA	CA	CA	USA	5	Solar Monitoring
pat0837	13/500 651	2012	Solar Inverter	Pettenbach	N/A	N/A	Austria	11	Solar Inverter
pat0613	12/959 213	2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	14	Solar Mounting/Rack
pat0214	8130518	2012	Solar Inverter	Rancocas  NJ	NJ	NJ	USA	6	Solar Inverter
pat0417	12/350 339	2009	Solar Mounting/Rack	London	N/A	N/A	Great Britain	2	Solar Mounting/Rack
pat0131	7872375	2011	Solar Monitoring	Detroit  MI	MI	MI	USA	6	Solar Inverter
pat0346	11/673 649	2008	Solar Monitoring	Cold Spring  NY	NY	NY	USA	5	Solar Monitoring
pat0558	12/852 454	2011	Solar Mounting/Rack	Los Alamitos  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0055	7564013	2009	Solar Inverter	Niestetal	N/A	N/A	Germany	11	Solar Inverter
pat0764	13/309 909	2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter
pat0359	11/859 724	2009	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	12	Solar Mounting/Rack
pat0505	12/714 029	2011	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter
pat0343	11/628 362	2008	Solar Monitoring	Den Haag	N/A	N/A	Netherlands	7	Solar Inverter
pat0723	13/204 363	2012	Solar Mounting/Rack	Millington  NJ	NJ	NJ	USA	2	Solar Mounting/Rack
pat0782	13/357 683	2012	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	2	Solar Mounting/Rack
pat0816	13/440 378	2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	10	Solar Inverter
pat0249	8200373	2012	Solar Monitoring	Moorpark  CA	CA	CA	USA	3	Solar Monitoring
pat0680	13/095 190	2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter
pat0771	13/319 894	2012	Solar Mounting/Rack	Courbevoie	N/A	N/A	France	14	Solar Mounting/Rack
pat0059	7600349	2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack
pat0183	8033859	2011	Solar Mounting/Rack	Blomberg	N/A	N/A	Germany	9	Solar Mounting/Rack
pat0839	13/518 624	2012	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	2	Solar Mounting/Rack
pat0498	12/665 517	2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	2	Solar Mounting/Rack
pat0203	8099922	2012	Solar Mounting/Rack	Mascoutah  IL	IL	IL	USA	2	Solar Mounting/Rack
pat0595	12/919 841	2011	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	13	Solar Mounting/Rack
pat0018	7256566	2007	Solar Inverter	Dearborn  MI	MI	MI	USA	11	Solar Inverter
pat0554	12/846 621	2011	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	14	Solar Mounting/Rack
pat0458	12/542 600	2011	Solar Inverter	Roanoke  TX	TX	TX	USA	9	Solar Mounting/Rack
pat0231	8169226	2012	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter
pat0386	12/153 381	2009	Solar Inverter	Taipei City	N/A	N/A	Taiwan	6	Solar Inverter
pat0382	12/122 950	2008	Solar Inverter	Fort Collins  CO	CO	CO	USA	8	Solar Inverter
pat0259	8213133	2012	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter
pat0153	7929326	2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	0	Solar Inverter
pat0846	13/548 434	2012	Solar Mounting/Rack	Nederland  CO	CO	CO	USA	2	Solar Mounting/Rack
pat0637	13/028 152	2011	Solar Inverter	Fremont  CA	CA	CA	USA	0	Solar Inverter
pat0632	13/015 612	2011	Solar Monitoring  Solar Inverter	Hod Hasharon	N/A	N/A	Israel	8	Solar Inverter
pat0063	7622666	2009	Solar Mounting/Rack	Monrovia  CA	CA	CA	USA	13	Solar Mounting/Rack
pat0024	7310052	2007	Solar Monitoring	Henderson  NV	NV	NV	USA	5	Solar Monitoring
pat0840	13/527 444	2012	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0401	12/237326	2009	Solar Mounting/Rack	Redwood City  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0749	13/269 580	2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	12	Solar Mounting/Rack
pat0029	7352549	2008	Solar Inverter	Niestetal	N/A	N/A	Germany	11	Solar Inverter
pat0737	13/234 250	2012	Site Assessment	Niestetal	N/A	N/A	Germany	1	Site Assessment
pat0044	7476832	2009	Solar Mounting/Rack	Hoffman Estates  IL	IL	IL	USA	2	Solar Mounting/Rack
pat0077	7719140	2010	Solar Inverter	Fort Collins  CO	CO	CO	USA	9	Solar Mounting/Rack
pat0264	8222767	2012	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter
pat0020	7274975	2007	Solar Monitoring	Washington  DC	DC	DC	USA	3	Solar Monitoring
pat0356	11/842 484	2009	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0282	8264193	2012	Solar Monitoring	Ottawa	N/A	N/A	Canada	11	Solar Inverter
pat0677	13/094 207	2011	Solar Inverter	Kingston	N/A	N/A	Canada	11	Solar Inverter
pat0478	12/592 889	2010	Solar Mounting/Rack	Petaluma  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0511	12/722 129	2011	Solar Inverter	Perrysburg  OH	OH	OH	USA	11	Solar Inverter
pat0087	7768154	2010	Solar Inverter	Bend  OR	OR	OR	USA	13	Solar Mounting/Rack
pat0626	12/997 267	2011	Solar Mounting/Rack	Kirchdorf	N/A	N/A	Germany	14	Solar Mounting/Rack
pat0812	13/430 388	2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	10	Solar Inverter
pat0628	13/004 962	2012	Solar Inverter	Palatine  IL	IL	IL	USA	12	Solar Mounting/Rack
pat0098	7807918	2010	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	12	Solar Mounting/Rack
pat0174	8013472	2011	Solar Inverter	Herzelia	N/A	N/A	Israel	6	Solar Inverter
pat0147	7919953	2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	10	Solar Inverter
pat0656	13/061 365	2011	Solar Mounting/Rack	Pisa	N/A	N/A	Italy	2	Solar Mounting/Rack
pat0463	12/561 254	2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	13	Solar Mounting/Rack
pat0017	7230532	2007	Solar Monitoring	Oberhaching	N/A	N/A	Germany	5	Solar Monitoring
pat0391	12/177 133	2009	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0542	12/802 231	2010	Site Assessment	Surrey  CA	CA	CA	USA	5	Solar Monitoring
pat0492	12/626 878	2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0762	13/303 360	2012	Solar Mounting/Rack	Midway  UT	UT	UT	USA	13	Solar Mounting/Rack
pat0326	10/931 183	2006	Solar Mounting/Rack	San Diego  CA	CA	CA	USA	12	Solar Mounting/Rack
pat0095	7797883	2010	Solar Mounting/Rack	Foster City  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0441	12/456 079	2010	Solar Mounting/Rack	Grass Valley  CA	USA	USA	USA	4	Solar Mounting/Rack
pat0367	11/951 419	2008	Solar Monitoring	Raanana  IL	N/A	N/A	Israel	5	Solar Monitoring
pat0692	13/128 461	2012	Solar Mounting/Rack	Koln	N/A	N/A	Germany	14	Solar Mounting/Rack
pat0800	13/409 421	2012	Solar Mounting/Rack	Malvern  PA	PA	PA	USA	2	Solar Mounting/Rack
pat0566	12/867 227	2011	Solar Inverter	Munich	N/A	N/A	Germany	7	Solar Inverter
pat0719	13/197 175	2012	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	14	Solar Mounting/Rack
pat0323	10/855 254	2006	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0332	11/326 271	2006	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	4	Solar Mounting/Rack
pat0501	12/709 166	2010	Solar Inverter	Kingston	N/A	N/A	Canada	0	Solar Inverter
pat0035	7411802	2008	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter
pat0573	12/892 581	2011	Solar Monitoring	Yokohama	N/A	N/A	Japan	11	Solar Inverter
pat0413	12/326 209	2010	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	7	Solar Inverter
pat0663	13/075 579	2011	Solar Inverter	Scottsdale  AZ	AZ	AZ	USA	0	Solar Inverter
pat0081	7742897	2010	Solar Monitoring	Cold Spring  NY	NY	NY	USA	5	Solar Monitoring
pat0038	7433215	2008	Solar Inverter	Bend  OR	OR	OR	USA	11	Solar Inverter
pat0435	12/411 786	2009	Solar Mounting/Rack	Westford  MA	MA	MA	USA	9	Solar Mounting/Rack
pat0086	7766292	2010	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	14	Solar Mounting/Rack
pat0399	12/230 381	2010	Solar Inverter	Hayward  CA	CA	CA	USA	11	Solar Inverter
pat0058	7592537	2009	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0205	8103465	2012	Solar Monitoring	Branchburg  NJ	NJ	NJ	USA	3	Solar Monitoring
pat0242	8191320	2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0842	13/530 748	2012	Solar Mounting/Rack	Rochester  MI	MI	MI	USA	4	Solar Mounting/Rack
pat0070	7672149	2010	Solar Inverter	Niestetal	N/A	N/A	Germany	0	Solar Inverter
pat0338	11/533 094	2007	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	13	Solar Mounting/Rack
pat0769	13/318 260	2012	Solar Monitoring	Osaka-shi	N/A	N/A	Japan	6	Solar Inverter
pat0686	13/108 135	2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	11	Solar Inverter
pat0506	12/715 791	2010	Solar Mounting/Rack	Tokyo	N/A	N/A	Japan	9	Solar Mounting/Rack
pat0318	8339112	2012	Solar Inverter	Agrate Brianza	N/A	N/A	Italy	6	Solar Inverter
pat0575	12/895 328	2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0744	13/253 629	2012	Solar Monitoring	Maple Glen  PA	PA	PA	USA	3	Solar Monitoring
pat0466	12/564 732	2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	4	Solar Mounting/Rack
pat0507	12/716 654	2011	Solar Inverter	Milpitas  CA	CA	CA	USA	6	Solar Inverter
pat0073	7692091	2010	Solar Mounting/Rack	Harrisonburg  VA	VA	VA	USA	2	Solar Mounting/Rack
pat0802	13/412 480	2012	Solar Inverter	Hayward  CA	CA	CA	USA	7	Solar Inverter
pat0351	11/777 397	2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	8	Solar Inverter
pat0215	8134812	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	7	Solar Inverter
pat0360	11/875 799	2008	Solar Monitoring	Cupertino  CA	CA	CA	USA	3	Solar Monitoring
pat0503	12/713 885	2011	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	9	Solar Mounting/Rack
pat0793	13/399 073	2012	Solar Mounting/Rack	Suffern  NY	NY	NY	USA	14	Solar Mounting/Rack
pat0060	7605498	2009	Solar Inverter	Fort Collins  CO	CO	CO	USA	6	Solar Inverter
pat0700	13/152 787	2012	Solar Inverter	Livermore  CA	CA	CA	USA	11	Solar Inverter
pat0193	8067855	2011	Solar Inverter	Cambridge	N/A	N/A	Great Britain	6	Solar Inverter
pat0227	8156697	2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0199	8093756	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	8	Solar Inverter
pat0331	11/315 327	2006	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	5	Solar Monitoring
pat0429	12/392 042	2009	Solar Inverter	Los Gatos  CA	CA	CA	USA	3	Solar Monitoring
pat0647	13/044 387	2011	Solar Mounting/Rack	Goodyear  AZ	AZ	AZ	USA	14	Solar Mounting/Rack
pat0409	12/320 715	2010	Solar Monitoring	Hayward  CA	CA	CA	USA	11	Solar Inverter
pat0607	12/953 850	2011	Solar Monitoring	Armonk  NY	NY	NY	USA	5	Solar Monitoring
pat0232	8169805	2012	Solar Inverter	Wagen	N/A	N/A	Germany	0	Solar Inverter
pat0581	12/902 049	2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter
pat0142	7900361	2011	Solar Inverter	Herzelia	N/A	N/A	Israel	0	Solar Inverter
pat0100	7808127	2010	Solar Monitoring	Richardson  TX	TX	TX	USA	6	Solar Inverter
pat0451	12/505 802	2011	Solar Inverter	Schenectady  NY	NY	NY	USA	6	Solar Inverter
pat0811	13/429 881	2012	Solar Mounting/Rack	Grass Valley  CA	CA	CA	USA	4	Solar Mounting/Rack
pat0533	12/786 894	2010	Solar Mounting/Rack	Hod Hasharon	N/A	N/A	Israel	14	Solar Mounting/Rack
pat0583	12/904 965	2011	Solar Monitoring	San Jose  CA	CA	CA	USA	12	Solar Mounting/Rack
pat0123	7855473	2010	Solar Inverter	Petaluma  CA	CA	CA	USA	6	Solar Inverter
pat0526	12/771 079	2010	Solar Mounting/Rack	Saline  MI	MI	MI	USA	14	Solar Mounting/Rack
pat0173	8004232	2011	Solar Monitoring	San Jose  CA	CA	CA	USA	6	Solar Inverter
pat0614	12/959 228	2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	14	Solar Mounting/Rack
pat0547	12/823 006	2010	Solar Mounting/Rack	Coppell  TX	TX	TX	USA	13	Solar Mounting/Rack
pat0490	12/625 363	2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	8	Solar Inverter
pat0357	11/848 766	2008	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0037	7432618	2008	Solar Inverter	Bend OR	OR	OR	USA	6	Solar Inverter
pat0729	13/216 306	2012	Solar Monitoring	Austin  TX	TX	TX	USA	7	Solar Inverter
pat0604	12/950 888	2011	Solar Mounting/Rack	Singapore	N/A	N/A	Singapore	14	Solar Mounting/Rack
pat0491	12/625 645	2010	Solar Inverter	Devens  MA	MA	MA	USA	0	Solar Inverter
pat0207	8106543	2012	Solar Inverter	Taipei  Taiwan	N/A	N/A	Taiwan	13	Solar Mounting/Rack
pat0085	7755916	2010	Solar Inverter	Champagne IL	IL	IL	USA	6	Solar Inverter
pat0273	8242634	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	4	Solar Mounting/Rack
pat0292	8290745	2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter
pat0590	12/912 552	2012	Solar Mounting/Rack	Lee Vining  CA	CA	CA	USA	13	Solar Mounting/Rack
pat0462	12/557 389	2010	Solar Mounting/Rack	Robbinsville  NJ	USA	USA	USA	14	Solar Mounting/Rack
pat0460	12/543 559	2010	Solar Mounting/Rack	Sinshih Hsiang	N/A	N/A	Taiwan	14	Solar Mounting/Rack
pat0274	8242932	2012	Solar Monitoring	Holtsville  NY	NY	NY	USA	5	Solar Monitoring
pat0792	13/395 438	2012	Solar Inverter	Stuttgart	N/A	N/A	Germany	0	Solar Inverter
pat0476	12/590 222	2010	Solar Mounting/Rack	Morgan Hill  CA	CA	CA	USA	8	Solar Inverter
pat0785	13/362 214	2012	Solar Monitoring	Austin  TX	TX	TX	USA	11	Solar Inverter
pat0479	12/596 654	2010	Solar Mounting/Rack	Saint Denis	N/A	N/A	France	14	Solar Mounting/Rack
pat0820	13/455 731	2012	Solar Inverter	Seoul	N/A	N/A	South Korea	8	Solar Inverter
pat0817	13/447 598	2012	Solar Inverter	Dresden	N/A	N/A	Germany	0	Solar Inverter
pat0240	8188414	2012	Solar Mounting/Rack	Shelton  CT	CT	CT	USA	2	Solar Mounting/Rack
pat0633	13/016 901	2012	Solar Monitoring	Linden  CA	CA	CA	USA	3	Solar Monitoring
pat0697	13/143 586	2011	Solar Mounting/Rack	Mainz	N/A	N/A	Germany	12	Solar Mounting/Rack
pat0186	8036005	2011	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter
pat0032	7394237	2008	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	11	Solar Inverter
pat0787	13/366 522	2012	Solar Inverter	Niestetal	N/A	N/A	Germany	7	Solar Inverter
pat0245	8194375	2012	Solar Inverter	Niskayuna  NY	NY	NY	USA	8	Solar Inverter
pat0569	12/873 174	2011	Solar Mounting/Rack	Providence  RI	RI	RI	USA	2	Solar Mounting/Rack
pat0726	13/211 984	2012	Solar Inverter	Fremont  CA	CA	CA	USA	8	Solar Inverter
pat0608	12/955 894	2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter
pat0244	8193788	2012	Solar Monitoring	Austin  TX	TX	TX	USA	6	Solar Inverter
pat0791	13/395 404	2012	Solar Mounting/Rack	Jiangsu	N/A	N/A	China	13	Solar Mounting/Rack
pat0759	13/297 397	2012	Solar Mounting/Rack	West Hartford  CT	CT	CT	USA	14	Solar Mounting/Rack
pat0247	8196360	2012	Solar Mounting/Rack	British Columbia	N/A	N/A	Canada	14	Solar Mounting/Rack
pat0395	12/210 275	2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter
pat0383	12/131 556	2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	12	Solar Mounting/Rack
pat0667	13/080 791	2011	Solar Inverter	Wangen	N/A	N/A	Germany	0	Solar Inverter
pat0226	8151789	2012	Solar Mounting/Rack	New York  NY	NY	NY	USA	2	Solar Mounting/Rack
pat0407	12/292 974	2009	Solar Mounting/Rack	Hampton  VA	VA	VA	USA	4	Solar Mounting/Rack
pat0004	6940735	2005	Solar Inverter	Dearborn  MI	MI	MI	USA	0	Solar Inverter
pat0096	7799987	2010	Solar Mounting/Rack	Glendale  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0606	12/952 101	2011	Site Assessment	Bolinas  CA	CA	CA	USA	5	Solar Monitoring
pat0579	12/896 427	2011	Solar Inverter	Newtown  PA	PA	PA	USA	10	Solar Inverter
pat0021	7297866	2007	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0831	13/479 488	2012	Solar Inverter	Niestetal	N/A	N/A	Germany	6	Solar Inverter
pat0567	12/870 795	2012	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter
pat0824	13/468 815	2012	Solar Inverter	Petaluma  CA	CA	CA	USA	0	Solar Inverter
pat0675	13/091 434	2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	14	Solar Mounting/Rack
pat0827	13/471050	2012	Solar Mounting/Rack	San Francisco  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0126	7861422	2011	Site Assessment	Sebastopol  CA	CA	CA	USA	5	Solar Monitoring
pat0456	12/540 685	2009	Solar Mounting/Rack	Dulles  VA	USA	USA	USA	13	Solar Mounting/Rack
pat0727	13/212013	2012	Solar Mounting/Rack	Fremont  CA	CA	CA	USA	0	Solar Inverter
pat0808	13/427 259	2012	Solar Inverter	Zurich	N/A	N/A	Switzerland	11	Solar Inverter
pat0648	13/044 423	2012	Solar Inverter	Fremont  CA	CA	CA	USA	7	Solar Inverter
pat0354	11/804 697	2008	Solar Mounting/Rack	London	N/A	N/A	Great Britain	14	Solar Mounting/Rack
pat0074	7703246	2010	Solar Mounting/Rack	Antioch  CA	CA	CA	USA	2	Solar Mounting/Rack
pat0107	7819913	2010	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	3	Solar Monitoring
pat0571	12/886 973	2011	Solar Mounting/Rack	Golden  CO	USA	USA	USA	13	Solar Mounting/Rack
pat0355	11/804 698	2007	Solar Mounting/Rack	London	N/A	N/A	Great Britain	14	Solar Mounting/Rack
pat0696	13/139 986	2012	Site Assessment	Menlo Park  CA	CA	CA	USA	5	Solar Monitoring
pat0005	6949843	2005	Solar Inverter	Columbia  MD	MD	MD	USA	6	Solar Inverter
pat0252	8204709	2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	11	Solar Inverter
pat0825	13/470763	2012	Solar Mounting/Rack	Unknown	Unknown	Unknown	USA	2	Solar Mounting/Rack
pat0474	12/586 943	2010	Solar Mounting/Rack	Bridgeport CT	CT	CT	USA	13	Solar Mounting/Rack
pat0674	13/090 657	2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Inverter
pat0665	13/079 900	2012	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	7	Solar Inverter
pat0535	12/788 441	2011	Solar Inverter	Ludenscheid	N/A	N/A	Germany	8	Solar Inverter
pat0706	13/162 532	2012	Solar Inverter	Austin  TX	TX	TX	USA	6	Solar Inverter
pat0504	12/713 894	2011	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	14	Solar Mounting/Rack
pat0577	12/895 594	2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	14	Solar Mounting/Rack
pat0698	13/148 726	2011	Solar Mounting/Rack	Tarnow	N/A	N/A	Poland	9	Solar Mounting/Rack
pat0467	12/564 748	2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	4	Solar Mounting/Rack
