PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea
pat0604	num-12/950 888	yr-2011	Solar Mounting/Rack	Singapore	N/A	N/A	Singapore	topic-14	Solar Mounting/Rack
pat0491	num-12/625 645	yr-2010	Solar Inverter	Devens  MA	MA	MA	USA	topic-0	Solar Inverter
pat0207	num-8106543	yr-2012	Solar Inverter	Taipei  Taiwan	N/A	N/A	Taiwan	topic-13	Solar Mounting/Rack
pat0085	num-7755916	yr-2010	Solar Inverter	Champagne IL	IL	IL	USA	topic-6	Solar Inverter
pat0273	num-8242634	yr-2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-4	Solar Mounting/Rack
pat0292	num-8290745	yr-2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0590	num-12/912 552	yr-2012	Solar Mounting/Rack	Lee Vining  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0462	num-12/557 389	yr-2010	Solar Mounting/Rack	Robbinsville  NJ	USA	USA	USA	topic-14	Solar Mounting/Rack
pat0460	num-12/543 559	yr-2010	Solar Mounting/Rack	Sinshih Hsiang	N/A	N/A	Taiwan	topic-14	Solar Mounting/Rack
pat0274	num-8242932	yr-2012	Solar Monitoring	Holtsville  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0792	num-13/395 438	yr-2012	Solar Inverter	Stuttgart	N/A	N/A	Germany	topic-0	Solar Inverter
pat0476	num-12/590 222	yr-2010	Solar Mounting/Rack	Morgan Hill  CA	CA	CA	USA	topic-8	Solar Inverter
pat0785	num-13/362 214	yr-2012	Solar Monitoring	Austin  TX	TX	TX	USA	topic-11	Solar Inverter
pat0479	num-12/596 654	yr-2010	Solar Mounting/Rack	Saint Denis	N/A	N/A	France	topic-14	Solar Mounting/Rack
pat0820	num-13/455 731	yr-2012	Solar Inverter	Seoul	N/A	N/A	South Korea	topic-8	Solar Inverter
pat0817	num-13/447 598	yr-2012	Solar Inverter	Dresden	N/A	N/A	Germany	topic-0	Solar Inverter
pat0240	num-8188414	yr-2012	Solar Mounting/Rack	Shelton  CT	CT	CT	USA	topic-2	Solar Mounting/Rack
pat0633	num-13/016 901	yr-2012	Solar Monitoring	Linden  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0697	num-13/143 586	yr-2011	Solar Mounting/Rack	Mainz	N/A	N/A	Germany	topic-12	Solar Mounting/Rack
pat0186	num-8036005	yr-2011	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-7	Solar Inverter
pat0032	num-7394237	yr-2008	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	topic-11	Solar Inverter
pat0787	num-13/366 522	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-7	Solar Inverter
pat0245	num-8194375	yr-2012	Solar Inverter	Niskayuna  NY	NY	NY	USA	topic-8	Solar Inverter
pat0569	num-12/873 174	yr-2011	Solar Mounting/Rack	Providence  RI	RI	RI	USA	topic-2	Solar Mounting/Rack
pat0726	num-13/211 984	yr-2012	Solar Inverter	Fremont  CA	CA	CA	USA	topic-8	Solar Inverter
pat0608	num-12/955 894	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0244	num-8193788	yr-2012	Solar Monitoring	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0791	num-13/395 404	yr-2012	Solar Mounting/Rack	Jiangsu	N/A	N/A	China	topic-13	Solar Mounting/Rack
pat0759	num-13/297 397	yr-2012	Solar Mounting/Rack	West Hartford  CT	CT	CT	USA	topic-14	Solar Mounting/Rack
pat0247	num-8196360	yr-2012	Solar Mounting/Rack	British Columbia	N/A	N/A	Canada	topic-14	Solar Mounting/Rack
pat0395	num-12/210 275	yr-2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0383	num-12/131 556	yr-2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	topic-12	Solar Mounting/Rack
pat0667	num-13/080 791	yr-2011	Solar Inverter	Wangen	N/A	N/A	Germany	topic-0	Solar Inverter
pat0226	num-8151789	yr-2012	Solar Mounting/Rack	New York  NY	NY	NY	USA	topic-2	Solar Mounting/Rack
pat0407	num-12/292 974	yr-2009	Solar Mounting/Rack	Hampton  VA	VA	VA	USA	topic-4	Solar Mounting/Rack
pat0004	num-6940735	yr-2005	Solar Inverter	Dearborn  MI	MI	MI	USA	topic-0	Solar Inverter
pat0096	num-7799987	yr-2010	Solar Mounting/Rack	Glendale  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0606	num-12/952 101	yr-2011	Site Assessment	Bolinas  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0579	num-12/896 427	yr-2011	Solar Inverter	Newtown  PA	PA	PA	USA	topic-10	Solar Inverter
pat0021	num-7297866	yr-2007	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0831	num-13/479 488	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-6	Solar Inverter
pat0567	num-12/870 795	yr-2012	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-0	Solar Inverter
pat0824	num-13/468 815	yr-2012	Solar Inverter	Petaluma  CA	CA	CA	USA	topic-0	Solar Inverter
pat0675	num-13/091 434	yr-2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	topic-14	Solar Mounting/Rack
pat0827	num-13/471050	yr-2012	Solar Mounting/Rack	San Francisco  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0126	num-7861422	yr-2011	Site Assessment	Sebastopol  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0456	num-12/540 685	yr-2009	Solar Mounting/Rack	Dulles  VA	USA	USA	USA	topic-13	Solar Mounting/Rack
pat0727	num-13/212013	yr-2012	Solar Mounting/Rack	Fremont  CA	CA	CA	USA	topic-0	Solar Inverter
pat0808	num-13/427 259	yr-2012	Solar Inverter	Zurich	N/A	N/A	Switzerland	topic-11	Solar Inverter
pat0648	num-13/044 423	yr-2012	Solar Inverter	Fremont  CA	CA	CA	USA	topic-7	Solar Inverter
pat0354	num-11/804 697	yr-2008	Solar Mounting/Rack	London	N/A	N/A	Great Britain	topic-14	Solar Mounting/Rack
pat0074	num-7703246	yr-2010	Solar Mounting/Rack	Antioch  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0107	num-7819913	yr-2010	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	topic-3	Solar Monitoring
pat0571	num-12/886 973	yr-2011	Solar Mounting/Rack	Golden  CO	USA	USA	USA	topic-13	Solar Mounting/Rack
pat0355	num-11/804 698	yr-2007	Solar Mounting/Rack	London	N/A	N/A	Great Britain	topic-14	Solar Mounting/Rack
pat0696	num-13/139 986	yr-2012	Site Assessment	Menlo Park  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0005	num-6949843	yr-2005	Solar Inverter	Columbia  MD	MD	MD	USA	topic-6	Solar Inverter
pat0252	num-8204709	yr-2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	topic-11	Solar Inverter
pat0825	num-13/470763	yr-2012	Solar Mounting/Rack	Unknown	Unknown	Unknown	USA	topic-2	Solar Mounting/Rack
pat0474	num-12/586 943	yr-2010	Solar Mounting/Rack	Bridgeport CT	CT	CT	USA	topic-13	Solar Mounting/Rack
pat0674	num-13/090 657	yr-2012	Solar Monitoring	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0665	num-13/079 900	yr-2012	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	topic-7	Solar Inverter
pat0535	num-12/788 441	yr-2011	Solar Inverter	Ludenscheid	N/A	N/A	Germany	topic-8	Solar Inverter
pat0706	num-13/162 532	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0504	num-12/713 894	yr-2011	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	topic-14	Solar Mounting/Rack
pat0577	num-12/895 594	yr-2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0698	num-13/148 726	yr-2011	Solar Mounting/Rack	Tarnow	N/A	N/A	Poland	topic-9	Solar Mounting/Rack
pat0467	num-12/564 748	yr-2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	topic-4	Solar Mounting/Rack
pat0844	num-13/538 695	yr-2012	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0763	num-13/308 517	yr-2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	topic-10	Solar Inverter
pat0557	num-12/850 257	yr-2011	Solar Mounting/Rack	Dresden	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0154	num-7931488	yr-2011	Solar Mounting/Rack	Blomberg	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0601	num-12/944 725	yr-2011	Solar Mounting/Rack	Hong Kong	N/A	N/A	China	topic-14	Solar Mounting/Rack
pat0798	num-13/403 463	yr-2012	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	topic-14	Solar Mounting/Rack
pat0546	num-12/818 504	yr-2011	Solar Mounting/Rack	Wilmington  DE	DE	DE	USA	topic-4	Solar Mounting/Rack
pat0634	num-13/019 172	yr-2011	Solar Mounting/Rack	Fremont  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0834	num-13/491 242	yr-2012	Solar Inverter	Nurnberg	N/A	N/A	Germany	topic-0	Solar Inverter
pat0187	num-8044533	yr-2011	Solar Inverter	Ravensburg	N/A	N/A	Germany	topic-11	Solar Inverter
pat0544	num-12/813 036	yr-2011	Solar Monitoring	Scottsdale  AZ	AZ	AZ	USA	topic-8	Solar Inverter
pat0019	num-7260918	yr-2007	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	topic-12	Solar Mounting/Rack
pat0433	num-12/407 737	yr-2010	Solar Monitoring	Merced  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0523	num-12/757 989	yr-2010	Solar Monitoring	Richardson  TX	TX	TX	USA	topic-6	Solar Inverter
pat0248	num-8196369	yr-2012	Solar Mounting/Rack	Boston  MA	MA	MA	USA	topic-13	Solar Mounting/Rack
pat0755	num-13/283 638	yr-2012	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	topic-14	Solar Mounting/Rack
pat0645	num-13/040 981	yr-2012	Solar Inverter	Kwun Tong	N/A	N/A	China	topic-6	Solar Inverter
pat0353	num-11/789 014	yr-2008	Solar Monitoring	Carlsbad  CA	CA	CA	USA	topic-0	Solar Inverter
pat0704	num-13/160 970	yr-2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-6	Solar Inverter
pat0585	num-12/905 349	yr-2011	Solar Inverter	San Jose  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0455	num-12/530 196	yr-2010	Solar Inverter	Livermore  CA	CA	CA	USA	topic-7	Solar Inverter
pat0362	num-11/913 310	yr-2010	Solar Monitoring	London	N/A	N/A	Great Britain	topic-8	Solar Inverter
pat0627	num-12/997 361	yr-2011	Solar Mounting/Rack	Essex	N/A	N/A	Great Britain	topic-12	Solar Mounting/Rack
pat0146	num-7913181	yr-2011	Solar Monitoring	Schenectady  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0845	num-13/548 356	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0629	num-13/006 943	yr-2011	Solar Monitoring	Santa Clara  CA	CA	CA	USA	topic-8	Solar Inverter
pat0753	num-13/275 147	yr-2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-10	Solar Inverter
pat0841	num-13/530 375	yr-2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0257	num-8212408	yr-2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	topic-0	Solar Inverter
pat0404	num-12/280 696	yr-2009	Solar Inverter	Columbia  SC	SC	SC	USA	topic-11	Solar Inverter
pat0587	num-12/908 778	yr-2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0046	num-7481211	yr-2009	Solar Mounting/Rack	New York  NY	NY	NY	USA	topic-2	Solar Mounting/Rack
pat0589	num-12/911 097	yr-2011	Solar Mounting/Rack	Moriguchi-shi	N/A	N/A	Japan	topic-8	Solar Inverter
pat0830	num-13/478795	yr-2012	Solar Inverter	Bonn	N/A	N/A	Germany	topic-11	Solar Inverter
pat0683	num-13/103 070	yr-2012	Solar Inverter	Pittsboro  NC	NC	NC	USA	topic-0	Solar Inverter
pat0643	num-13/035378	yr-2012	Solar Mounting/Rack	Westport  CT	CT	CT	USA	topic-13	Solar Mounting/Rack
pat0766	num-13/314 406	yr-2012	Solar Monitoring	Gyeonggi-do	N/A	N/A	South Korea	topic-3	Solar Monitoring
pat0246	num-8194429	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0556	num-12/847 981	yr-2011	Solar Mounting/Rack	Hamburg	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0848	num-13/581 204	yr-2012	Solar Mounting/Rack	Wilimington  DE	DE	DE	USA	topic-12	Solar Mounting/Rack
pat0618	num-12/970 350	yr-2012	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0311	num-8326536	yr-2012	Site Assessment	Napa  CA	CA	CA	USA	topic-1	Site Assessment
pat0040	num-7435134	yr-2008	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0539	num-12/795032	yr-2011	Solar Monitoring	Cleveland  OH	OH	OH	USA	topic-7	Solar Inverter
pat0598	num-12/935 522	yr-2011	Solar Mounting/Rack	Milan	N/A	N/A	Italy	topic-2	Solar Mounting/Rack
pat0133	num-7884278	yr-2011	Solar Inverter	Los Gatos  CA	CA	CA	USA	topic-8	Solar Inverter
pat0202	num-8097818	yr-2012	Solar Mounting/Rack	Schalksmuhle	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0263	num-8220210	yr-2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0031	num-7372709	yr-2008	Solar Inverter	Chicago  IL	IL	IL	USA	topic-0	Solar Inverter
pat0521	num-12/757 166	yr-2010	Solar Inverter	Ludenscheid	N/A	N/A	Germany	topic-6	Solar Inverter
pat0079	num-7733679	yr-2010	Solar Inverter	Pettenbach	N/A	N/A	Austria	topic-0	Solar Inverter
pat0091	num-7774998	yr-2010	Solar Mounting/Rack	Palo Alto  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0711	num-13/180 955	yr-2012	Solar Mounting/Rack	Boulder  CO	CO	CO	USA	topic-14	Solar Mounting/Rack
pat0760	num-13/298 392	yr-2012	Solar Mounting/Rack	Schwaebisch Hall	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0387	num-12/156 935	yr-2009	Solar Monitoring	Phoenix  AZ	AZ	AZ	USA	topic-5	Solar Monitoring
pat0563	num-12/859 949	yr-2012	Solar Inverter	Menomonee Falls  WI	WI	WI	USA	topic-6	Solar Inverter
pat0459	num-12/542 760	yr-2010	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	topic-7	Solar Inverter
pat0158	num-7955134	yr-2011	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0056	num-7574842	yr-2009	Solar Mounting/Rack	Billerica  MA	MA	MA	USA	topic-14	Solar Mounting/Rack
pat0089	num-7768751	yr-2010	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-7	Solar Inverter
pat0532	num-12/785 773	yr-2010	Solar Mounting/Rack	Hod Hasharon	N/A	N/A	Israel	topic-9	Solar Mounting/Rack
pat0658	num-13/068 014	yr-2011	Solar Inverter	Petaluma  CA	CA	CA	USA	topic-6	Solar Inverter
pat0212	num-8119963	yr-2012	Solar Mounting/Rack	Flaggstaff  AZ	AZ	AZ	USA	topic-12	Solar Mounting/Rack
pat0217	num-8136311	yr-2012	Solar Mounting/Rack	Camas  WA	WA	WA	USA	topic-14	Solar Mounting/Rack
pat0415	num-12/340 500	yr-2010	Solar Mounting/Rack	Los Gatos  CA	USA	USA	USA	topic-13	Solar Mounting/Rack
pat0449	num-12/497 461	yr-2010	Solar Mounting/Rack	New York  NY	NY	NY	USA	topic-2	Solar Mounting/Rack
pat0128	num-7866099	yr-2011	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	topic-14	Solar Mounting/Rack
pat0384	num-12/134 040	yr-2008	Solar Mounting/Rack	Philadelphia PA	PA	PA	USA	topic-13	Solar Mounting/Rack
pat0605	num-12/952 095	yr-2011	Solar Inverter	Berkeley  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0324	num-10/864 711	yr-2005	Solar Mounting/Rack	Chico  CA	CA	CA	USA	topic-6	Solar Inverter
pat0578	num-12/895 652	yr-2011	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-8	Solar Inverter
pat0644	num-13/039 382	yr-2012	Solar Inverter	Cambridge  MA	MA	MA	USA	topic-10	Solar Inverter
pat0069	num-7667963	yr-2010	Solar Inverter	Wagen	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0140	num-7898112	yr-2011	Solar Monitoring	Los Gatos  CA	CA	CA	USA	topic-6	Solar Inverter
pat0366	num-11/950 271	yr-2008	Solar Inverter	Raanana  IL	N/A	N/A	Israel	topic-6	Solar Inverter
pat0376	num-12/090 358	yr-2008	Solar Mounting/Rack	Dusseldorf	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0616	num-12/968 408	yr-2012	Solar Mounting/Rack	Armonk  NY	NY	NY	USA	topic-13	Solar Mounting/Rack
pat0334	num-11/400 720	yr-2006	Solar Inverter	Bend  OR	OR	OR	USA	topic-8	Solar Inverter
pat0464	num-12/562 491	yr-2010	Solar Monitoring	Los Gatos  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0638	num-13/028 758	yr-2012	Solar Mounting/Rack	Wallingford  CT	CT	CT	USA	topic-9	Solar Mounting/Rack
pat0169	num-7990743	yr-2011	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0652	num-13/052 905	yr-2011	Solar Mounting/Rack	Pontiac  MI	MI	MI	USA	topic-2	Solar Mounting/Rack
pat0012	num-7156088	yr-2007	Solar Mounting/Rack	Pasadena  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0500	num-12/677 768	yr-2011	Solar Monitoring	Belo Horizonte	N/A	N/A	Brazil	topic-5	Solar Monitoring
pat0375	num-12/088 978	yr-2009	Solar Monitoring	Novato  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0190	num-8058752	yr-2011	Solar Inverter	Santa Clara  CA	CA	CA	USA	topic-8	Solar Inverter
pat0372	num-12/070 925	yr-2008	Solar Monitoring	Hempstead  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0341	num-11/564 313	yr-2008	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-0	Solar Inverter
pat0225	num-8148849	yr-2012	Solar Inverter	Campodarsego	N/A	N/A	Italy	topic-11	Solar Inverter
pat0710	num-13/180 168	yr-2011	Solar Inverter	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0657	num-13/065 104	yr-2012	Solar Mounting/Rack	Pomona  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0036	num-7414870	yr-2008	Solar Inverter	Ludenscheid	N/A	N/A	Germany	topic-6	Solar Inverter
pat0838	num-13/508 656	yr-2012	Solar Mounting/Rack	Koln	N/A	N/A	Germany	topic-2	Solar Mounting/Rack
pat0481	num-12/600 115	yr-2011	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-3	Solar Monitoring
pat0286	num-8274172	yr-2012	Solar Monitoring	Los Gatos  CA	CA	CA	USA	topic-11	Solar Inverter
pat0789	num-13/384 697	yr-2012	Solar Inverter	Newtown  Powys	N/A	N/A	Great Britain	topic-11	Solar Inverter
pat0196	num-8080899	yr-2011	Solar Inverter	North Andover MA	MA	MA	USA	topic-7	Solar Inverter
pat0325	num-10/896 755	yr-2005	Solar Mounting/Rack	St. Laurent	N/A	N/A	Canada	topic-14	Solar Mounting/Rack
pat0088	num-7768155	yr-2010	Solar Inverter	Petaluma  CA	CA	CA	USA	topic-6	Solar Inverter
pat0157	num-7952897	yr-2011	Solar Inverter	Arezzo	N/A	N/A	Italy	topic-11	Solar Inverter
pat0222	num-8145327	yr-2012	Solar Mounting/Rack	Durham  NC	NC	NC	USA	topic-8	Solar Inverter
pat0750	num-13/271 331	yr-2012	Solar Mounting/Rack	Irwindale  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0368	num-11/972 222	yr-2009	Solar Monitoring	New Port Richey  FL	FL	FL	USA	topic-8	Solar Inverter
pat0452	num-12/505 858	yr-2010	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0209	num-8109048	yr-2012	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0631	num-13/014 191	yr-2012	Solar Mounting/Rack	Pontiac  MI	MI	MI	USA	topic-2	Solar Mounting/Rack
pat0682	num-13/099 049	yr-2012	Solar Monitoring	Barntrup	N/A	N/A	Germany	topic-11	Solar Inverter
pat0106	num-7819114	yr-2010	Solar Mounting/Rack  Solar Inverter	Sunnyvale  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0493	num-12/628 812	yr-2010	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	topic-14	Solar Mounting/Rack
pat0042	num-7465872	yr-2008	Solar Inverter	Niskayuna  NY	NY	NY	USA	topic-6	Solar Inverter
pat0819	num-13/448 918	yr-2012	Solar Mounting/Rack	Jacksonville  FL	FL	FL	USA	topic-14	Solar Mounting/Rack
pat0408	num-12/304 836	yr-2009	Solar Mounting/Rack	Schwedt	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0797	num-13/402846	yr-2012	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0007	num-6959517	yr-2005	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	topic-14	Solar Mounting/Rack
pat0255	num-8207637	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-9	Solar Mounting/Rack
pat0342	num-11/581 062	yr-2007	Solar Inverter	Bend  OR	OR	OR	USA	topic-0	Solar Inverter
pat0781	num-13/354 186	yr-2012	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	topic-14	Solar Mounting/Rack
pat0022	num-7305983	yr-2007	Site Assessment	Honolulu  HI	HI	HI	USA	topic-1	Site Assessment
pat0051	num-7516557	yr-2009	Site Assessment	Linden  TN	TN	TN	USA	topic-5	Solar Monitoring
pat0151	num-7929324	yr-2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	topic-0	Solar Inverter
pat0423	num-12/375 644	yr-2009	Solar Inverter	Sarriguren	N/A	N/A	Spain	topic-0	Solar Inverter
pat0152	num-7929325	yr-2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	topic-0	Solar Inverter
pat0261	num-8218344	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0681	num-13/097 945	yr-2011	Solar Mounting/Rack	Wallerfing	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0570	num-12/878 664	yr-2011	Solar Monitoring	Sunnyvale  CA	CA	CA	USA	topic-8	Solar Inverter
pat0118	num-7844568	yr-2010	Solar Monitoring	Wilmington  DE	DE	DE	USA	topic-3	Solar Monitoring
pat0832	num-13/484 033	yr-2012	Solar Inverter	Webster  NY	NY	NY	USA	topic-8	Solar Inverter
pat0385	num-12/141 795	yr-2009	Site Assessment	Englewood  CO	CO	CO	USA	topic-1	Site Assessment
pat0559	num-12/855 850	yr-2011	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	topic-14	Solar Mounting/Rack
pat0671	num-13/089 564	yr-2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0113	num-7832267	yr-2010	Site Assessment	Boulder  CO	CO	CO	USA	topic-1	Site Assessment
pat0132	num-7873490	yr-2011	Site Assessment	Sebastopol  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0715	num-13/193 339	yr-2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0685	num-13/107 600	yr-2011	Solar Inverter	Nurnberg	N/A	N/A	Germany	topic-0	Solar Inverter
pat0778	num-13/347 191	yr-2012	Solar Inverter	Wagen	N/A	N/A	Germany	topic-0	Solar Inverter
pat0673	num-13/089 916	yr-2011	Solar Monitoring	Dresden	N/A	N/A	Germany	topic-11	Solar Inverter
pat0039	num-7434362	yr-2008	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	topic-14	Solar Mounting/Rack
pat0093	num-7786716	yr-2010	Solar Monitoring	El Segundo	CA	CA	USA	topic-6	Solar Inverter
pat0416	num-12/348 872	yr-2009	Solar Monitoring	Kelkheim  DE	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0635	num-13/021 770	yr-2011	Solar Mounting/Rack	New Milford  CT	CT	CT	USA	topic-14	Solar Mounting/Rack
pat0594	num-12/917 879	yr-2011	Solar Inverter	Zurich	N/A	N/A	Switzerland	topic-0	Solar Inverter
pat0659	num-13/068 753	yr-2012	Solar Inverter	Metzingen	N/A	N/A	Germany	topic-0	Solar Inverter
pat0487	num-12/612 641	yr-2012	Solar Monitoring	Los Gatos  CA	CA	CA	USA	topic-11	Solar Inverter
pat0678	num-13/094 924	yr-2011	Solar Mounting/Rack	Ichtershausen	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0740	num-13/243 603	yr-2012	Solar Inverter	TAOYUAN HSIEN	N/A	N/A	Taiwan	topic-11	Solar Inverter
pat0687	num-13/108 771	yr-2011	Solar Mounting/Rack	Schaan	N/A	N/A	Liechtenstein	topic-14	Solar Mounting/Rack
pat0761	num-13/302 041	yr-2012	Solar Mounting/Rack	Tossicia  IT	N/A	N/A	Italy	topic-2	Solar Mounting/Rack
pat0210	num-8113853	yr-2012	Solar Mounting/Rack	Toms River  NJ	NJ	NJ	USA	topic-9	Solar Mounting/Rack
pat0047	num-7484507	yr-2009	Solar Mounting/Rack	Vaughn	N/A	N/A	Canada	topic-2	Solar Mounting/Rack
pat0033	num-7397653	yr-2008	Solar Inverter	Bend  OR	OR	OR	USA	topic-14	Solar Mounting/Rack
pat0510	num-12/722 096	yr-2011	Solar Inverter	Perrysburg  OH	OH	OH	USA	topic-11	Solar Inverter
pat0774	num-13/329 696	yr-2012	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	topic-14	Solar Mounting/Rack
pat0534	num-12/788 066	yr-2010	Solar Monitoring	Hod Hasharon	N/A	N/A	Israel	topic-5	Solar Monitoring
pat0102	num-7812592	yr-2010	Solar Monitoring	Niestetal	N/A	N/A	Germany	topic-11	Solar Inverter
pat0654	num-13/060 418	yr-2011	Solar Mounting/Rack	Frankfurt	N/A	N/A	Germany	topic-13	Solar Mounting/Rack
pat0672	num-13/089 575	yr-2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0461	num-12/549 339	yr-2011	Solar Mounting/Rack	Carlsbad  CA	USA	USA	USA	topic-2	Solar Mounting/Rack
pat0414	num-12/338 740	yr-2009	Solar Monitoring	Denver  CO	CO	CO	USA	topic-7	Solar Inverter
pat0141	num-7899035	yr-2011	Solar Inverter	Vienna	N/A	N/A	Austria	topic-5	Solar Monitoring
