PatId	Patnum	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea
pat0043	num-7471073	yr-2008	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-11	Solar Inverter
pat0649	num-13/045 793	yr-2012	Solar Inverter	New Taipei City	N/A	N/A	Taiwan	topic-9	Solar Mounting/Rack
pat0480	num-12/597 005	yr-2010	Solar Mounting/Rack	Schwedt	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0364	num-11/944 816	yr-2008	Solar Inverter	Puslinch  CA	CA	CA	USA	topic-7	Solar Inverter
pat0446	num-12/483 022	yr-2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-4	Solar Mounting/Rack
pat0078	num-7732949	yr-2010	Solar Monitoring	Armonk  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0725	num-13/209 730	yr-2012	Solar Mounting/Rack	Mountain View  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0398	num-12/229 893	yr-2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	topic-7	Solar Inverter
pat0373	num-12/075 588	yr-2009	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-0	Solar Inverter
pat0254	num-8207630	yr-2012	Solar Inverter	North Andover MA	MA	MA	USA	topic-7	Solar Inverter
pat0748	num-13/267 606	yr-2012	Solar Mounting/Rack	San Luis Obispo  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0170	num-8004113	yr-2011	Solar Monitoring	Cupertino  CA	CA	CA	USA	topic-6	Solar Inverter
pat0271	num-8234824	yr-2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0453	num-12/505877	yr-2011	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-11	Solar Inverter
pat0779	num-13/347 383	yr-2012	Solar Mounting/Rack	Milpitas  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0350	num-11/777 391	yr-2009	Solar Monitoring	Menlo Park  CA	CA	CA	USA	topic-8	Solar Inverter
pat0525	num-12/768 637	yr-2010	Solar Mounting/Rack	Wuxi	N/A	N/A	China	topic-9	Solar Mounting/Rack
pat0109	num-7823583	yr-2010	Solar Mounting/Rack	Pasadena  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0084	num-7750502	yr-2010	Solar Monitoring	Stafford  TX	TX	TX	USA	topic-3	Solar Monitoring
pat0180	num-8023288	yr-2011	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0582	num-12/902 730	yr-2012	Solar Inverter	Livermore  CA	CA	CA	USA	topic-11	Solar Inverter
pat0138	num-7893346	yr-2011	Solar Inverter	Glen Mills  PA	PA	PA	USA	topic-7	Solar Inverter
pat0237	num-8177566	yr-2012	Solar Mounting/Rack	Detmold	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0746	num-13/254 666	yr-2011	Solar Monitoring	Fort Collins  CO	CO	CO	USA	topic-11	Solar Inverter
pat0358	num-11/855 390	yr-2009	Solar Inverter	San Jose  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0103	num-7813153	yr-2010	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0745	num-13/253 960	yr-2012	Solar Mounting/Rack	Buffalo  NY	NY	NY	USA	topic-14	Solar Mounting/Rack
pat0269	num-8228697	yr-2012	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-11	Solar Inverter
pat0204	num-8102074	yr-2012	Solar Inverter	Los Gatos  CA	CA	CA	USA	topic-11	Solar Inverter
pat0668	num-13/084 553	yr-2012	Solar Monitoring	Dallas  TX	TX	TX	USA	topic-5	Solar Monitoring
pat0747	num-13/256 134	yr-2012	Site Assessment	Leganes	N/A	N/A	Spain	topic-5	Solar Monitoring
pat0071	num-7678991	yr-2010	Solar Mounting/Rack	Dallas  TX	TX	TX	USA	topic-13	Solar Mounting/Rack
pat0347	num-11/711 522	yr-2007	Solar Mounting/Rack	London	N/A	N/A	Great Britain	topic-13	Solar Mounting/Rack
pat0437	num-12/430 793	yr-2010	Solar Mounting/Rack	Dana Point  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0267	num-8227942	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-9	Solar Mounting/Rack
pat0228	num-8159178	yr-2012	Solar Inverter	Palatine  IL	IL	IL	USA	topic-11	Solar Inverter
pat0794	num-13/399 970	yr-2012	Solar Mounting/Rack	Flagstaff  AZ	AZ	AZ	USA	topic-12	Solar Mounting/Rack
pat0617	num-12/968 612	yr-2011	Solar Mounting/Rack	Fountain Valley  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0609	num-12/957 501	yr-2011	Solar Inverter	Devens  MA	MA	MA	USA	topic-11	Solar Inverter
pat0065	num-7632109	yr-2009	Solar Mounting/Rack	Detmold	N/A	N/A	Germany	topic-2	Solar Mounting/Rack
pat0392	num-12/189 189	yr-2009	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	topic-8	Solar Inverter
pat0260	num-8213199	yr-2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	topic-6	Solar Inverter
pat0082	num-7745722	yr-2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	topic-14	Solar Mounting/Rack
pat0241	num-8189352	yr-2012	Solar Inverter	Fisciano	N/A	N/A	Italy	topic-11	Solar Inverter
pat0010	num-7126294	yr-2006	Solar Inverter	Tokyo	N/A	N/A	Japan	topic-11	Solar Inverter
pat0720	num-13/198 611	yr-2012	Site Assessment	Salt Lake City  UT	UT	UT	USA	topic-1	Site Assessment
pat0178	num-8022571	yr-2011	Solar Inverter	Cupertino  CA	CA	CA	USA	topic-11	Solar Inverter
pat0050	num-7502241	yr-2009	Solar Inverter	Bend  OR	OR	OR	USA	topic-11	Solar Inverter
pat0378	num-12/108 824	yr-2009	Solar Mounting/Rack	Los Angeles  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0434	num-12/411 294	yr-2009	Solar Inverter	Washington  DC	DC	DC	USA	topic-6	Solar Inverter
pat0805	num-13/426 274	yr-2012	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	topic-14	Solar Mounting/Rack
pat0080	num-7738228	yr-2010	Solar Inverter	Bend  OR	OR	OR	USA	topic-13	Solar Mounting/Rack
pat0304	num-8310094	yr-2012	Solar Inverter	Osaka-shi	N/A	N/A	Japan	topic-3	Solar Monitoring
pat0703	num-13/159 396	yr-2012	Solar Inverter	Livermore  CA	CA	CA	USA	topic-11	Solar Inverter
pat0122	num-7849849	yr-2010	Solar Mounting/Rack	Rangsdorf	N/A	N/A	Germany	topic-2	Solar Mounting/Rack
pat0739	num-13/242 281	yr-2012	Solar Inverter	Sharon	N/A	N/A	Canada	topic-6	Solar Inverter
pat0171	num-8004116	yr-2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-3	Solar Monitoring
pat0394	num-12/203 093	yr-2009	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-8	Solar Inverter
pat0806	num-13/427 139	yr-2012	Solar Inverter	Seoul	N/A	N/A	South Korea	topic-8	Solar Inverter
pat0028	num-7338311	yr-2008	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0425	num-12/379 196	yr-2010	Solar Inverter	Santa Clara  CA	CA	CA	USA	topic-0	Solar Inverter
pat0669	num-13/084 922	yr-2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	topic-14	Solar Mounting/Rack
pat0162	num-7964837	yr-2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-8	Solar Inverter
pat0135	num-7888584	yr-2011	Solar Mounting/Rack	Aloha  OR	OR	OR	USA	topic-13	Solar Mounting/Rack
pat0117	num-7843714	yr-2010	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0541	num-12/802 094	yr-2011	Solar Mounting/Rack	Hamilton	N/A	N/A	New Zealand	topic-14	Solar Mounting/Rack
pat0163	num-7969757	yr-2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	topic-0	Solar Inverter
pat0097	num-7806377	yr-2010	Solar Mounting/Rack	Hopewell  NJ	NJ	NJ	USA	topic-14	Solar Mounting/Rack
pat0381	num-12/121 580	yr-2008	Solar Inverter	Colorado Springs  CO	CO	CO	USA	topic-0	Solar Inverter
pat0735	num-13/228 596	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0371	num-12/069 094	yr-2008	Solar Mounting/Rack	Bloomfield  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0718	num-13/197 101	yr-2012	Solar Mounting/Rack	New District Wuxi	N/A	N/A	China	topic-8	Solar Inverter
pat0708	num-13/168 790	yr-2012	Solar Inverter	Nurnberg	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0057	num-7576282	yr-2009	Solar Mounting/Rack	Sharon Center  OH	OH	OH	USA	topic-14	Solar Mounting/Rack
pat0519	num-12/742 554	yr-2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-9	Solar Mounting/Rack
pat0670	num-13/089 551	yr-2011	Solar Mounting/Rack	Bielefeld	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0120	num-7847181	yr-2010	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	topic-4	Solar Mounting/Rack
pat0576	num-12/895 340	yr-2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0150	num-7925552	yr-2011	Solar Monitoring	Foster City  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0736	num-13/232 544	yr-2012	Solar Inverter	Zurich	N/A	N/A	Switzerland	topic-11	Solar Inverter
pat0790	num-13/392 289	yr-2012	Solar Mounting/Rack	Courbevoie	N/A	N/A	France	topic-14	Solar Mounting/Rack
pat0136	num-7888587	yr-2011	Solar Mounting/Rack	Richmond  CA	WA	WA	USA	topic-12	Solar Mounting/Rack
pat0777	num-13/346 532	yr-2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-10	Solar Inverter
pat0445	num-12/473 397	yr-2010	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-0	Solar Inverter
pat0551	num-12/844 878	yr-2011	Solar Monitoring	Alexandria  VA	VA	VA	USA	topic-11	Solar Inverter
pat0223	num-8145578	yr-2012	Site Assessment	Redmond  WA	WA	WA	USA	topic-1	Site Assessment
pat0179	num-8023266	yr-2011	Solar Inverter	Westford  MA	MA	MA	USA	topic-9	Solar Mounting/Rack
pat0370	num-12/046 113	yr-2009	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0418	num-12/351 105	yr-2010	Solar Monitoring	Los Gatos  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0442	num-12/461 889	yr-2010	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-8	Solar Inverter
pat0195	num-8076903	yr-2011	Solar Inverter	Lisle  IL	IL	IL	USA	topic-3	Solar Monitoring
pat0335	num-11/400 786	yr-2006	Solar Inverter	Bend  OR	OR	OR	USA	topic-0	Solar Inverter
pat0321	num-10/748 587	yr-2005	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-0	Solar Inverter
pat0610	num-12/957 536	yr-2011	Solar Mounting/Rack	Stamford  CT	CT	CT	USA	topic-14	Solar Mounting/Rack
pat0400	num-12/231 738	yr-2010	Site Assessment	Bolinas  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0837	num-13/500 651	yr-2012	Solar Inverter	Pettenbach	N/A	N/A	Austria	topic-11	Solar Inverter
pat0613	num-12/959 213	yr-2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	topic-14	Solar Mounting/Rack
pat0214	num-8130518	yr-2012	Solar Inverter	Rancocas  NJ	NJ	NJ	USA	topic-6	Solar Inverter
pat0417	num-12/350 339	yr-2009	Solar Mounting/Rack	London	N/A	N/A	Great Britain	topic-2	Solar Mounting/Rack
pat0131	num-7872375	yr-2011	Solar Monitoring	Detroit  MI	MI	MI	USA	topic-6	Solar Inverter
pat0346	num-11/673 649	yr-2008	Solar Monitoring	Cold Spring  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0558	num-12/852 454	yr-2011	Solar Mounting/Rack	Los Alamitos  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0055	num-7564013	yr-2009	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-11	Solar Inverter
pat0764	num-13/309 909	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0359	num-11/859 724	yr-2009	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0505	num-12/714 029	yr-2011	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0343	num-11/628 362	yr-2008	Solar Monitoring	Den Haag	N/A	N/A	Netherlands	topic-7	Solar Inverter
pat0723	num-13/204 363	yr-2012	Solar Mounting/Rack	Millington  NJ	NJ	NJ	USA	topic-2	Solar Mounting/Rack
pat0782	num-13/357 683	yr-2012	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	topic-2	Solar Mounting/Rack
pat0816	num-13/440 378	yr-2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	topic-10	Solar Inverter
pat0249	num-8200373	yr-2012	Solar Monitoring	Moorpark  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0680	num-13/095 190	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0771	num-13/319 894	yr-2012	Solar Mounting/Rack	Courbevoie	N/A	N/A	France	topic-14	Solar Mounting/Rack
pat0059	num-7600349	yr-2009	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	topic-14	Solar Mounting/Rack
pat0183	num-8033859	yr-2011	Solar Mounting/Rack	Blomberg	N/A	N/A	Germany	topic-9	Solar Mounting/Rack
pat0839	num-13/518 624	yr-2012	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	topic-2	Solar Mounting/Rack
pat0498	num-12/665 517	yr-2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	topic-2	Solar Mounting/Rack
pat0203	num-8099922	yr-2012	Solar Mounting/Rack	Mascoutah  IL	IL	IL	USA	topic-2	Solar Mounting/Rack
pat0595	num-12/919 841	yr-2011	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	topic-13	Solar Mounting/Rack
pat0018	num-7256566	yr-2007	Solar Inverter	Dearborn  MI	MI	MI	USA	topic-11	Solar Inverter
pat0554	num-12/846 621	yr-2011	Solar Mounting/Rack	Perrysburg  OH	OH	OH	USA	topic-14	Solar Mounting/Rack
pat0458	num-12/542 600	yr-2011	Solar Inverter	Roanoke  TX	TX	TX	USA	topic-9	Solar Mounting/Rack
pat0231	num-8169226	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0386	num-12/153 381	yr-2009	Solar Inverter	Taipei City	N/A	N/A	Taiwan	topic-6	Solar Inverter
pat0382	num-12/122 950	yr-2008	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-8	Solar Inverter
pat0259	num-8213133	yr-2012	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-7	Solar Inverter
pat0153	num-7929326	yr-2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	topic-0	Solar Inverter
pat0846	num-13/548 434	yr-2012	Solar Mounting/Rack	Nederland  CO	CO	CO	USA	topic-2	Solar Mounting/Rack
pat0637	num-13/028 152	yr-2011	Solar Inverter	Fremont  CA	CA	CA	USA	topic-0	Solar Inverter
pat0632	num-13/015 612	yr-2011	Solar Monitoring  Solar Inverter	Hod Hasharon	N/A	N/A	Israel	topic-8	Solar Inverter
pat0063	num-7622666	yr-2009	Solar Mounting/Rack	Monrovia  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0024	num-7310052	yr-2007	Solar Monitoring	Henderson  NV	NV	NV	USA	topic-5	Solar Monitoring
pat0840	num-13/527 444	yr-2012	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0401	num-12/237326	yr-2009	Solar Mounting/Rack	Redwood City  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0749	num-13/269 580	yr-2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0029	num-7352549	yr-2008	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-11	Solar Inverter
pat0737	num-13/234 250	yr-2012	Site Assessment	Niestetal	N/A	N/A	Germany	topic-1	Site Assessment
pat0044	num-7476832	yr-2009	Solar Mounting/Rack	Hoffman Estates  IL	IL	IL	USA	topic-2	Solar Mounting/Rack
pat0077	num-7719140	yr-2010	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-9	Solar Mounting/Rack
pat0264	num-8222767	yr-2012	Solar Inverter	Petaluma  CA	CA	CA	USA	topic-6	Solar Inverter
pat0020	num-7274975	yr-2007	Solar Monitoring	Washington  DC	DC	DC	USA	topic-3	Solar Monitoring
pat0356	num-11/842 484	yr-2009	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0282	num-8264193	yr-2012	Solar Monitoring	Ottawa	N/A	N/A	Canada	topic-11	Solar Inverter
pat0677	num-13/094 207	yr-2011	Solar Inverter	Kingston	N/A	N/A	Canada	topic-11	Solar Inverter
pat0478	num-12/592 889	yr-2010	Solar Mounting/Rack	Petaluma  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0511	num-12/722 129	yr-2011	Solar Inverter	Perrysburg  OH	OH	OH	USA	topic-11	Solar Inverter
pat0087	num-7768154	yr-2010	Solar Inverter	Bend  OR	OR	OR	USA	topic-13	Solar Mounting/Rack
pat0626	num-12/997 267	yr-2011	Solar Mounting/Rack	Kirchdorf	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0812	num-13/430 388	yr-2012	Solar Inverter	Hod Hasharon	N/A	N/A	Israel	topic-10	Solar Inverter
pat0628	num-13/004 962	yr-2012	Solar Inverter	Palatine  IL	IL	IL	USA	topic-12	Solar Mounting/Rack
pat0098	num-7807918	yr-2010	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0174	num-8013472	yr-2011	Solar Inverter	Herzelia	N/A	N/A	Israel	topic-6	Solar Inverter
pat0147	num-7919953	yr-2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-10	Solar Inverter
pat0656	num-13/061 365	yr-2011	Solar Mounting/Rack	Pisa	N/A	N/A	Italy	topic-2	Solar Mounting/Rack
pat0463	num-12/561 254	yr-2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-13	Solar Mounting/Rack
pat0017	num-7230532	yr-2007	Solar Monitoring	Oberhaching	N/A	N/A	Germany	topic-5	Solar Monitoring
pat0391	num-12/177 133	yr-2009	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0542	num-12/802 231	yr-2010	Site Assessment	Surrey  CA	CA	CA	USA	topic-5	Solar Monitoring
pat0492	num-12/626 878	yr-2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0762	num-13/303 360	yr-2012	Solar Mounting/Rack	Midway  UT	UT	UT	USA	topic-13	Solar Mounting/Rack
pat0326	num-10/931 183	yr-2006	Solar Mounting/Rack	San Diego  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0095	num-7797883	yr-2010	Solar Mounting/Rack	Foster City  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0441	num-12/456 079	yr-2010	Solar Mounting/Rack	Grass Valley  CA	USA	USA	USA	topic-4	Solar Mounting/Rack
pat0367	num-11/951 419	yr-2008	Solar Monitoring	Raanana  IL	N/A	N/A	Israel	topic-5	Solar Monitoring
pat0692	num-13/128 461	yr-2012	Solar Mounting/Rack	Koln	N/A	N/A	Germany	topic-14	Solar Mounting/Rack
pat0800	num-13/409 421	yr-2012	Solar Mounting/Rack	Malvern  PA	PA	PA	USA	topic-2	Solar Mounting/Rack
pat0566	num-12/867 227	yr-2011	Solar Inverter	Munich	N/A	N/A	Germany	topic-7	Solar Inverter
pat0719	num-13/197 175	yr-2012	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	topic-14	Solar Mounting/Rack
pat0323	num-10/855 254	yr-2006	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0332	num-11/326 271	yr-2006	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	topic-4	Solar Mounting/Rack
pat0501	num-12/709 166	yr-2010	Solar Inverter	Kingston	N/A	N/A	Canada	topic-0	Solar Inverter
pat0035	num-7411802	yr-2008	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0573	num-12/892 581	yr-2011	Solar Monitoring	Yokohama	N/A	N/A	Japan	topic-11	Solar Inverter
pat0413	num-12/326 209	yr-2010	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	topic-7	Solar Inverter
pat0663	num-13/075 579	yr-2011	Solar Inverter	Scottsdale  AZ	AZ	AZ	USA	topic-0	Solar Inverter
pat0081	num-7742897	yr-2010	Solar Monitoring	Cold Spring  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0038	num-7433215	yr-2008	Solar Inverter	Bend  OR	OR	OR	USA	topic-11	Solar Inverter
pat0435	num-12/411 786	yr-2009	Solar Mounting/Rack	Westford  MA	MA	MA	USA	topic-9	Solar Mounting/Rack
pat0086	num-7766292	yr-2010	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	topic-14	Solar Mounting/Rack
pat0399	num-12/230 381	yr-2010	Solar Inverter	Hayward  CA	CA	CA	USA	topic-11	Solar Inverter
pat0058	num-7592537	yr-2009	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	topic-2	Solar Mounting/Rack
pat0205	num-8103465	yr-2012	Solar Monitoring	Branchburg  NJ	NJ	NJ	USA	topic-3	Solar Monitoring
pat0242	num-8191320	yr-2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0842	num-13/530 748	yr-2012	Solar Mounting/Rack	Rochester  MI	MI	MI	USA	topic-4	Solar Mounting/Rack
pat0070	num-7672149	yr-2010	Solar Inverter	Niestetal	N/A	N/A	Germany	topic-0	Solar Inverter
pat0338	num-11/533 094	yr-2007	Solar Mounting/Rack	Philadelphia  PA	PA	PA	USA	topic-13	Solar Mounting/Rack
pat0769	num-13/318 260	yr-2012	Solar Monitoring	Osaka-shi	N/A	N/A	Japan	topic-6	Solar Inverter
pat0686	num-13/108 135	yr-2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-11	Solar Inverter
pat0506	num-12/715 791	yr-2010	Solar Mounting/Rack	Tokyo	N/A	N/A	Japan	topic-9	Solar Mounting/Rack
pat0318	num-8339112	yr-2012	Solar Inverter	Agrate Brianza	N/A	N/A	Italy	topic-6	Solar Inverter
pat0575	num-12/895 328	yr-2012	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0744	num-13/253 629	yr-2012	Solar Monitoring	Maple Glen  PA	PA	PA	USA	topic-3	Solar Monitoring
pat0466	num-12/564 732	yr-2010	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	topic-4	Solar Mounting/Rack
pat0507	num-12/716 654	yr-2011	Solar Inverter	Milpitas  CA	CA	CA	USA	topic-6	Solar Inverter
pat0073	num-7692091	yr-2010	Solar Mounting/Rack	Harrisonburg  VA	VA	VA	USA	topic-2	Solar Mounting/Rack
pat0802	num-13/412 480	yr-2012	Solar Inverter	Hayward  CA	CA	CA	USA	topic-7	Solar Inverter
pat0351	num-11/777 397	yr-2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	topic-8	Solar Inverter
pat0215	num-8134812	yr-2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-7	Solar Inverter
pat0360	num-11/875 799	yr-2008	Solar Monitoring	Cupertino  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0503	num-12/713 885	yr-2011	Solar Mounting/Rack	Berwyn  PA	PA	PA	USA	topic-9	Solar Mounting/Rack
pat0793	num-13/399 073	yr-2012	Solar Mounting/Rack	Suffern  NY	NY	NY	USA	topic-14	Solar Mounting/Rack
pat0060	num-7605498	yr-2009	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-6	Solar Inverter
pat0700	num-13/152 787	yr-2012	Solar Inverter	Livermore  CA	CA	CA	USA	topic-11	Solar Inverter
pat0193	num-8067855	yr-2011	Solar Inverter	Cambridge	N/A	N/A	Great Britain	topic-6	Solar Inverter
pat0227	num-8156697	yr-2012	Solar Mounting/Rack	San Rafeal  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0199	num-8093756	yr-2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	topic-8	Solar Inverter
pat0331	num-11/315 327	yr-2006	Solar Mounting/Rack	Osaka-shi	N/A	N/A	Japan	topic-5	Solar Monitoring
pat0429	num-12/392 042	yr-2009	Solar Inverter	Los Gatos  CA	CA	CA	USA	topic-3	Solar Monitoring
pat0647	num-13/044 387	yr-2011	Solar Mounting/Rack	Goodyear  AZ	AZ	AZ	USA	topic-14	Solar Mounting/Rack
pat0409	num-12/320 715	yr-2010	Solar Monitoring	Hayward  CA	CA	CA	USA	topic-11	Solar Inverter
pat0607	num-12/953 850	yr-2011	Solar Monitoring	Armonk  NY	NY	NY	USA	topic-5	Solar Monitoring
pat0232	num-8169805	yr-2012	Solar Inverter	Wagen	N/A	N/A	Germany	topic-0	Solar Inverter
pat0581	num-12/902 049	yr-2012	Solar Inverter	Austin  TX	TX	TX	USA	topic-6	Solar Inverter
pat0142	num-7900361	yr-2011	Solar Inverter	Herzelia	N/A	N/A	Israel	topic-0	Solar Inverter
pat0100	num-7808127	yr-2010	Solar Monitoring	Richardson  TX	TX	TX	USA	topic-6	Solar Inverter
pat0451	num-12/505 802	yr-2011	Solar Inverter	Schenectady  NY	NY	NY	USA	topic-6	Solar Inverter
pat0811	num-13/429 881	yr-2012	Solar Mounting/Rack	Grass Valley  CA	CA	CA	USA	topic-4	Solar Mounting/Rack
pat0533	num-12/786 894	yr-2010	Solar Mounting/Rack	Hod Hasharon	N/A	N/A	Israel	topic-14	Solar Mounting/Rack
pat0583	num-12/904 965	yr-2011	Solar Monitoring	San Jose  CA	CA	CA	USA	topic-12	Solar Mounting/Rack
pat0123	num-7855473	yr-2010	Solar Inverter	Petaluma  CA	CA	CA	USA	topic-6	Solar Inverter
pat0526	num-12/771 079	yr-2010	Solar Mounting/Rack	Saline  MI	MI	MI	USA	topic-14	Solar Mounting/Rack
pat0173	num-8004232	yr-2011	Solar Monitoring	San Jose  CA	CA	CA	USA	topic-6	Solar Inverter
pat0614	num-12/959 228	yr-2011	Solar Mounting/Rack	Brick  NJ	NJ	NJ	USA	topic-14	Solar Mounting/Rack
pat0547	num-12/823 006	yr-2010	Solar Mounting/Rack	Coppell  TX	TX	TX	USA	topic-13	Solar Mounting/Rack
pat0490	num-12/625 363	yr-2010	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	topic-8	Solar Inverter
pat0357	num-11/848 766	yr-2008	Solar Mounting/Rack	Berkeley  CA	CA	CA	USA	topic-14	Solar Mounting/Rack
pat0037	num-7432618	yr-2008	Solar Inverter	Bend OR	OR	OR	USA	topic-6	Solar Inverter
pat0729	num-13/216 306	yr-2012	Solar Monitoring	Austin  TX	TX	TX	USA	topic-7	Solar Inverter
