PatId	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	ourCPCnum1	ourCPCnum2	ourCPCnum3
pat0561	2011	Solar Monitoring	San Jose  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0171	2011	Solar Inverter- Solar Monitoring	Fort Collins  CO	CO	CO	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0575	2009	Solar Monitoring-  Solar Inverter	Half Moon Bay  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0338	2011	Solar Inverter	Zurich			Switzerland	12	Solar Inverter	Y02E	H02J	H02M
pat0434	2011	Solar Inverter	Austin  TX	TX	TX	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0421	2009	Solar Inverter	Niestetal			Germany	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0560	2010	Solar Monitoring	San Diego  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0164	2011	Solar Mounting/Rack	Santa Rose  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0668	2011	Solar Mounting/Rack	Dongguan			China	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0729	2011	Solar Mounting/Rack	Menlo Park  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0689	2009	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0642	2011	Solar Mounting/Rack	Mendham  NJ	NJ	NJ	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0185	2011	Solar Inverter	Niestetal			Germany	8	Solar Inverter	Y02E	H02J	G01R
pat0307	2012	Solar Inverter- Solar Monitoring	Osaka-shi			Japan	4	Solar Monitoring	H02J	Y02B	Y02E
pat0581	2010	Solar Monitoring- Solar Inverter	Beit Aharon  IL			Israel	0	Solar Inverter	Y02E	H02J	H02M
pat0594	2007	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0253	2012	Solar Mounting/Rack	Boston  MA	MA	MA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0298	2012	Solar Monitoring	Troy  OH	OH	OH	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0716	2010	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0657	2010	Solar Mounting/Rack	Upper Montclair  NJ	NJ	NJ	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0190	2011	Solar Inverter	Santa Clara  CA	CA	CA	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0402	2012	Solar Inverter	Seoul			South Korea	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0588	2011	Solar Mounting/Rack	Aholmnig			Germany	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0543	2010	Solar Monitoring	Armonk  NY	NY	NY	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0680	2010	Solar Mounting/Rack	Stamford  CT	CT	CT	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0147	2011	Solar Inverter	Fort Collins  CO	CO	CO	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0013	2007	Solar Inverter	Dearborn  MI	MI	MI	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0695	2010	Solar Mounting/Rack	Singapore			Singapore	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0152	2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0199	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0556	2011	Solar Monitoring	Osaka	N/A	N/A	Japan	11	Solar Monitoring	H04Q	Y04S	G01D
pat0417	2007	Solar Inverter	Osaka			Japan	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0270	2012	Solar Inverter- Solar Mounting/Rack	Austin  TX	TX	TX	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0331	2010	Site Assessment	New York  NY	NY	NY	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0735	2008	Solar Mounting/Rack	Detmold	Germany	Germany	Germany	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0178	2011	Solar Monitoring	Cupertino  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0674	2008	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0661	2010	Solar Mounting/Rack	Boulder  CA	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0720	2005	Solar Mounting/Rack	Palo Alto  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0324	2007	Solar Monitoring	San Mateo  CA	CA	CA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0428	2012	Solar Inverter	Niestetal			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0569	2008	Solar Monitoring	London	N/A	N/A	United Kingdom	0	Solar Inverter	Y02E	H02J	H02M
pat0082	2010	Solar Mounting/Rack	Warrenville  IL	IL	IL	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0604	2009	Solar Mounting/Rack	Alameda  CA	USA	USA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0341	2010	Solar Inverter	Dresden			Germany	0	Solar Inverter	Y02E	H02J	H02M
pat0354	2009	Solar Inverter	Maple Glen  PA	PA	PA	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0458	2006	Solar Inverter	Schenectady  NY	NY	NY	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0493	2007	Solar Inverter- Solar Monitoring	Cupertino  CA	CA	CA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0215	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0519	2012	Solar Monitoring	Gallatin  TN	TN	TN	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0611	2006	Solar Mounting/Rack	Muchamiel			Spain	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0097	2010	Solar Mounting/Rack	Hopewell  NJ	NJ	NJ	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0076	2010	Solar Monitoring	Cold Spring  NY	NY	NY	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0472	2010	Solar Inverter	Niestetal			Germany	8	Solar Inverter	Y02E	H02J	G01R
pat0533	2008	Solar Monitoring	Petaluma  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0526	2010	Solar Monitoring	Warrenville  IL	IL	IL	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0467	2011	Solar Inverter	Bend  OR	OR	OR	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0377	2010	Solar Inverter	Pettenbach			Austria	8	Solar Inverter	Y02E	H02J	G01R
pat0236	2012	Solar Mounting/Rack	Marango  OH	OH	OH	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0632	2009	Solar Mounting/Rack	Essex  GB	Great Britain	Great Britain	Great Britain	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0627	2010	Solar Mounting/Rack	Brick  NJ	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0223	2012	Site Assessment	Redmond  WA	WA	WA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0362	2010	Solar Inverter	Newtown  Powys			Great Britain	14	Solar Inverter	H02M	Y02E	Y02B
pat0505	2007	Solar Monitoring	Raanana  IL	IL	IL	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0383	2010	Solar Inverter	Schenectady  NY	NY	NY	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0348	2009	Solar Inverter	Devens  MA	MA	MA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0444	2009	Solar Inverter	Mountain View  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0101	2010	Solar Mounting/Rack	Littleton  CO	CO	CO	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0114	2010	Solar Monitoring	Waterford  MI	MI	MI	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0055	2009	Solar Inverter	Niestetal			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0396	2008	Solar Inverter	Colorado Springs  CO	CO	CO	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0451	2010	Solar Inverter	Livermore  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0510	2008	Solar Monitoring	Hollsboro  OR	OR	OR	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0537	2010	Solar Monitoring	Schenectady  NY	NY	NY	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0476	2010	Solar Inverter-	Devens  MA	MA	MA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0133	2011	Solar Inverter- Solar Monitoring	Los Gatos  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0463	2007	Solar Inverter	Sarriguren			Spain	0	Solar Inverter	Y02E	H02J	H02M
pat0522	2010	Solar Monitoring	San Jose  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0345	2011	Solar Inverter	Redmond  OR	OR	OR	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0482	2007	Solar Inverter- Solar Monitoring	Menlo Park  CA	CA	CA	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0449	2011	Solar Inverter	Castro Valley  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0508	2008	Solar Monitoring	Santa Clara  CA	CA	CA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0600	2010	Solar Mounting/Rack	Saline  MI	MI	MI	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0086	2010	Solar Mounting/Rack	Albuquerque  NM	NM	NM	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0058	2009	Solar Mounting/Rack	San Rafael  CA	CA	CA	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0093	2010	Solar Monitoring	El Segundo	CA	CA	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0119	2010	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0350	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0497	2011	Solar Inverter- Solar Mounting/Rack	Fremont  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0105	2010	Solar Inverter	Wagen			Germany	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0609	2007	Solar Mounting/Rack	London			Great Britain	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0044	2009	Solar Mounting/Rack	Hoffman Estates  IL	IL	IL	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0387	2011	Solar Inverter	Fremont  CA	CA	CA	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0440	2012	Solar Inverter	Hod Hasharon			Israel	12	Solar Inverter	Y02E	H02J	H02M
pat0501	2007	Solar Monitoring	Den Haag  NL			NL	6	Solar Monitoring	G01R	Y04S	Y02B
pat0218	2012	Solar Mounting/Rack	Mainz			Germany	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0514	2009	Solar Monitoring	Haslach	N/A	N/A	Germany	4	Solar Monitoring	H02J	Y02B	Y02E
pat0359	2011	Solar Inverter	Kwun Tong			China	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0392	2011	Solar Inverter	Milpitas  CA	CA	CA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0455	2006	Solar Inverter	Bend  OR	OR	OR	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0051	2009	Site Assessment	Linden  TN	TN	TN	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0110	2010	Solar Mounting/Rack-	Berwyn  PA	PA	PA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0636	2011	Solar Mounting/Rack	Pomona  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0232	2012	Solar Inverter- Solar Monitoring	Wagen			Germany	0	Solar Inverter	Y02E	H02J	H02M
pat0373	2012	Solar Inverter	Petaluma  CA	CA	CA	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0366	2010	Solar Inverter	Hong Kong			China	4	Solar Monitoring	H02J	Y02B	Y02E
pat0623	2010	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0585	2012	Solar Monitoring- Solar Inverter-	Osaka			Japan	2	Solar Inverter	H02J	Y02E	H02M
pat0707	2012	Solar Mounting/Rack	Rochester  MI	MI	MI	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0646	2011	Solar Mounting/Rack	Mascoutah  IL	IL	IL	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0181	2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0653	2012	Solar Mounting/Rack					1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0698	2011	Solar Mounting/Rack	Schaan			Liechtenstein	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0194	2011	Solar Inverter-	Peoria  IL	IL	IL	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0712	2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0590	2009	Solar Mounting/Rack	Michigan Center  MI	MI	MI	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0257	2012	Solar Inverter	North Andover MA	MA	MA	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0430	2012	Solar Inverter	Niestetal			Germany	0	Solar Inverter	Y02E	H02J	H02M
pat0571	2011	Solar Monitoring	Maple Glen  PA	PA	PA	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0175	2011	Solar Monitoring	Novato  CA	CA	CA	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0679	2009	Solar Mounting/Rack	Robbinsville  NJ	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0034	2008	Solar Mounting/Rack	Saratoga  CA	USA	USA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0738	2008	Solar Mounting/Rack	Tomago			Australia	2	Solar Inverter	H02J	Y02E	H02M
pat0564	2009	Solar Monitoring	Los Gatos  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0425	2011	Solar Inverter	Niestetal			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0670	2011	Solar Mounting/Rack	Hong Kong			China	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0731	2011	Solar Mounting/Rack	West Hartford  CT	CT	CT	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0335	2008	Site Assessment	Englewood  CO	CO	CO	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0439	2012	Solar Inverter	Hod Hasharon			Israel	2	Solar Inverter	H02J	Y02E	H02M
pat0578	2009	Solar Monitoring- Solar Inverter	Schenectady  NY	NY	NY	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0261	2012	Solar Inverter	Niestetal			Germany	12	Solar Inverter	Y02E	H02J	H02M
pat0320	2012	Solar Inverter	Perrysburg  OH	OH	OH	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0028	2008	Solar Inverter	Niestetal			Germany	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0724	2009	Solar Mounting/Rack	San Jose  CA	USA	USA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0169	2011	Solar Inverter- Solar Monitoring	Schenectady  NY	NY	NY	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0665	2011	Solar Mounting/Rack	Lafayette  CO	CO	CO	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0002	2005	Solar Mounting/Rack	Tucson  AZ	AZ	AZ	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0684	2009	Solar Mounting/Rack	Perrysburg  OH	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0188	2011	Solar Inverter-	Niestetal			Germany	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0547	2009	Solar Monitoring	Santa Clara  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0406	2010	Solar Inverter	Silver Spring  MD	MD	MD	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0413	2011	Solar Inverter	Kingston  CA			Canada	13	Solar Inverter	H01L	F05B	Y02E
pat0552	2012	Solar Monitoring	Obernburg	N/A	N/A	Germany	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0691	2011	Solar Mounting/Rack	Mountain View  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0017	2007	Solar Monitoring	Oberhaching			Germany	8	Solar Inverter	Y02E	H02J	G01R
pat0546	2011	Solar Monitoring	Santa Clara  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0407	2011	Solar Inverter	New Taipei City			Taiwan	14	Solar Inverter	H02M	Y02E	Y02B
pat0003	2005	Solar Mounting/Rack	Tokyo			Japan	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0142	2011	Solar Inverter- Solar Monitoring	Herzelia			Israel	14	Solar Inverter	H02M	Y02E	Y02B
pat0685	2011	Solar Mounting/Rack	Sylvania  OH; Pittstown  NJ	OH	OH	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0157	2011	Solar Inverter- Solar Monitoring	Arezzo			Italy	2	Solar Inverter	H02J	Y02E	H02M
pat0690	2009	Solar Mounting/Rack	Tucson  AZ	AZ	AZ	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0016	2007	Solar Inverter	Hauppauge  NY	NY	NY	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0412	2010	Solar Inverter	Berkeley  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0553	2009	Solar Monitoring	Snoqualmie  WA	WA	WA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0598	2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0438	2011	Solar Inverter	Austin  TX	TX	TX	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0334	2012	Site Assessment	Salt Lake City  UT	UT	UT	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0579	2010	Solar Monitoring- Solar inverter	Clifton Park  NY	NY	NY	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0671	2011	Solar Mounting/Rack	Buffalo  NY	NY	NY	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0730	2012	Solar Mounting/Rack	San Jose  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0725	2008	Solar Mounting/Rack	Sunnyvale  CA	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0029	2008	Solar Inverter	Niestetal			Germany	0	Solar Inverter	Y02E	H02J	H02M
pat0664	2009	Solar Mounting/Rack	Montebello  VA	VA	VA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0168	2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0260	2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0321	2012	System Monitoring	Agrate Brianza			Italy	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0678	2007	Solar Mounting/Rack	LaJolla  CA	CA	CA	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0174	2011	Solar Inverter	Herzelia			Israel	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0035	2008	Solar Inverter	Niestetal			Germany	13	Solar Inverter	H01L	F05B	Y02E
pat0431	2012	Solar Inverter	Austin  TX	TX	TX	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0570	2011	Solar Monitoring	Linden  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0565	2011	Solar Monitoring	Los Gatos  CA	CA	CA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0269	2012	Solar Inverter- Solar Monitoring	Blaine  WA	WA	WA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0424	2011	Solar Inverter	Niestetal			Germany	0	Solar Inverter	Y02E	H02J	H02M
pat0328	2006	Solar Monitoring	Novato  CA	CA	CA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0706	2005	Solar Mounting/Rack				Japan	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0180	2011	Solar Inverter	Niestetal			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0647	2012	Solar Mounting/Rack	Rockaway  NJ	NJ	NJ	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0317	2012	Solar Inverter- Solar Monitoring	Madrid			Spain	0	Solar Inverter	Y02E	H02J	H02M
pat0256	2012	Solar Mounting/Rack	Rochester Hills  MI	MI	MI	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0591	2008	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0195	2011	Solar Inverter	Lisle  IL	IL	IL	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0652	2012	Solar Mounting/Rack				USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0699	2011	Solar Mounting/Rack	Golden  CO	CO	CO	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0713	2010	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0233	2012	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0372	2011	Solar Inverter	Petaluma  CA	CA	CA	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0637	2011	Solar Mounting/Rack	Ballston Lake  NY	NY	NY	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0622	2010	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0367	2012	Solar Inverter	Altdorf			Germany	13	Solar Inverter	H01L	F05B	Y02E
pat0441	2012	Solar Inverter	Hod Hasharon			Israel	12	Solar Inverter	Y02E	H02J	H02M
pat0386	2011	Solar Inverter	Fremont  CA	CA	CA	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0500	2012	Solar Monitoring	Boulder  CO	CO	CO	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0608	2009	Solar Mounting/Rack	Alameda  CA	CA	CA	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0104	2010	Solar Mounting/Rack	Los Angeles  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0045	2009	Solar Inverter	Taoyuan			Taiwan	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0050	2009	Solar Inverter	Bend  OR	OR	OR	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0515	2009	Solar Monitoring	La Canada  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0219	2012	Solar Inverter	Dresden			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0454	2003	Solar Inverter	Schenectady  NY	NY	NY	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0358	2012	Solar Inverter	Perrysburg  OH	OH	OH	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0393	2009	Solar Inverter	Huntington Beach  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0601	2009	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0087	2010	Solar Inverter	Bend  OR	OR	OR	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0483	2007	Solar Inverter- Solar Monitoring	San Jose  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0448	2009	Solar Inverter	Los Gatos  CA	CA	CA	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0344	2011	Solar Inverter	Brookings  SD	SD	SD	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0509	2008	Solar Monitoring	Marrickville  AU			AU	13	Solar Inverter	H01L	F05B	Y02E
pat0210	2012	Solar Mounting/Rack	Toms River  NJ	NJ	NJ	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0496	2009	Solar Inverter- Solar Mounting/Rack	Munich			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0351	2011	Solar Inverter	Scottsdale  AZ	AZ	AZ	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0092	2010	Solar Monitoring	San Jose  CA	CA	CA	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0614	2010	Solar Mounting/Rack	Sarasota  FL	FL	FL	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0118	2010	Solar Monitoring	Wilmington  DE	DE	DE	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0536	2008	Solar Monitoring	Schenectady  NY	NY	NY	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0477	2011	Solar Inverter-  Solar Mounting/Rack	Niestetal			Germany	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0462	2010	Solar Inverter	Cleveland  OH	OH	OH	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0523	2011	Solar Monitoring	Barntrup	N/A	N/A	Germany	6	Solar Monitoring	G01R	Y04S	Y02B
pat0127	2011	Solar Mounting/Rack	Saratoga  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0353	2008	Solar Inverter	Taipei City  TW			Taiwan	12	Solar Inverter	Y02E	H02J	H02M
pat0494	2009	Solar Inverter- Solar Mounting/Rack	Westford  MA	MA	MA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0616	2010	Solar Mounting/Rack	Hamilton			New Zealand	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0085	2010	Solar Inverter- Solar Monitoring	Champagne IL	IL	IL	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0603	2008	Solar Mounting/Rack	Saint Denis	France	France	France	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0207	2012	Solar Inverter	Taipei  Taiwan			Taiwan	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0346	2010	Solar Inverter	Bend  OR	OR	OR	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0481	2009	Solar Inverter- Solar Monitoring	Fort Collins  CO	CO	CO	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0521	2010	Solar Monitoring	San Jose  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0460	2007	Solar Inverter	San Jose  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0064	2009	Solar Monitoring	San Jose  CA	CA	CA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0629	2010	Solar Mounting/Rack	Brick  NJ	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
