PatId	Year	OrigTechArea	city	state	state	country	topicId	ourTechArea	ourCPCnum1	ourCPCnum2	ourCPCnum3
pat0125	2010	Solar Mounting/Rack	Kensington  MD	MD	MD	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0071	2010	Solar Mounting/Rack	Dallas  TX	TX	TX	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0475	2009	Solar Inverter-	Austin  TX	TX	TX	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0379	2009	Solar Inverter	Schenectady  NY	NY	NY	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0534	2012	Solar Monitoring	Bergen	N/A	N/A	Norway	8	Solar Inverter	Y02E	H02J	G01R
pat0620	2010	Solar Mounting/Rack	Los Alamitos  CA	USA	USA	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0528	2008	Solar Monitoring	Alice Springs  AU			AU	4	Solar Monitoring	H02J	Y02B	Y02E
pat0224	2012	Solar Monitoring	Waterford  MI	MI	MI	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0469	2010	Solar Inverter	Schenectady  NY	NY	NY	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0365	2012	Solar Inverter	Wagen			Germany	2	Solar Inverter	H02J	Y02E	H02M
pat0370	2008	Solar Inverter	Petaluma  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0231	2012	Solar Inverter	Niestetal			Germany	12	Solar Inverter	Y02E	H02J	H02M
pat0635	2011	Solar Mounting/Rack	Santa Rosa  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0139	2011	Solar Mounting/Rack	Vaughn			Canada	13	Solar Inverter	H01L	F05B	Y02E
pat0078	2010	Solar Monitoring	Armonk  NY	NY	NY	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0113	2010	Site Assessment	Boulder  CO	CO	CO	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0052	2009	Solar Monitoring	Bergen	N/A	N/A	Norway	6	Solar Monitoring	G01R	Y04S	Y02B
pat0391	2009	Solar Inverter	Roanoke  VA	VA	VA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0456	2006	Solar Inverter	Bend  OR	OR	OR	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0517	2010	Solar Monitoring	Orinda  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0502	2007	Solar Monitoring	Cold Spring  NY	NY	NY	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0384	2010	Solar Inverter	Niskayuna  NY	NY	NY	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0443	2010	Solar Inverter	San Jose  CA	USA	USA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0488	2011	Solar Inverter- Solar Monitoring	Palatine  IL	IL	IL	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0426	2012	Solar Inverter	Niestetal			Germany	4	Solar Monitoring	H02J	Y02B	Y02E
pat0567	2010	Solar Monitoring	Richardson  TX	TX	TX	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0163	2011	Solar Inverter	Sunnyvale  CA	CA	CA	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0176	2011	Solar Inverter	Niskayuna  NY	NY	NY	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0572	2010	Solar Monitoring	Sunnyvale  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0433	2009	Solar Inverter	Austin  TX	TX	TX	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0593	2009	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0558	2009	Solar Monitoring	Los Gatos  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0254	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0419	2011	Solar Inverter	Nurnberg			Germany	8	Solar Inverter	Y02E	H02J	G01R
pat0711	2007	Solar Mounting/Rack	Santa Clara  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0650	2012	Solar Mounting/Rack	Grass Valley  CA	CA	CA	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0197	2011	Solar Mounting/Rack- Solar Monitoring	Berwyn  PA	PA	PA	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0645	2011	Solar Mounting/Rack				USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0149	2011	Solar Inverter	Niestetal			Germany	8	Solar Inverter	Y02E	H02J	G01R
pat0182	2011	Solar Monitoring	San Diego  CA	CA	CA	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0704	2011	Solar Mounting/Rack	Osaka-sh			Japan	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0008	2005	Solar Inverter	Tokyo			Japan	12	Solar Inverter	Y02E	H02J	H02M
pat0586	2011	Solar Mounting/ Rack	Schenectady  NY	NY	NY	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0718	2011	Solar Mounting/Rack	Rangsdorf			Germany	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0014	2007	Solar Inverter- Solar Monitoring	Tokyo			Japan	8	Solar Inverter	Y02E	H02J	G01R
pat0692	2009	Solar Mounting/Rack	Westford  MA	MA	MA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0659	2011	Solar Mounting/Rack	Hamburg			Germany	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0551	2009	Solar Monitoring	Newark  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0410	2010	Solar Inverter	Kingston			Canada	2	Solar Inverter	H02J	Y02E	H02M
pat0405	2009	Solar Inverter	Santa Clara  CA	CA	CA	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0544	2012	Solar Monitoring	Dhahran	N/A	N/A	Saudi Arabia	4	Solar Monitoring	H02J	Y02B	Y02E
pat0248	2012	Solar Inverter- Solar Monitoring	Niskayuna  NY	NY	NY	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0687	2009	Solar Mounting/Rack	Schenectady  NY	NY	NY	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0666	2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0727	2008	Solar Mounting/Rack	Los Altos  CA	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0323	2006	Solar Inverter	Victoria  CA			CA	8	Solar Inverter	Y02E	H02J	G01R
pat0262	2012	Solar Inverter	Niestetal			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0277	2012	Solar Monitoring	Holtsville  NY	NY	NY	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0336	2012	Site Assessment	Leganes	N/A	N/A	Spain	6	Solar Monitoring	G01R	Y04S	Y02B
pat0732	2012	Solar Mounting/Rack	Milpitas  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0673	2011	Solar Mounting/Rack	FUKUOKA			Japan	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0322	2012	Solar Inverter	Nurnberg  DE	N/A	N/A	Germany	11	Solar Monitoring	H04Q	Y04S	G01D
pat0263	2012	Solar Inverter	Plymouth Meeting  PA	PA	PA	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0667	2011	Solar Mounting/Rack	Huntersville  NC	NC	NC	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0726	2009	Solar Mounting/Rack	Los Alto Hills  CA	USA	USA	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0733	2009	Solar Mounting/Rack	Frankfurt			Germany	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0672	2010	Solar Mounting/Rack	Wilmington  DE	DE	DE	USA	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0276	2012	Solar Inverter	Fort Collins  CO	CO	CO	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0337	2010	Solar  Monitoring- Solar Inverter	Moriguchi City			Japan	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0550	2009	Solar Monitoring	Hayward  CA	CA	CA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0411	2010	Solar Inverter	Arezzo			Italy	13	Solar Inverter	H01L	F05B	Y02E
pat0015	2007	Solar Monitoring	Tokyo	N/A	N/A	Japan	4	Solar Monitoring	H02J	Y02B	Y02E
pat0719	2008	Solar Mounting/Rack	Santa Clara	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0693	2011	Solar Mounting/Rack	Freemont  CA	CA	CA	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0658	2010	Solar Mounting/Rack	Hamburg			Germany	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0686	2009	Solar Mounting/Rack	Leutkirch			Germany	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0000	2005	Solar Inverter	Calgary			Canada	7	Solar Mounting/Rack	Y02B	H01L	Y02E
pat0404	2011	Solar Inverter	Cambridge  MA	MA	MA	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0249	2012	Solar Inverter	Niestetal			Germany	4	Solar Monitoring	H02J	Y02B	Y02E
pat0545	2011	Solar Monitoring	Gyeonggi-do	N/A	N/A	South Korea	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0651	2012	Solar Mounting/Rack	Jacksonville  FL	FL	FL	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0255	2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0592	2008	Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0559	2012	Solar Monitoring	Pittsford  NY	NY	NY	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0314	2012	Site Assessment	Napa  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0418	2012	Solar Inverter	Boston  MA	MA	MA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0587	2010	Solar Mounting/Rack	Wilimington  DE	DE	DE	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0644	2011	Solar Mounting/Rack		USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0009	2006	Solar Monitoring- Solar Inverter	Jhongli			Taiwan	2	Solar Inverter	H02J	Y02E	H02M
pat0705	2009	Solar Mounting/Rack	Nunawading	Australia	Australia	Australia	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0162	2011	Solar Inverter- Solar Mounting/Rack	Fort Collins  CO	CO	CO	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0427	2012	Solar Inverter	Niestetal			Germany	14	Solar Inverter	H02M	Y02E	Y02B
pat0566	2009	Solar Monitoring	Los Gatos  CA	CA	CA	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0573	2009	Solar Monitoring	Merced  CA	CA	CA	USA	2	Solar Inverter	H02J	Y02E	H02M
pat0432	2010	Solar Inverter	Austin  TX	TX	TX	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0036	2008	Solar Inverter	Ludenscheid			Germany	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0390	2006	Solar Inverter	Sarriguren			Spain	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0516	2009	Solar Monitoring	Portland  OR	OR	OR	USA	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0112	2010	Solar Mounting/Rack	Los Gatos  CA	CA	CA	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0098	2010	Solar Mounting/Rack	Richmond  CA	CA	CA	USA	9	Solar Mounting/Rack	Y02E	H01L	F24J
pat0053	2009	Solar Mounting/Rack-	Albuquerque  NM	NM	NM	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0046	2009	Solar Mounting/Rack	New York  NY	NY	NY	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0107	2010	Solar Monitoring	Taipei Hsien	N/A	N/A	Taiwan	4	Solar Monitoring	H02J	Y02B	Y02E
pat0503	2007	Solar Monitoring	Carlsbad  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0442	2012	Solar Inverter	Bonn			Germany	8	Solar Inverter	Y02E	H02J	G01R
pat0489	2011	Solar Inverter- Solar Monitoring	Niestetal			Germany	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0385	2011	Solar Inverter	Fremont  CA	CA	CA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0225	2012	Solar Monitoring- Solar Inverter	Campodarsego			Italy	0	Solar Inverter	Y02E	H02J	H02M
pat0529	2012	Solar Monitoring	Austin  TX	TX	TX	USA	6	Solar Monitoring	G01R	Y04S	Y02B
pat0364	2011	Solar Inverter	Wangen			Germany	2	Solar Inverter	H02J	Y02E	H02M
pat0468	2011	Solar Inverter	New Castle  CO	CO	CO	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0621	2010	Solar Mounting/Rack	Colorado Springs  CO	CO	CO	USA	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0138	2011	Solar Inverter-	Glen Mills  PA	PA	PA	USA	0	Solar Inverter	Y02E	H02J	H02M
pat0634	2011	Solar Mounting/Rack	Goodyear  AZ	AZ	AZ	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0371	2010	Solar Inverter	Petaluma  CA	CA	CA	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0230	2012	Site Assessment	Napa  CA	CA	CA	USA	11	Solar Monitoring	H04Q	Y04S	G01D
pat0628	2010	Solar Mounting/Rack	Brick  NJ	USA	USA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0520	2010	Solar Monitoring	Yokohama	N/A	N/A	Japan	5	Solar Mounting/Rack	Y02E	H01L	Y02B
pat0461	2010	Solar Inverter	Perrysburg  OH	OH	OH	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0378	2008	Solar Inverter	Schenectady  NY	NY	NY	USA	12	Solar Inverter	Y02E	H02J	H02M
pat0474	2009	Solar Inverter-	Roanoke  VA	VA	VA	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0535	2008	Solar Monitoring	Schenectady  NY	NY	NY	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0070	2010	Solar Inverter	Niestetal			Germany	11	Solar Monitoring	H04Q	Y04S	G01D
pat0617	2010	Solar Mounting/Rack	Coppell  TX	TX	TX	USA	13	Solar Inverter	H01L	F05B	Y02E
pat0091	2010	Solar Mounting/Rack	Palo Alto  CA	CA	CA	USA	10	Solar Mounting/Rack	F24J	Y02E	H01L
pat0495	2010	Solar Inverter- Solar Mounting/Rack	Ludenscheid			Germany	12	Solar Inverter	Y02E	H02J	H02M
pat0399	2012	Solar Inverter	Seoul			South Korea	1	Solar Mounting/Rack	H01L	Y02E	F24J
pat0352	2011	Solar Inverter	New Taipei City			Taiwan	3	Solar Mounting/Rack	H01L	Y02E	F24J
pat0206	2012	Solar Inverter	Boston  MA	MA	MA	USA	14	Solar Inverter	H02M	Y02E	Y02B
pat0480	2011	Solar Inverter- Solar Monitoring	Redmond  OR	OR	OR	USA	8	Solar Inverter	Y02E	H02J	G01R
pat0347	2011	Solar Inverter	Baden			Switzerland	2	Solar Inverter	H02J	Y02E	H02M
pat0084	2010	Solar Monitoring	Stafford  TX	TX	TX	USA	4	Solar Monitoring	H02J	Y02B	Y02E
pat0602	2007	Solar Mounting/Rack	San Diego  CA	CA	CA	USA	3	Solar Mounting/Rack	H01L	Y02E	F24J
