pid, patent #, tech area, city, state, country, url, status, cpc_class
pat656,0,Solar Mounting/Rack,Hamburg,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120036799%22.PGNR.&OS=DN/20120036799&RS=DN/20120036799,valid,F24J 2/523 20130101; F24J 2/5241 20130101; F24J 2002/5279 20130101; F24J 2002/5292 20130101; F24J 2002/5294 20130101; Y02B 10/20 20130101
pat657,0,Solar Mounting/Rack,Valley Forge PA,PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120174505%22.PGNR.&OS=DN/20120174505&RS=DN/20120174505,valid,E04D 1/26 20130101; E04D 2001/005 20130101; H01L 31/0483 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/50 20130101
pat658,0,Solar Mounting/Rack,Boulder CA,USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100229367%22.PGNR.&OS=DN/20100229367&RS=DN/20100229367,valid,F24J 2/5205 20130101; F24J 2/5258 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101
pat659,0,Solar Mounting/Rack,Boulder CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120006386%22.PGNR.&OS=DN/20120006386&RS=DN/20120006386,valid,H01L 31/0482 20130101; H01L 31/0485 20130101; H01L 31/05 20130101
pat660,0,Solar Mounting/Rack,Philadelphia PA,PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120186632%22.PGNR.&OS=DN/20120186632&RS=DN/20120186632,no CPC,
pat661,0,Solar Mounting/Rack,Montebello VA,VA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=269&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/02021 20130101; H01L 31/0428 20130101; H02J 3/383 20130101; H02M 1/36 20130101; H02M 7/797 20130101; Y02E 10/50 20130101; Y02E 10/563 20130101
pat662,0,Solar Mounting/Rack,Lafayette CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120097816%22.PGNR.&OS=DN/20120097816&RS=DN/20120097816,valid,F16B 7/187 20130101; F24J 2/00 20130101; F24J 2/5254 20130101
pat663,0,Solar Mounting/Rack,Huntersville NC,NC,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110253190%22.PGNR.&OS=DN/20110253190&RS=DN/20110253190,valid,F16B 2/065 20130101; F16B 9/023 20130101; F24J 2/5254 20130101; F24J 2/5258 20130101; H01L 31/0422 20130101; H01L 31/0482 20130101; Y02E 10/50 20130101
pat664,0,Solar Mounting/Rack,Huntersville NC,NC,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110260027%22.PGNR.&OS=DN/20110260027&RS=DN/20110260027,valid,F24J 2/5207 20130101; F24J 2/5256 20130101; F24J 2/5258 20130101; H01L 31/0422 20130101
pat665,0,Solar Mounting/Rack,Dongguan,,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120266956%22.PGNR.&OS=DN/20120266956&RS=DN/20120266956,valid,Y02E 10/50 20130101; H01L 31/0422 20130101
pat666,0,Solar Mounting/Rack,Midland MI,USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110094570%22.PGNR.&OS=DN/20110094570&RS=DN/20110094570,valid,H01L 31/0483 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101
pat667,0,Solar Mounting/Rack,Hong Kong,,China,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120000508%22.PGNR.&OS=DN/20120000508&RS=DN/20120000508,valid,F24J 2/4625 20130101; F24J 2002/4676 20130101; H01L 31/052 20130101; H01L 31/058 20130101; Y02E 10/50 20130101
pat668,0,Solar Mounting/Rack,Buffalo NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120102853%22.PGNR.&OS=DN/20120102853&RS=DN/20120102853,valid,F24J 2/5207 20130101; F24J 2/5245 20130101; F24J 2/5258 20130101; H01L 31/0482 20130101; Y02B 10/20 20130101
pat669,0,Solar Mounting/Rack,Wilmington DE,DE,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110138710%22.PGNR.&OS=DN/20110138710&RS=DN/20110138710,valid,F24J 2/045 20130101; F24J 2/5228 20130101; F24J 2002/4692 20130101; H01L 31/0422 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/44 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101
pat670,0,Solar Mounting/Rack,FUKUOKA,,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120198779%22.PGNR.&OS=DN/20120198779&RS=DN/20120198779,no CPC,
pat671,Dec 1,Solar Mounting/Rack,,NM,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220090032086%22.PGNR.&OS=DN/20090032086&RS=DN/20090032086,valid,F24J 2/085 20130101; F24J 2/523 20130101; F24J 2/5233 20130101; F24J 2/542 20130101; F24J 2002/0084 20130101; H01L 31/0232 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; H01L 31/0725 20130101; H01L 31/0735 20130101; H01L 31/078 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101
pat672,0,Solar Mounting/Rack,Albuquerque NM,NM,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220090032090%22.PGNR.&OS=DN/20090032090&RS=DN/20090032090,valid,F24J 2/523 20130101; F24J 2/5233 20130101; F24J 2/542 20130101; F24J 2002/5441 20130101; H01L 31/0232 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; H01L 31/0725 20130101; H01L 31/0735 20130101; H01L 31/078 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101
pat673,0,Solar Mounting/Rack,Poway CA,CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110036342%22.PGNR.&OS=DN/20110036342&RS=DN/20110036342,valid,F24J 2/16 20130101; F24J 2/4638 20130101; F24J 2/5203 20130101; F24J 2/5228 20130101; F24J 2/523 20130101; F24J 2/5233 20130101; F24J 2/525 20130101; F24J 2/5256 20130101; F24J 2/526 20130101; F24J 2/5406 20130101; F24J 2/542 20130101; F24J 2/5431 20130101; F24J 2002/467 20130101; F24J 2002/5292 20130101; F24J 2002/5441 20130101; F24J 2002/5451 20130101; F24J 2002/5458 20130101; F24J 2002/5465 20130101; F24J 2002/5468 20130101; H01L 31/0522 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101
pat674,0,Solar Mounting/Rack,Jacksonville FL,FL,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=355&f=G&l=50&d=PG01&s1=mounting.CLM.&s2=photovoltaic.CLM.&co1=AND&p=8&OS=ACLM/mounting+AND+ACLM/photovoltaic&RS=ACLM/mounting+AND+ACLM/photovoltaic,valid,F03D 9/00 20130101; F05B 2240/211 20130101; F05B 2240/221 20130101; F05B 2240/911 20130101; H01L 31/02008 20130101; H01L 31/042 20130101; H01L 31/045 20130101; H02J 1/14 20130101; H02J 3/28 20130101; Y02E 10/50 20130101; Y02E 10/72 20130101; Y02E 10/728 20130101; Y02E 10/766 20130101; Y02E 70/30 20130101
pat675,0,Solar Mounting/Rack,LaJolla CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220090050194%22.PGNR.&OS=DN/20090050194&RS=DN/20090050194,valid,E04B 7/12 20130101; E04H 6/025 20130101; F24J 2/5232 20130101; H01L 31/0422 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101
pat676,0,Solar Mounting/Rack,Robbinsville NJ,USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100059641%22.PGNR.&OS=DN/20100059641&RS=DN/20100059641,valid,F24J 2/5205 20130101; F24J 2/5254 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101
pat677,0,Solar Mounting/Rack,Stamford CT,CT,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110138599%22.PGNR.&OS=DN/20110138599&RS=DN/20110138599,valid,H01L 31/0422 20130101; Y02E 10/50 20130101
pat678,0,Solar Mounting/Rack,Stamford CT,CT,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120025042%22.PGNR.&OS=DN/20120025042&RS=DN/20120025042,valid,F16C 29/007 20130101; F16C 29/02 20130101; F24J 2/5203 20130101; F24J 2/5205 20130101; F24J 2/5232 20130101; F24J 2/5239 20130101; F24J 2/5243 20130101; F24J 2/5252 20130101; F24J 2/5254 20130101; F24J 2/5256 20130101; F24J 2002/522 20130101; H01L 31/0422 20130101
pat679,1/860,Solar Mounting/Rack,Brick NJ,NJ,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110162691%22.PGNR.&OS=DN/20110162691&RS=DN/20110162691,valid,F24J 2/5233 20130101; F24J 2/541 20130101; F24J 2002/5458 20130101; F24J 2002/5468 20130101; H01L 31/0422 20130101; Y02E 10/50 20130101
pat680,0,Solar Mounting/Rack,Perrysburg OH,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120233940%22.PGNR.&OS=DN/20120233940&RS=DN/20120233940,valid,F24J 2/5211 20130101; F24J 2/5232 20130101; F24J 2/5233 20130101; F24J 2/5254 20130101; H01L 31/0422 20130101
pat681,0,Solar Mounting/Rack,Perrysburg OH,USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100193012%22.PGNR.&OS=DN/20100193012&RS=DN/20100193012,valid,F24J 2/5211 20130101; F24J 2/5252 20130101; H01L 31/0422 20130101; Y02B 10/12 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101
pat682,0,Solar Mounting/Rack,Sylvania OH; Pittstown NJ,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120111393%22.PGNR.&OS=DN/20120111393&RS=DN/20120111393,valid,F24J 2/5233 20130101; H01L 31/0422 20130101
pat683,0,Solar Mounting/Rack,Leutkirch,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110019349%22.PGNR.&OS=DN/20110019349&RS=DN/20110019349,valid,H01L 31/0485 20130101; H01L 31/0486 20130101; H05K 7/20409 20130101; H05K 7/20445 20130101; H05K 7/2049 20130101; H05K 7/20854 20130101; Y02E 10/50 20130101
pat684,0,Solar Mounting/Rack,Schenectady NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=325&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/38 20130101; H02M 1/12 20130101; H02M 1/15 20130101; H02M 7/48 20130101; H02M 2001/007 20130101
