pid, patent #, tech area, city, state, country, url, status, cpc_class
pat126,7866098,Solar Mounting/Rack,Saratoga,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7866098,valid,F24J 2/5211�(20130101); F24J 2/5262�(20130101); H01L 31/0422�(20130101); H01L 31/0482�(20130101); F24J 2/4638�(20130101); F24J 2002/5279�(20130101); Y02B 10/12�(20130101); Y02B 10/20�(20130101); Y02E 10/47�(20130101); Y02E 10/50�(20130101)
pat127,7866099,Solar Mounting/Rack  ,Osaka-shi,,Japan,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=14&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,valid,F24J 2/5211�(20130101); F24J 2/5262�(20130101); H01L 31/0422�(20130101); H01L 31/0482�(20130101); F24J 2/4638�(20130101); F24J 2002/5279�(20130101); Y02B 10/12�(20130101); Y02B 10/20�(20130101); Y02E 10/47�(20130101); Y02E 10/50�(20130101)
pat128,7868482,Solar Inverter,Ligonier,PA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=190&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,invalid url,
pat129,7872375,Solar Monitoring,Detroit,MI,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=188&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
pat130,7873490,Site Assessment,Sebastopol,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=299&f=G&l=50&d=PTXT&s1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+OR+%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29%29+AND+%28%28%28%28%28%28%28%28%28mapping.CLTX.+or+mapping.DCTX.%29+OR+%28estimation.CLTX.+or+estimation.DCTX.%29%29+OR+%28obstruction.CLTX.+or+obstruction.DCTX.%29%29+OR+%28potential.CLTX.+or+potential.DCTX.%29%29+OR+%28site.CLTX.+or+site.DCTX.%29%29+OR+%28terrain.CLTX.+or+terrain.DCTX.%29%29+OR+%28access.CLTX.+or+access.DCTX.%29%29+OR+%28azimuth.CLTX.+or+azimuth.DCTX.%29%29+OR+%28survey.CLTX.+or+survey.DCTX.%29%29%29&p=6&OS=+%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29&RS=%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29,valid,F16M 11/42�(20130101)
pat131,7884278,Solar Inverter; Solar Monitoring,Los Gatos,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=66&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H01L 31/02021�(20130101); H02J 3/383�(20130101); Y02E 10/563�(20130101)
pat132,7884500,Solar Inverter,Sunnyvale,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7884500,valid,H01L 31/02021�(20130101); H02J 3/382�(20130101); H02M 7/48�(20130101); Y02E 10/50�(20130101)
pat133,7888584,Solar Mounting/Rack  ,Aloha,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7888584.PN.&OS=PN/7888584&RS=PN/7888584,valid,H01L 31/042�(20130101); H01L 31/0422�(20130101); H02J 7/355�(20130101); Y02E 10/50�(20130101)
pat134,7888587,Solar Mounting/Rack  ,Richmond,WA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7888587.PN.&OS=PN/7888587&RS=PN/7888587,valid,F24J 2/04�(20130101); F24J 2/045�(20130101); F24J 2/541�(20130101); F24J 2/523�(20130101); F24J 2002/5468�(20130101); Y02B 10/12�(20130101); Y02B 10/14�(20130101); Y02B 10/20�(20130101); Y02E 10/44�(20130101); Y02E 10/47�(20130101)
pat135,7890217,Solar Monitoring,Schenectady,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=179&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
pat136,7893346,Solar Inverter;  ,Glen Mills,PA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7893346.PN.&OS=PN/7893346&RS=PN/7893346,valid,H01L 31/042�(20130101); H02J 3/382�(20130101); Y02E 10/563�(20130101)
pat137,7896000,Solar Mounting/Rack  ,Vaughn ,,Canada,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=13&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,no CPC,
pat138,7898112,Solar Monitoring,Los Gatos,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=178&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
pat139,7899035,Solar Inverter,Vienna,,Austria,http://www.google.com/patents?id=yA8dAQAAEBAJ&zoom=4&dq=%22Solar%20inverter!%22&pg=PA1#v=onepage&q=%22Solar%20inverter!%22&f=false,invalid url,
pat140,7900361,Solar Inverter; Solar Monitoring,Herzelia,,Israel,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7900361.PN.&OS=PN/7900361&RS=PN/7900361,valid,H02J 1/12�(20130101); H02J 3/382�(20130101); H02M 3/1584�(20130101); H02M 2001/007�(20130101)
pat141,7900407,Solar Mounting/Rack,Berkley CA,CA,USA,http://www.google.com/patents?id=DxEuAQAAEBAJ&zoom=4&dq=Solar%20Racking&pg=PA1#v=onepage&q=Solar%20Racking&f=false,invalid url,
pat142,7906870,Solar Inverter,Bend,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=61&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H02J 7/35�(20130101); H02J 9/062�(20130101); Y02B 10/72�(20130101)
pat143,7908348,Solar Mounting/Rack,Schenectady,NY,USA,http://www.google.com/patents?id=D8lQAQAAEBAJ&zoom=4&dq=%22solar%20inverter%22&pg=PA1#v=onepage&q=%22solar%20inverter%22&f=false,invalid url,
pat144,7913181,Solar Monitoring,Schenectady,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=698&p=14&f=G&l=50&d=PG01&S1=%28%28solar.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29+OR+%28photovoltaic.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29%29&OS=+%28aclm/solar+and+%28aclm/monitor+or+aclm/monitoring%29%29+or+%28aclm/photovoltaic+and+%28aclm/monitor+or+aclm/monitoring%29%29&RS=%28%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29%29,valid,H02J 7/1415 20130101
pat145,7919953,Solar Inverter,Fort Collins,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7919953,valid,G05F 5/00�(20130101)
pat146,7921607,Solar Mounting/Rack  ,Novato,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=12&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,no CPC,
pat147,7924582,Solar Inverter,Niestetal,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=60&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H02J 3/383�(20130101)
pat148,7925552,Solar Monitoring,Foster City,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=167&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
pat149,7929324,Solar Inverter,Sunnyvale,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7929324.PN.&OS=PN/7929324&RS=PN/7929324,valid,H02J 3/382�(20130101); H02M 7/493�(20130101); H02M 2001/0064�(20130101); H02M 2003/1586�(20130101)
pat150,7929325,Solar Inverter,Niskayuna,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7929325,valid,H02M 3/1588�(20130101); H02M 3/3374�(20130101); H02M 2001/007�(20130101); Y02B 70/1425�(20130101); Y02B 70/1433�(20130101); Y02B 70/1466�(20130101); Y02E 10/56�(20130101)
pat151,7929326,Solar Inverter,Sunnyvale,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7929326.PN.&OS=PN/7929326&RS=PN/7929326,valid,H02M 3/155�(20130101); H02M 3/158�(20130101)
pat152,7931488,Solar Mounting/Rack ,Blomberg,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=52&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,valid,F24J 2/38�(20130101); F24J 2/5254�(20130101); F24J 2/5258�(20130101); F24J 2/5424�(20130101); H01L 31/0422�(20130101); F24J 2002/5468�(20130101); Y02E 10/47�(20130101); Y02E 10/50�(20130101)
pat153,7938661,Solar Mounting/Rack;   ,Berwyn,PA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=51&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,valid,F24J 2/5205�(20130101); F24J 2/5247�(20130101); F24J 2/5258�(20130101); F24J 2/526�(20130101); H01L 31/0422�(20130101); H01L 31/0482�(20130101); Y02B 10/12�(20130101); Y02B 10/20�(20130101); Y02E 10/47�(20130101); Y02E 10/50�(20130101)
pat154,7940032,Solar Inverter,Gyunggi-do,,Korea,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=58&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,no abstract or claims,H02J 3/382�(20130101); H02M 2001/0077�(20130101); Y02B 10/14�(20130101); Y02E 10/563�(20130101); Y02E 10/58�(20130101)
pat155,7952897,Solar Inverter; Solar Monitoring,Arezzo,,Italy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=57&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H05K 7/20945�(20130101)
pat156,7955134,Solar Inverter,Niestetal,,Germany,http://www.google.com/patents?id=KejmAQAAEBAJ&zoom=4&dq=solar%20inverter&pg=PA1#v=onepage&q=solar%20inverter&f=false,invalid url,
pat157,7960863,Solar Inverter; Solar Monitoring,Bend,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=55&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,G01R 31/028�(20130101); H02H 7/16�(20130101)
pat158,7962247,Solar Monitoring,Camarillo,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=153&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
pat159,7962249,Solar Monitoring,Santa Clara,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=152&f=G&l=50&d=PTXT&s1=solar.CLTX.+or+solar.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.+OR+photovoltaic.CLTX.+or+photovoltaic.DCTX.+AND+monitor.CLTX.+or+monitor.DCTX.+OR+monitoring.CLTX.+or+monitoring.DCTX.&p=4&OS=+ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring&RS=ACLM/solar+AND+ACLM/monitor+OR+ACLM/monitoring+OR+ACLM/photovoltaic+AND+ACLM/monitor+OR+ACLM/monitoring,no CPC,
pat160,7964837,Solar Inverter; Solar Mounting/Rack,Fort Collins,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=54&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H01R 12/592�(20130101)
pat161,7969757,Solar Inverter,Sunnyvale,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7969757.PN.&OS=PN/7969757&RS=PN/7969757,valid,H01L 31/02021�(20130101); H01L 31/0296�(20130101); H02J 3/382�(20130101); Y02E 10/50�(20130101)
pat162,7971398,Solar Mounting/Rack  ,Santa Rose,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=47&f=G&l=50&co1=AND&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/mounting+AND+ACLM,valid,H02M 7/003�(20130101); H02J 7/355�(20130101)
pat163,7974079,Solar Mounting/Rack  ,Armonk,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=46&f=G&l=50&co1=AND&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/mounting+AND+ACLM,valid,F24J 2/5232�(20130101); F24J 2/5237�(20130101); F24J 2/525�(20130101); Y02B 10/20�(20130101); Y02E 10/47�(20130101)
pat164,7977818,Solar Inverter; Solar Monitoring,New Castle,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7977818.PN.&OS=PN/7977818&RS=PN/7977818,valid,H02J 3/383�(20130101); Y02B 10/14�(20130101); Y02B 10/30�(20130101); Y02E 10/563�(20130101); Y02E 10/763�(20130101)
pat165,7986122,Solar Inverter,Petaluma,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7986122,valid,G05F 1/67�(20130101)
pat166,7987641,Solar Mounting/Rack,Saratoga,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7987641,valid,F24J 2/5211�(20130101); F24J 2/5262�(20130101); H01L 31/0422�(20130101); H01L 31/0482�(20130101); F24J 2/4638�(20130101); F24J 2002/5279�(20130101); Y02B 10/12�(20130101); Y02B 10/20�(20130101); Y02E 10/47�(20130101); Y02E 10/50�(20130101)
pat167,7990743,Solar Inverter; Solar Monitoring,Schenectady,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=50&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,H04L 12/2422�(20130101); H04L 41/0659�(20130101); F24J 2/38�(20130101); F24J 2/40�(20130101); G05B 2219/14043�(20130101); G05B 2219/33281�(20130101)
pat168,8004113,Solar Monitoring,Cupertino,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8004113,valid,H02J 7/35�(20130101)
pat169,8004116,Solar Inverter; Solar Monitoring,Fort Collins,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/8004116,no abstract or claims,H02J 3/382�(20130101); H02M 2001/0077�(20130101); Y02B 10/14�(20130101); Y02E 10/563�(20130101); Y02E 10/58�(20130101)
pat170,8004117,Solar Inverter; Solar Monitoring,Herzelia,,Israel,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=48&f=G&l=50&co1=AND&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&OS=ACLM/inverter+AND+ACLM,valid,E21B 44/00�(20130101); E21B 47/1015�(20130101)
pat171,8004232,Solar Monitoring,San Jose,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=585&p=12&f=G&l=50&d=PG01&S1=%28%28solar.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29+OR+%28photovoltaic.CLM.+AND+%28monitor.CLM.+OR+monitoring.CLM.%29%29%29&OS=+%28aclm/solar+and+%28aclm/monitor+or+aclm/monitoring%29%29+or+%28aclm/photovoltaic+and+%28aclm/monitor+or+aclm/monitoring%29%29&RS=%28%28ACLM/solar+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29+OR+%28ACLM/photovoltaic+AND+%28ACLM/monitor+OR+ACLM/monitoring%29%29%29,valid,H01L 31/02021 20130101; Y02E 10/566 20130101; Y02E 10/58 20130101
pat172,8013472,Solar Inverter,Herzelia,,Israel,http://portal.uspto.gov/external/portal/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hff1NDc1NLYwN3SzcDA08PwyD_YF8zINcYKB-JW97AiCLdBgR0h4Nci992vPIGEHkDHMDRQN_PIz83VT9SP8ocpylGZvqROanpicmV-gW5oREGmQEZgY6KigBnIW_S/dl3/d3/L0lJSklna21DU1EhIS9JRGpBQU15QUJFUkNKRXFnLzRGR2dzbzBWdnphOUlBOW9JQSEhLzdfTU81MTc1OTMwRzlGMDBJSDFST1NNNjMwMjYvU0ZoMF8zNTQwMDAyNC9zYS5nZXRCaWI!/,no abstract or claims,
pat173,8013583,Solar Monitoring,Novato,CA,USA,http://portal.uspto.gov/external/portal/!ut/p/c5/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hff1NDc1NLYwN3SzcDA08PwyD_YF8zINcYKB-JW97AiCLdBgR0h4Nci992vPIGEHkDHMDRQN_PIz83VT9SP8ocpylGZvqROanpicmV-gW5oREGmQEZgY6KigBnIW_S/dl3/d3/L0lJSklna21DU1EhIS9JRGpBQU15QUJFUkNKRXFnLzRGR2dzbzBWdnphOUlBOW9JQSEhLzdfTU81MTc1OTMwRzlGMDBJSDFST1NNNjMwMjYvYUZoMF8zNTQwMDAxNi9zYS5nZXRCaWI!/,no abstract or claims,
