pid, patent #, year,  tech area, title, city, state, country, url, status, cpc_class,cpc1,cpc2,cpc3
pat0476,12/590 222,2010,Solar Mounting/Rack,Photovoltaic power farm structure and installation,Morgan Hill  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100108118%22.PGNR.&OS=DN/20100108118&RS=DN/20100108118,valid,F24J 2/525 20130101; F24J 2/5252 20130101; H01L 31/02008 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,Y02E,F24J,H01L
pat0477,12/592 751,2010,Solar Mounting/Rack,Assembly and method for mounting solar panels to structural surfaces,Westford  MA,MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100154784%22.PGNR.&OS=DN/20100154784&RS=DN/20100154784,valid,F24J 2/464 20130101; F24J 2/5211 20130101; F24J 2/5247 20130101; F24J 2002/4661 20130101; F24J 2002/5281 20130101; H01L 31/0422 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,H01L
pat0478,12/592 889,2010,Solar Mounting/Rack,Mounting rail and power distribution system for use in a photovoltaic system,Petaluma  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100139945%22.PGNR.&OS=DN/20100139945&RS=DN/20100139945,valid,H01L 31/02008 20130101; H01L 31/02021 20130101; H01L 31/0482 20130101; H01L 31/05 20130101; H01R 4/2404 20130101; H01R 13/5216 20130101; H01R 25/14 20130101; H02G 5/04 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101,H01L,H01R,Y02E
pat0479,12/596 654,2010,Solar Mounting/Rack,STRUCTURE FOR MOUNTING ON A BUILDING WALL FRAMES FOR HOLDING PANELS SUCH AS PHOTOVOLTAIC PANELS ,Saint Denis,N/A,France,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100132274%22.PGNR.&OS=DN/20100132274&RS=DN/20100132274,valid,F24J 2/4614 20130101; F24J 2/5207 20130101; F24J 2/5209 20130101; F24J 2/5211 20130101; F24J 2/526 20130101; F24J 2002/4665 20130101; F24J 2002/5222 20130101; F24J 2002/5294 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,Y02B
pat0480,12/597 005,2010,Solar Mounting/Rack,DEVICE FOR MOUNTING SOLAR MODULES,Schwedt,N/A,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100127142%22.PGNR.&OS=DN/20100127142&RS=DN/20100127142,valid,F24J 2/5232 20130101; F24J 2/5264 20130101; F24J 2002/5215 20130101; F24J 2002/529 20130101; F24J 2002/5486 20130101; F24J 2002/5489 20130101; Y02E 10/47 20130101,F24J,Y02E,
pat0481,12/600 115,2011,Solar Inverter,POWER GENERATION SYSTEM COMPRISING A PLURALITY OF INVERTERS,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110221269%22.PGNR.&OS=DN/20110221269&RS=DN/20110221269,valid,H02J 1/102 20130101; H02J 3/382 20130101; H02J 13/0079 20130101; Y02E 40/72 20130101; Y04S 10/123 20130101,H02J,Y02E,Y04S
pat0482,12/601 240,2010,Solar Mounting/Rack,Cost Effective  Elongate Member Mounting System For Photovoltaic Devices,San Jose  CA,CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100269428%22.PGNR.&OS=DN/20100269428&RS=DN/20100269428,valid,F24J 2/5205 20130101; F24J 2/5239 20130101; F24J 2/5241 20130101; F24J 2/5245 20130101; F24J 2/5258 20130101; F24J 2002/4672 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,Y02B
pat0483,12/601 493,2010,Solar Inverter,PHOTOVOLTAIC POWER CONDITIONING SYSTEM AND METHOD,Changwon,N/A,Taiwan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100142227%22.PGNR.&OS=DN/20100142227&RS=DN/20100142227,valid,H02J 3/38 20130101; Y02E 10/563 20130101,Y02E,H02J,
pat0484,12/605 513,2010,Solar Mounting/Rack,Modular Solar Panel Racking System,Saline  MI,MI,USA,http://www.google.com/patents?id=RJHVAAAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA1#v=onepage&q=solar%20rack!&f=false,invalid url,,,,
pat0485,12/609 742,2011,Solar Inverter,POWER INVERTER DOCKING SYSTEM FOR PHOTOVOLTAIC MODULES,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110083733%22.PGNR.&OS=DN/20110083733&RS=DN/20110083733,valid,H01L 31/0428 20130101; H01L 31/0485 20130101; Y02E 10/50 20130101,H01L,Y02E,
pat0486,12/612 170,2011,Solar Mounting/Rack,SYSTEM AND METHOD FOR GROUNDING PHOTOVOLTAIC MODULES,Schenectady  NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110100433%22.PGNR.&OS=DN/20110100433&RS=DN/20110100433,valid,F24J 2/5232 20130101; F24J 2/5258 20130101; H01L 31/042 20130101; H01L 31/0482 20130101; Y02E 10/40 20130101; Y02E 10/50 20130101; Y02E 60/12 20130101,Y02E,F24J,H01L
pat0487,12/612 641 ,2012,Solar Monitoring,Enhanced Systems and Methods for Using a Power Converter for Balancing Modules in Single-String and Multi-String Configurations ,Los Gatos  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120255591%22.PGNR.&OS=DN/20120255591&RS=DN/20120255591,no CPC,,,,
pat0488,12/618 468,2010,Solar Mounting/Rack,Plank Based Photovoltaic Conversion System,Alameda  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100126087%22.PGNR.&OS=DN/20100126087&RS=DN/20100126087,valid,E04F 13/0821 20130101; F24J 2/52 20130101; H01L 31/042 20130101; H01L 31/048 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101,H01L,Y02E,F24J
pat0489,12/619 322 ,2010,Solar Monitoring,Techniques for Monitoring Solar Array Performance and Applications Thereof ,Albuquerque  NM,NM,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100108860%22.PGNR.&OS=DN/20100108860&RS=DN/20100108860,valid,F24J 2/38 20130101; F24J 2/4607 20130101; F24J 2/542 20130101; F24J 2200/04 20130101; G01S 3/781 20130101; G01S 3/7861 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101,F24J,G01S,Y02E
pat0490,12/625 363,2010,Solar Mounting/Rack,MOUNTING SUPPORT FOR A PHOTOVOLTAIC MODULE ,San Jose  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100146877%22.PGNR.&OS=DN/20100146877&RS=DN/20100146877,valid,E02D 27/32 20130101; F24J 2/5237 20130101; F24J 2/5239 20130101; F24J 2/525 20130101; F24J 2002/5292 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,H01L
pat0491,12/625 645,2010,Solar Inverter,REDUCING PHOTOVOLTAIC ARRAY VOLTAGE DURING INVERTER RE-ENABLEMENT,Devens  MA,MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100275966%22.PGNR.&OS=DN/20100275966&RS=DN/20100275966,valid,H01L 31/02021 20130101; H02M 7/5387 20130101; H02M 2001/007 20130101; Y02E 10/56 20130101,H02M,Y02E,H01L
pat0492,12/626 878,2010,Solar Mounting/Rack,Wind Uplift Resistant Module Mounting System,San Jose  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100218441%22.PGNR.&OS=DN/20100218441&RS=DN/20100218441,valid,F24J 2/4638 20130101; F24J 2/5207 20130101; F24J 2/5239 20130101; F24J 2/5241 20130101; F24J 2/5245 20130101; F24J 2/5256 20130101; F24J 2002/5281 20130101; F24J 2002/5286 20130101; H01L 31/0422 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,Y02B
pat0493,12/628 812,2010,Solar Mounting/Rack,Non-Corrosive Photovoltaic Panel Mounting Bracket,Perrysburg  OH,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100193012%22.PGNR.&OS=DN/20100193012&RS=DN/20100193012,valid,F24J 2/5211 20130101; F24J 2/5252 20130101; H01L 31/0422 20130101; Y02B 10/12 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,Y02E,F24J,Y02E
pat0495,12/657 069,2010,Solar Inverter,Apparatus for coupling power generated by a photovoltaic module to an output,Petaluma  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100263704%22.PGNR.&OS=DN/20100263704&RS=DN/20100263704,valid,H01L 31/0428 20130101; Y02E 10/50 20130101,Y02E,H01L,
pat0496,12/658 510,2011,Solar Mounting/Rack,Solar Panel mounting system and installation,Sarasota  FL,FL,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110192098%22.PGNR.&OS=DN/20110192098&RS=DN/20110192098,valid,F24J 2/5205 20130101; F24J 2/5245 20130101; F24J 2/5258 20130101; F24J 2002/5215 20130101; Y02B 10/20 20130101,F24J,Y02B,
pat0497,12/663 499,2010,Solar Inverter,Delivery of Electric Power by Means of a Plurality of Parallel Inverters and Control Method Based on Maximum Power Point Tracking ,Arezzo,N/A,Italy,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100283325%22.PGNR.&OS=DN/20100283325&RS=DN/20100283325,valid,G05F 1/67 20130101; H02M 7/493 20130101; Y02E 10/58 20130101,Y02E,G05F,H02M
pat0498,12/665 517,2010,Solar Mounting/Rack,Solar Module with a Frame for Mounting a Solar panel,Warrenville  IL,IL,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100294340%22.PGNR.&OS=DN/20100294340&RS=DN/20100294340,valid,F24J 2/4614 20130101; F24J 2/464 20130101; F24J 2/5203 20130101; F24J 2/5211 20130101; F24J 2002/4658 20130101; F24J 2002/5215 20130101; F24J 2002/5224 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,H01L
pat0499,12/676 138,2010,Solar Mounting/Rack,Mounting System for Solar Modules,San Jose  CA,CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100236610%22.PGNR.&OS=DN/20100236610&RS=DN/20100236610,valid,F24J 2/5205 20130101; F24J 2/5254 20130101; F24J 2/5256 20130101; F24J 2002/5216 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,F24J,Y02E,H01L
pat0500,12/677 768 ,2011,Solar Monitoring,Method and Device for Measuring Monitoring ,Belo Horizonte,N/A,Brazil,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110125422%22.PGNR.&OS=DN/20110125422&RS=DN/20110125422,valid,G01D 4/004 20130101; G01R 22/063 20130101; G01R 22/10 20130101; Y02B 90/242 20130101; Y02B 90/246 20130101; Y04S 20/322 20130101; Y04S 20/42 20130101,G01R,Y04S,Y02B
pat0501,12/709 166,2010,Solar Inverter,Inverter for a Distributed Power Generator ,Kingston,N/A,Canada,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100236612%22.PGNR.&OS=DN/20100236612&RS=DN/20100236612,valid,G05F 1/67 20130101; H01L 31/02021 20130101; H02J 3/383 20130101; H02M 1/12 20130101; H02M 7/48 20130101; Y02E 10/563 20130101; Y02E 10/58 20130101,Y02E,H02M,Y02E
pat0502,12/710 328,2010,Solar Mounting/Rack,MODULAR SOLAR RACKING SYSTEM,San Francisco  CA,CA,USA,http://www.google.com/patents?id=_szUAAAAEBAJ&zoom=4&dq=solar%20rack!&pg=PA1#v=onepage&q=solar%20rack!&f=false,invalid url,,,,
pat0503,12/713 885,2011,Solar Mounting/Rack,SOCKET ASSEMBLY FOR A PHOTOVOLTAIC PACKAGE,Berwyn  PA,PA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110209758%22.PGNR.&OS=DN/20110209758&RS=DN/20110209758,valid,H01L 31/048 20130101; H01L 31/052 20130101; H01L 31/0522 20130101; Y02E 10/50 20130101,H01L,Y02E,
pat0504,12/713 894,2011,Solar Mounting/Rack,PHOTOVOLTAIC FRAMED MODULE ARRAY MOUNT UTILIZING ASYMMETRIC RAIL ,Schenectady  NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110209745%22.PGNR.&OS=DN/20110209745&RS=DN/20110209745,valid,F24J 2/5207 20130101; F24J 2/5245 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,Y02E,F24J,Y02E
pat0505,12/714 029,2011,Solar Inverter,SYSTEM AND METHOD FOR A SINGLE STAGE POWER CONVERSION SYSTEM ,Schenectady  NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110210608%22.PGNR.&OS=DN/20110210608&RS=DN/20110210608,valid,H02J 3/383 20130101; H02J 7/35 20130101; Y02E 10/563 20130101; Y02E 10/566 20130101,Y02E,H02J,
pat0506,12/715 791,2010,Solar Mounting/Rack,WATERTIGHT CONNECTOR AND PHOTOVOLTAIC POWER GENERATING APPARATUS,Tokyo,N/A,Japan,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100258157%22.PGNR.&OS=DN/20100258157&RS=DN/20100258157,valid,H01L 31/05 20130101; H01R 13/52 20130101; Y02B 10/10 20130101; Y02E 10/50 20130101,Y02E,H01R,H01L
pat0507,12/716 654,2011,Solar Inverter,APPARATUS AND METHODOLOGY FOR MAXIMUM POWER POINT TRACKING FOR A SOLAR PANEL,Milpitas  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110109346%22.PGNR.&OS=DN/20110109346&RS=DN/20110109346,valid,G05F 1/67 20130101; H01L 31/02021 20130101; H02J 3/385 20130101; Y02E 10/50 20130101,Y02E,H01L,G05F
pat0508,12/719 662,2010,Solar Inverter,Power Generation System and Inverter for Feeding Power Into a Three-Phase Grid,Niestetal,N/A,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100226160%22.PGNR.&OS=DN/20100226160&RS=DN/20100226160,valid,H01H 47/002 20130101; H02M 7/48 20130101,H01H,H02M,
pat0509,12/722 027,2010,Solar Inverter,Inverter Cooler,Perrysburg  OH,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100302731%22.PGNR.&OS=DN/20100302731&RS=DN/20100302731,valid,H05K 7/20945 20130101,H05K,,
pat0510,12/722 096,2011,Solar Inverter,Adaptive Photovoltaic Inverter,Perrysburg  OH,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110044083%22.PGNR.&OS=DN/20110044083&RS=DN/20110044083,valid,H02J 3/383 20130101; Y02E 10/563 20130101,Y02E,H02J,
pat0511,12/722 129,2011,Solar Inverter,Photovoltaic Inverter Power System,Perrysburg  OH,OH,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110222327%22.PGNR.&OS=DN/20110222327&RS=DN/20110222327,valid,H02J 3/383 20130101; Y02E 10/563 20130101,Y02E,H02J,
pat0512,12/723 476,2010,Solar Mounting/Rack,SYSTEM AND METHOD FOR MOUNTING PHOTOVOLTAIC PANELS,Boulder  CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100229367%22.PGNR.&OS=DN/20100229367&RS=DN/20100229367,valid,F24J 2/5205 20130101; F24J 2/5258 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101,Y02E,F24J,Y02E
pat0513,12/729 304,2011,Solar Inverter,POWER CONVERSION SYSTEM AND METHOD PROVIDING MAXIMUM EFFICIENCY OF POWER CONVERSION FOR A PHOTOVOLTAIC SYSTEM  AND PHOTOVOLTAIC SYSTEM EMPLOYING A PHOTOVOLTAIC ARRAY AND AN ENERGY STORAGE DEVICE ,Cleveland  OH,OH,USA ,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110232714%22.PGNR.&OS=DN/20110232714&RS=DN/20110232714,valid,H02J 3/32 20130101; H02J 3/385 20130101; H02J 7/35 20130101; Y02E 10/50 20130101; Y02E 10/563 20130101; Y02E 10/58 20130101; Y02E 70/30 20130101,Y02E,H02J,
pat0514,12/730 012,2010,Solar Monitoring,Smart Device for Enabling Real-time Monitoring  Measuring  Managing and Reporting of Energy by Solar Panels and Method Therefore ,San Diego  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100241375%22.PGNR.&OS=DN/20100241375&RS=DN/20100241375,valid,H01L 31/02021 20130101; H01L 31/042 20130101; Y02E 10/50 20130101,H01L,Y02E,
pat0515,12/732 649,2011,Solar Mounting/Rack,MINIMALLY PENETRATING PHOTOVOLTAIC ASSEMBLY FOR USE WITH A SLOPED ROOF AND RELATED METHODS ,San Jose  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110232715%22.PGNR.&OS=DN/20110232715&RS=DN/20110232715,valid,E04D 13/00 20130101; F24J 2/5211 20130101; F24J 2/5262 20130101; F24J 2002/4659 20130101; F24J 2002/4665 20130101; F24J 2002/467 20130101; F24J 2002/4672 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101,F24J,Y02E,E04D
pat0516,12/733 391,2010,Solar Monitoring,METHOD FOR THEFT RECOGNITION ON A PHOTOVOLTAIC UNIT AND INVERTER FOR A PHOTOVOLTAIC UNIT ,Pettenbach,N/A,Austria,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100207764%22.PGNR.&OS=DN/20100207764&RS=DN/20100207764,valid,G01R 31/405 20130101; G08B 13/1418 20130101; H01L 31/02021 20130101; H02J 3/382 20130101; H02M 3/38 20130101; Y02E 10/50 20130101,G01R,Y02E,H01L
pat0517,12/736 943 ,2011,Solar Monitoring,Solar Cell Output Characteristic Evaluation Apparatus and Solar Cell Output Characteristic Evaluation Method,Tokyo,N/A,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110068817%22.PGNR.&OS=DN/20110068817&RS=DN/20110068817,valid,G01R 31/2803 20130101; H01L 31/02021 20130101; Y02E 10/50 20130101,G01R,Y02E,H01L
