pid, patent #, year,  tech area, title, city, state, country, url, status, cpc_class,cpc1,cpc2,cpc3
pat0392,0,2011,Solar Inverter,PARTIAL POWER MICRO-CONVERTER ARCHITECTURE ,Milpitas  CA,CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=89&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/02 20130101; H02J 3/32 20130101; H02J 3/383 20130101,H02J,,
pat0393,0,2009,Solar Inverter,System and method for integrated solar power generator with micro inverters,Huntington Beach  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=308&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/0428 20130101; H01L 31/0485 20130101; Y02E 10/50 20130101,H01L,Y02E,
pat0394,0,2003,Solar Inverter,Dc-dc converter,Eindhoven,,Netherlands,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3&f=G&l=50&co1=AND&d=PG01&s1=,no abstract or claims,,,,
pat0395,0,2010,Solar Inverter,Photovoltaic Inverter with Option for Switching Between a Power Supply System with a Fixed Frequency and a Load Variable Frequency ,Ludenscheid,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=292&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/02021 20130101; H02J 1/102 20130101; H02J 3/383 20130101; Y02E 10/563 20130101; Y02E 10/58 20130101,Y02E,H02J,Y02E
pat0396,0,2008,Solar Inverter,PHOTOVOLTAIC AC INVERTER MOUNT AND INTERCONNECT,Colorado Springs  CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=447&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=9&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/042 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/14 20130101; Y02B 10/70 20130101; Y02E 10/50 20130101,Y02B,H01L,Y02E
pat0397,0,2008,Solar Inverter,PHOTOVOLTAIC MODULE-MOUNTED AC INVERTER,Colorado Springs  CO,CO,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=446&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=9&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 7/35 20130101; H02J 9/062 20130101; Y02B 10/72 20130101,H02J,Y02B,
pat0399,0,2012,Solar Inverter,PHOTOVOLTAIC MODULE ,Seoul,,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120262948%22.PGNR.&OS=DN/20120262948&RS=DN/20120262948,valid,H01L 31/0428 20130101; H01L 31/0485 20130101,H01L,,
pat0400,0,2012,Solar Inverter,Photovoltaic module and control method thereof,Seoul,,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120262949%22.PGNR.&OS=DN/20120262949&RS=DN/20120262949,valid,H01L 31/042 20130101,H01L,,
pat0401,0,2012,Solar Inverter,Photovoltaic module,Seoul,,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120325288%22.PGNR.&OS=DN/20120325288&RS=DN/20120325288,no CPC,,,,
pat0402,0,2012,Solar Inverter,Photovoltaic module,Seoul,,South Korea,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120274264%22.PGNR.&OS=DN/20120274264&RS=DN/20120274264,valid,H01L 31/02 20130101; H01L 31/042 20130101; H01L 31/048 20130101,H01L,,
pat0403,0,2010,Solar Inverter,Method and Apparatus for Boosting DC Bus Voltage,Menomonee Falls  WI,WI,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=72&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,no CPC,,,,
pat0404,0,2011,Solar Inverter,Photovoltaic energy extraction with multilevel output dc-dc switched capacitor converters,Cambridge  MA,MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120223583.PGNR.,valid,H02J 3/385 20130101; H02M 3/00 20130101; H02M 3/07 20130101; H03K 3/57 20130101,H02M,H03K,H02J
pat0405,0,2009,Solar Inverter,Thin-film photovoltaic power system with integrated low-profile high-efficiency inverter ,Santa Clara  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=301&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=7&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/1814 20130101; H02J 3/1842 20130101; H02J 3/382 20130101; H02M 5/293 20130101; H02M 2001/0093 20130101; Y02E 10/563 20130101; Y02E 10/58 20130101; Y02E 40/18 20130101; Y02E 40/22 20130101,Y02E,H02J,H02M
pat0406,0,2010,Solar Inverter,Maximum Power Point Tracking Bidirectional Charge Controllers for Photovoltaic Systems ,Silver Spring  MD,MD,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110089886%22.PGNR.&OS=DN/20110089886&RS=DN/20110089886,valid,H02J 7/35 20130101; Y02E 10/566 20130101; Y02E 10/58 20130101,Y02E,H02J,
pat0407,0,2011,Solar Inverter,Circuit for converting a direct current voltage to an alternating current voltage,New Taipei City,,Taiwan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120281441%22.PGNR.&OS=DN/20120281441&RS=DN/20120281441,no CPC,,,,
pat0408,0,2008,Solar Inverter,Networked multi-inverter maximum power point tracking,Hayward  CA,CA,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100052425%22.PGNR.&OS=DN/20100052425&RS=DN/20100052425,valid,H01L 31/02021 20130101; H02J 1/12 20130101; H02J 13/0079 20130101; Y02E 40/72 20130101,H02J,Y02E,H01L
pat0409,0,2012,Solar Inverter,Measurement of insulation resistance of configurable photovoltaic panels in a photovoltaic array,Hayward  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120223734.PGNR.,valid,G01R 27/18 20130101; G01R 31/405 20130101,G01R,,
pat0410,0,2010,Solar Inverter,Inverter for a Distributed Power Generator ,Kingston,,Canada,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220100236612%22.PGNR.&OS=DN/20100236612&RS=DN/20100236612,valid,G05F 1/67 20130101; H01L 31/02021 20130101; H02J 3/383 20130101; H02M 1/12 20130101; H02M 7/48 20130101; Y02E 10/563 20130101; Y02E 10/58 20130101,Y02E,H02M,Y02E
pat0411,0,2010,Solar Inverter,Delivery of Electric Power by Means of a Plurality of Parallel Inverters and Control Method Based on Maximum Power Point Tracking ,Arezzo,,Italy,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=268&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,,,,
pat0412,0,2010,Solar Inverter,ENERGY TRANSFER MODULE UTILIZING THERMAL POWER GENERATED BY SOLAR PANELS,Berkeley  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110120528%22.PGNR.&OS=DN/20110120528&RS=DN/20110120528,valid,F24F 5/0096 20130101; F24F 2005/0064 20130101; F24F 2005/0067 20130101; F24J 2/045 20130101; F24J 2/30 20130101; H01L 31/058 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02B 10/70 20130101; Y02E 10/44 20130101,F24F,Y02B,F24F
pat0413,0,2011,Solar Inverter,Maximum Power Point Tracking for a Power Generator,Kingston  CA,,Canada,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=136&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/048 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101,H01L,Y02E,
pat0414,0,2012,Solar Inverter,Selective radiation utilization apparatuses for high-efficiency photobioreactor illumination and methods thereof,Webster  NY,NY,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120306383%22.PGNR.&OS=DN/20120306383&RS=DN/20120306383,no CPC,,,,
pat0415,0,2010,Solar Inverter,DC-AC Inverter Assembly  in Particular Solar Cell Inverter,Stuttgart,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120228938.PGNR.,valid,H02M 7/537 20130101; H02M 2001/007 20130101; Y02E 10/56 20130101,H02M,Y02E,
pat0416,0,2010,Solar Inverter,APPARATUS AND METHOD FOR CHARGING AND DISCHARGING PHOTOVOLTAIC PCS INTEGRATED BATTERY ,Suwon,,Korea,http://www.google.com/patents?id=mDH9AQAAEBAJ&printsec=frontcover&dq=12/899938&source=bl&ots=ofe21m31iv&sig=By_UMXr3n0c6uhSCc95j4F6Trhg&hl=en&sa=X&ei=fdsjUJO6FcTcqAGSyoDADw&ved=0CDQQ6AEwAA,invalid url,,,,
pat0417,0,2007,Solar Inverter,PHOTOVOLTAIC INVERTER,Osaka,,Japan,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=376&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=8&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,B60K 1/02 20130101; B60K 6/442 20130101; B60K 6/52 20130101; B60W 10/06 20130101; B60W 10/08 20130101; B60W 20/00 20130101; B60W 2510/244 20130101; B60W 2520/10 20130101; B60W 2540/10 20130101; B60W 2540/12 20130101; Y02T 10/6234 20130101; Y02T 10/6265 20130101; Y02T 10/6269 20130101; Y02T 10/6286 20130101,B60W,Y02T,B60K
pat0418,0,2012,Solar Inverter,PHOTOVOLTAIC DC/DC MICRO-CONVERTER,Boston  MA,MA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,,,,
pat0419,0,2011,Solar Inverter,Connecting Mechanism Arrangeable To A Photovoltaic Module,Nurnberg,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=89&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/02 20130101; H02J 3/32 20130101; H02J 3/383 20130101,H02J,,
pat0420,0,2011,Solar Inverter,Switching Configuration and Method for the Production of an Alternating Voltage from at Least Supply Terminals with Temporally Variable Output DC Voltage ,ALTDORF,,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=108&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/0482 20130101; H01L 31/058 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02B 10/70 20130101,Y02B,H01L,
pat0421,0,2009,Solar Inverter,Three-phase inverter,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=390&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=8&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,F24J 2/16 20130101; F24J 2/4636 20130101; F24J 2/4638 20130101; F24J 2/5239 20130101; F24J 2/5254 20130101; F24J 2/526 20130101; F24J 2002/5218 20130101; F24J 2002/5226 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101,F24J,Y02E,H01L
pat0422,0,2009,Solar Inverter,DC/DC CONVERTER,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=358&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=8&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,G02F 1/157 20130101; G02F 2001/13324 20130101; H01L 31/0296 20130101; H01L 31/0322 20130101; H01L 31/03685 20130101; H01L 31/03762 20130101; H01L 31/0392 20130101; H01L 31/072 20130101; H01L 31/0725 20130101; Y02E 10/52 20130101,H01L,G02F,Y02E
pat0423,0,2009,Solar Inverter,POWER GENERATION SYSTEM COMPRISING A PLURALITY OF INVERTERS,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=156&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=4&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/383 20130101; H02M 3/338 20130101; H02M 2001/007 20130101; H05K 3/284 20130101; H05K 2201/10166 20130101; H05K 2201/10371 20130101; H05K 2203/1316 20130101,H05K,H02M,H02J
pat0424,0,2011,Solar Inverter,Lightning Protection for Power Inverters,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=170&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=4&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 3/383 20130101; H02M 3/158 20130101,H02M,H02J,
pat0425,0,2011,Solar Inverter,Method of and Apparatus for Connecting a Photovoltaic Device to an AC Power Grid,Niestetal,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=77&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=%28ACLM/inverter+AND+ACLM/photovoltaic%29,valid,H02M 3/158 20130101,H02M,,
pat0426,0,2012,Solar Inverter,REVERSE CURRENT SENSOR,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=24&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,,,,
pat0427,0,2012,Solar Inverter,METHOD FOR MEASURING A CURRENT  IN PARTICULAR BY MEANS OF A GROUNDING APPARATUS ,Niestetal,,Germany,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120200960%22.PGNR.&OS=DN/20120200960&RS=DN/20120200960,valid,G01R 15/146 20130101; G01R 19/0092 20130101; G01R 27/18 20130101,G01R,,
pat0428,0,2012,Solar Inverter,Buck Converter and Inverter Comprising the same,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120243279%22.PGNR.&OS=DN/20120243279&RS=DN/20120243279,valid,H02M 3/158 20130101,H02M,,
pat0429,0,2012,Solar Inverter,Connecting a Photovoltaic Array at a High Open Circuit Voltage,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20120228951.PGNR.,valid,H02J 3/383 20130101; H02M 1/36 20130101; Y02E 10/56 20130101,Y02E,H02M,H02J
pat0430,0,2012,Solar Inverter,Inverter device comprising a topology surveying a series of capacitors,Niestetal,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120281443%22.PGNR.&OS=DN/20120281443&RS=DN/20120281443,valid,G01R 31/028 20130101; H02H 7/16 20130101,G01R,H02H,
pat0431,0,2012,Solar Inverter,Power Shuffling Solar String Equalization System,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120319489%22.PGNR.&OS=DN/20120319489&RS=DN/20120319489,no CPC,,,,
pat0432,0,2010,Solar Inverter,QUADRATURE-CORRECTED FEEDFORWARD CONTROL APPARATUS AND METHOD FOR DC-AC POWER CONVERSION ,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=45&f=G&l=50&co1=AND&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,,,,
pat0433,0,2009,Solar Inverter,INVERTER ARRAY CONTROL ,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=25&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,,,,
pat0434,0,2011,Solar Inverter,INVERTER ARRAY WITH LOCALIZED INVERTER CONTROL,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=26&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,,,,
pat0435,0,2011,Solar Inverter,METHOD AND SYSTEM FOR CONTROLLING A MULTI-STAGE POWER INVERTER,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=137&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H01L 31/02021 20130101; H02J 1/102 20130101; H02J 3/38 20130101; H02J 3/383 20130101,H02J,H01L,
pat0436,0,2011,Solar Inverter,Configurable Power Supply Assembly,Austin  TX,TX,USA,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=52&f=G&l=50&co1=AND&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,no CPC,,,,
pat0437,0,2011,Solar Inverter,Multi-stage power inverter,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120275196%22.PGNR.&OS=DN/20120275196&RS=DN/20120275196,no CPC,,,,
pat0438,0,2011,Solar Inverter,Power converter bus control,Austin  TX,TX,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120320641%22.PGNR.&OS=DN/20120320641&RS=DN/20120320641,no CPC,,,,
pat0439,0,2012,Solar Inverter,SERIALLY CONNECTED INVERTERS ,Hod Hasharon,,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=6&f=G&l=50&d=PG01&s1=Inverter.CLM.&s2=Photovoltaic.CLM.&co1=AND&p=1&OS=ACLM/Inverter+AND+ACLM/Photovoltaic&RS=ACLM/Inverter+AND+ACLM/Photovoltaic,no CPC,,,,
pat0440,0,2012,Solar Inverter,Safety Mechanisms  Wake Up and Shutdown Methods in Distributed Power Installations ,Hod Hasharon,,Israel,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120212066%22.PGNR.&OS=DN/20120212066&RS=DN/20120212066,valid,H02J 1/102 20130101; H02J 3/383 20130101; H02J 3/385 20130101; H02J 7/35 20130101,H02J,,
pat0441,0,2012,Solar Inverter,Safety Mechanisms  Wake Up and Shutdown Methods in Distributed Power Installations ,Hod Hasharon,,Israel,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120248863%22.PGNR.&OS=DN/20120248863&RS=DN/20120248863,valid,H02J 1/102 20130101; H02J 3/385 20130101; H02J 7/35 20130101,H02J,,
pat0442,0,2012,Solar Inverter,Controlling The Direct Current Flow In A Photovoltaic System ,Bonn,,Germany,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220120299380%22.PGNR.&OS=DN/20120299380&RS=DN/20120299380,no CPC,,,,
pat0443,0,2010,Solar Inverter,Solar Energy Converter and Method for Converting Solar Energy,San Jose  CA,USA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110088753%22.PGNR.&OS=DN/20110088753&RS=DN/20110088753,valid,F24J 2/0477 20130101; F24J 2/202 20130101; F24J 2/4647 20130101; F24J 2002/0092 20130101; F24J 2002/467 20130101; H01L 31/0422 20130101; H01L 31/058 20130101; Y02E 10/44 20130101; Y02E 10/50 20130101; Y02E 10/60 20130101,F24J,Y02E,H01L
pat0444,0,2009,Solar Inverter,Field Level Inverter Controller,Mountain View  CA,CA,USA,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.html&r=296&f=G&l=50&d=PG01&s1=inverter.CLM.&s2=photovoltaic.CLM.&co1=AND&p=6&OS=ACLM/inverter+AND+ACLM/photovoltaic&RS=ACLM/inverter+AND+ACLM/photovoltaic,valid,H02J 1/10 20130101; H02J 3/38 20130101,H02J,,
