"PatId"	"Yeartxt"	"OrigTechArea"	"city"	"state"	"state"	"country"	"topicId"	"ourTechArea"	"origCPC1"	"origCPC2"	"origCPC3"	"ourCPCnum1"	"ourCPCnum2"	"ourCPCnum3"	"GeoCode"	"Year"	"TopicId-Id"	"count1"	"Patnum"
"pat0810"	"yr2012"	"Solar Mounting/Rack"	"Sydney"	"N/A"	"N/A"	"Australia"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"F24J"	"oceana"	2012	"topic-13"	1	"num-13/427 347"
"pat0732"	"yr2012"	"Solar Mounting/Rack"	"Freemont  CA"	"CA"	"CA"	"Canada"	5	"Solar Monitoring"	"G01S"	"F24J"	"H01L"	"Y04S"	"G06Q"	"Y02E"	"other"	2012	"topic-05"	1	"num-13/227 652"
"pat0561"	"yr2011"	"Solar Mounting/Rack"	"Colorado Springs  CO"	"CO"	"CO"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02B"	"F24J"	"Y02E"	"H01L"	"CO"	2011	"topic-14"	1	"num-12/856 844"
"pat0508"	"yr2010"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	7	"Solar Inverter"	"H01H"	"H02M"		"Y02E"	"H02J"	"H01L"	"germany"	2010	"topic-07"	1	"num-12/719 662"
"pat0197"	"yr2011"	"Solar Mounting/Rack"	"Berwyn  PA"	"PA"	"PA"	"USA"	9	"Solar Mounting/Rack"	"H01R"	"H01L"		"H01L"	"Y02E"	"H01R"	"PA"	2011	"topic-09"	1	"num-8083540"
"pat0229"	"yr2012"	"Site Assessment"	"Napa  CA"	"CA"	"CA"	"USA"	1	"Site Assessment"	"G01W"			"G01W"	"G06Q"	"G01R"	"Other_CA"	2012	"topic-01"	1	"num-8165811"
"pat0757"	"yr2012"	"Solar Mounting/Rack"	"Golden  CO"	"CO"	"CO"	"USA"	4	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02B"	"Y02B"	"H01L"	"Y02E"	"CO"	2012	"topic-04"	1	"num-13/285 942"
"pat0161"	"yr2011"	"Solar Monitoring"	"Santa Clara  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"H02M"	"H02J"		"H02J"	"Y02E"	"Y02B"	"Bay_Area"	2011	"topic-03"	1	"num-7962249"
"pat0177"	"yr2011"	"Site Assessment"	"Tokyo"	"N/A"	"N/A"	"Japan"	1	"Site Assessment"	"G01W"			"G01W"	"G06Q"	"G01R"	"jp"	2011	"topic-01"	1	"num-8019117"
"pat0013"	"yr2007"	"Solar Inverter"	"Dearborn  MI"	"MI"	"MI"	"USA"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"MI"	2007	"topic-11"	1	"num-7158395"
"pat0796"	"yr2012"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"				"Y02E"	"H01L"	"F24J"	"Bay_Area"	2012	"topic-12"	1	"num-13/402 769"
"pat0224"	"yr2012"	"Solar Monitoring"	"Waterford  MI"	"MI"	"MI"	"USA"	3	"Solar Monitoring"	"Y02E"	"Y02B"	"Y02E"	"H02J"	"Y02E"	"Y02B"	"MI"	2012	"topic-03"	1	"num-8148832"
"pat0611"	"yr2011"	"Solar Mounting/Rack"	"Brick  NJ"	"NJ"	"NJ"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NJ"	2011	"topic-14"	1	"num-12/959 100"
"pat0496"	"yr2011"	"Solar Mounting/Rack"	"Sarasota  FL"	"FL"	"FL"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02B"		"F24J"	"Y02E"	"H01L"	"FL"	2011	"topic-14"	1	"num-12/658 510"
"pat0043"	"yr2008"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"germany"	2008	"topic-11"	1	"num-7471073"
"pat0649"	"yr2012"	"Solar Inverter"	"New Taipei City"	"N/A"	"N/A"	"Taiwan"	9	"Solar Mounting/Rack"	"H05K"	"F28D"		"H01L"	"Y02E"	"H01R"	"asia"	2012	"topic-09"	1	"num-13/045 793"
"pat0480"	"yr2010"	"Solar Mounting/Rack"	"Schwedt"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"		"F24J"	"Y02E"	"H01L"	"germany"	2010	"topic-14"	1	"num-12/597 005"
"pat0364"	"yr2008"	"Solar Inverter"	"Puslinch  CA"	"CA"	"CA"	"Canada"	7	"Solar Inverter"	"H02H"			"Y02E"	"H02J"	"H01L"	"other"	2008	"topic-07"	1	"num-11/944 816"
"pat0446"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"Y02E"	"Y02B"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"Bay_Area"	2010	"topic-04"	1	"num-12/483 022"
"pat0078"	"yr2010"	"Solar Monitoring"	"Armonk  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"	"C09K"	"G06F"		"Y04S"	"G06Q"	"Y02E"	"NY"	2010	"topic-05"	1	"num-7732949"
"pat0725"	"yr2012"	"Solar Mounting/Rack"	"Mountain View  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-02"	1	"num-13/209 730"
"pat0398"	"yr2010"	"Solar Monitoring"	"Schenectady  NY"	"NY"	"NY"	"USA"	7	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"H01L"	"NY"	2010	"topic-07"	1	"num-12/229 893"
"pat0373"	"yr2009"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	0	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02M"	"Y02E"	"H02J"	"NY"	2009	"topic-00"	1	"num-12/075 588"
"pat0254"	"yr2012"	"Solar Inverter"	"North Andover MA"	"MA"	"MA"	"USA"	7	"Solar Inverter"	"Y02E"	"H02M"	"H02J"	"Y02E"	"H02J"	"H01L"	"MA"	2012	"topic-07"	1	"num-8207630"
"pat0748"	"yr2012"	"Solar Mounting/Rack"	"San Luis Obispo  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"H01L"			"F24J"	"Y02E"	"H01L"	"Other_CA"	2012	"topic-14"	1	"num-13/267 606"
"pat0170"	"yr2011"	"Solar Monitoring"	"Cupertino  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"Bay_Area"	2011	"topic-06"	1	"num-8004113"
"pat0271"	"yr2012"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-02"	1	"num-8234824"
"pat0453"	"yr2011"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	11	"Solar Inverter"	"H02J"			"Y02E"	"H02J"	"G05F"	"NY"	2011	"topic-11"	1	"num-12/505877"
"pat0779"	"yr2012"	"Solar Mounting/Rack"	"Milpitas  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"				"H01L"	"Y02E"	"F24J"	"Bay_Area"	2012	"topic-13"	1	"num-13/347 383"
"pat0350"	"yr2009"	"Solar Monitoring"	"Menlo Park  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"H01L"	"Y02B"	"H01L"	"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2009	"topic-08"	1	"num-11/777 391"
"pat0525"	"yr2010"	"Solar Mounting/Rack"	"Wuxi"	"N/A"	"N/A"	"China"	9	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"H01R"	"asia"	2010	"topic-09"	1	"num-12/768 637"
"pat0109"	"yr2010"	"Solar Mounting/Rack"	"Pasadena  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2010	"topic-02"	1	"num-7823583"
"pat0084"	"yr2010"	"Solar Monitoring"	"Stafford  TX"	"TX"	"TX"	"USA"	3	"Solar Monitoring"	"H02J"	"G01D"	"Y02B"	"H02J"	"Y02E"	"Y02B"	"TX"	2010	"topic-03"	1	"num-7750502"
"pat0180"	"yr2011"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02M"	"Y02E"	"H02J"	"germany"	2011	"topic-00"	1	"num-8023288"
"pat0582"	"yr2012"	"Solar Inverter"	"Livermore  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"	"H02H"	"H02J"		"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-12/902 730"
"pat0138"	"yr2011"	"Solar Inverter"	"Glen Mills  PA"	"PA"	"PA"	"USA"	7	"Solar Inverter"	"Y02E"	"H01L"	"H02J"	"Y02E"	"H02J"	"H01L"	"PA"	2011	"topic-07"	1	"num-7893346"
"pat0237"	"yr2012"	"Solar Mounting/Rack"	"Detmold"	"N/A"	"N/A"	"Germany"	9	"Solar Mounting/Rack"	"H01R"	"Y02E"	"H01L"	"H01L"	"Y02E"	"H01R"	"germany"	2012	"topic-09"	1	"num-8177566"
"pat0746"	"yr2011"	"Solar Monitoring"	"Fort Collins  CO"	"CO"	"CO"	"USA"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"CO"	2011	"topic-11"	1	"num-13/254 666"
"pat0358"	"yr2009"	"Solar Inverter"	"San Jose  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"Y02E"	"H02J"		"H02J"	"Y02E"	"Y02B"	"Bay_Area"	2009	"topic-03"	1	"num-11/855 390"
"pat0103"	"yr2010"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"			"H02M"	"Y02E"	"H02J"	"germany"	2010	"topic-00"	1	"num-7813153"
"pat0745"	"yr2012"	"Solar Mounting/Rack"	"Buffalo  NY"	"NY"	"NY"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NY"	2012	"topic-14"	1	"num-13/253 960"
"pat0269"	"yr2012"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	11	"Solar Inverter"	"H02J"			"Y02E"	"H02J"	"G05F"	"NY"	2012	"topic-11"	1	"num-8228697"
"pat0204"	"yr2012"	"Solar Inverter"	"Los Gatos  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"	"Y02E"	"H01L"		"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-8102074"
"pat0668"	"yr2012"	"Solar Monitoring"	"Dallas  TX"	"TX"	"TX"	"USA"	5	"Solar Monitoring"				"Y04S"	"G06Q"	"Y02E"	"TX"	2012	"topic-05"	1	"num-13/084 553"
"pat0747"	"yr2012"	"Site Assessment"	"Leganes"	"N/A"	"N/A"	"Spain"	5	"Solar Monitoring"				"Y04S"	"G06Q"	"Y02E"	"europe"	2012	"topic-05"	1	"num-13/256 134"
"pat0071"	"yr2010"	"Solar Mounting/Rack"	"Dallas  TX"	"TX"	"TX"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"E04D"	"Y02E"	"H01L"	"Y02E"	"F24J"	"TX"	2010	"topic-13"	1	"num-7678991"
"pat0347"	"yr2007"	"Solar Mounting/Rack"	"London"	"N/A"	"N/A"	"Great Britain"	13	"Solar Mounting/Rack"	"Y02E"	"Y02B"	"Y02E"	"H01L"	"Y02E"	"F24J"	"europe"	2007	"topic-13"	1	"num-11/711 522"
"pat0437"	"yr2010"	"Solar Mounting/Rack"	"Dana Point  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02B"	"Y02E"	"H01L"	"F24J"	"SOCAL"	2010	"topic-12"	1	"num-12/430 793"
"pat0267"	"yr2012"	"Solar Inverter"	"Austin  TX"	"TX"	"TX"	"USA"	9	"Solar Mounting/Rack"	"Y02E"	"H01L"	"H02J"	"H01L"	"Y02E"	"H01R"	"TX"	2012	"topic-09"	1	"num-8227942"
"pat0228"	"yr2012"	"Solar Inverter"	"Palatine  IL"	"IL"	"IL"	"USA"	11	"Solar Inverter"	"Y02E"	"G05F"	"H02M"	"Y02E"	"H02J"	"G05F"	"IL"	2012	"topic-11"	1	"num-8159178"
"pat0794"	"yr2012"	"Solar Mounting/Rack"	"Flagstaff  AZ"	"AZ"	"AZ"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"Y02E"	"H01L"	"F24J"	"AZ"	2012	"topic-12"	1	"num-13/399 970"
"pat0617"	"yr2011"	"Solar Mounting/Rack"	"Fountain Valley  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"H01L"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2011	"topic-02"	1	"num-12/968 612"
"pat0609"	"yr2011"	"Solar Inverter"	"Devens  MA"	"MA"	"MA"	"USA"	11	"Solar Inverter"	"H02M"			"Y02E"	"H02J"	"G05F"	"MA"	2011	"topic-11"	1	"num-12/957 501"
"pat0065"	"yr2009"	"Solar Mounting/Rack"	"Detmold"	"N/A"	"N/A"	"Germany"	2	"Solar Mounting/Rack"	"H01R"	"H01L"		"F24J"	"Y02E"	"H01L"	"germany"	2009	"topic-02"	1	"num-7632109"
"pat0392"	"yr2009"	"Solar Mounting/Rack"	"Fort Collins  CO"	"CO"	"CO"	"USA"	8	"Solar Inverter"	"Y02E"	"H01L"	"H02J"	"H01L"	"Y02E"	"Y02B"	"CO"	2009	"topic-08"	1	"num-12/189 189"
"pat0260"	"yr2012"	"Solar Inverter"	"Plymouth Meeting  PA"	"PA"	"PA"	"USA"	6	"Solar Inverter"	"H02M"	"Y02E"		"H02J"	"Y02E"	"H02M"	"PA"	2012	"topic-06"	1	"num-8213199"
"pat0082"	"yr2010"	"Solar Mounting/Rack"	"Warrenville  IL"	"IL"	"IL"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"IL"	2010	"topic-14"	1	"num-7745722"
"pat0241"	"yr2012"	"Solar Inverter"	"Fisciano"	"N/A"	"N/A"	"Italy"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"europe"	2012	"topic-11"	1	"num-8189352"
"pat0010"	"yr2006"	"Solar Inverter"	"Tokyo"	"N/A"	"N/A"	"Japan"	11	"Solar Inverter"	"Y02E"	"H02M"	"Y02E"	"Y02E"	"H02J"	"G05F"	"jp"	2006	"topic-11"	1	"num-7126294"
"pat0720"	"yr2012"	"Site Assessment"	"Salt Lake City  UT"	"UT"	"UT"	"USA"	1	"Site Assessment"	"Y02E"	"G01S"	"G06Q"	"G01W"	"G06Q"	"G01R"	"UT"	2012	"topic-01"	1	"num-13/198 611"
"pat0178"	"yr2011"	"Solar Inverter"	"Cupertino  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"	"H02J"			"Y02E"	"H02J"	"G05F"	"Bay_Area"	2011	"topic-11"	1	"num-8022571"
"pat0050"	"yr2009"	"Solar Inverter"	"Bend  OR"	"OR"	"OR"	"USA"	11	"Solar Inverter"	"H02M"	"H02J"		"Y02E"	"H02J"	"G05F"	"OR"	2009	"topic-11"	1	"num-7502241"
"pat0378"	"yr2009"	"Solar Mounting/Rack"	"Los Angeles  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2009	"topic-02"	1	"num-12/108 824"
"pat0434"	"yr2009"	"Solar Inverter"	"Washington  DC"	"DC"	"DC"	"USA"	6	"Solar Inverter"	"H02J"	"Y02E"	"H01L"	"H02J"	"Y02E"	"H02M"	"DC"	2009	"topic-06"	1	"num-12/411 294"
"pat0805"	"yr2012"	"Solar Mounting/Rack"	"Perrysburg  OH"	"OH"	"OH"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"		"F24J"	"Y02E"	"H01L"	"OH"	2012	"topic-14"	1	"num-13/426 274"
"pat0080"	"yr2010"	"Solar Inverter"	"Bend  OR"	"OR"	"OR"	"USA"	13	"Solar Mounting/Rack"	"H02H"			"H01L"	"Y02E"	"F24J"	"OR"	2010	"topic-13"	1	"num-7738228"
"pat0304"	"yr2012"	"Solar Inverter"	"Osaka-shi"	"N/A"	"N/A"	"Japan"	3	"Solar Monitoring"	"Y02E"	"H02J"		"H02J"	"Y02E"	"Y02B"	"jp"	2012	"topic-03"	1	"num-8310094"
"pat0703"	"yr2012"	"Solar Inverter"	"Livermore  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"				"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-13/159 396"
"pat0122"	"yr2010"	"Solar Mounting/Rack"	"Rangsdorf"	"N/A"	"N/A"	"Germany"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"germany"	2010	"topic-02"	1	"num-7849849"
"pat0739"	"yr2012"	"Solar Inverter"	"Sharon"	"N/A"	"N/A"	"Canada"	6	"Solar Inverter"	"H02J"	"G01R"		"H02J"	"Y02E"	"H02M"	"canada"	2012	"topic-06"	1	"num-13/242 281"
"pat0171"	"yr2011"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	3	"Solar Monitoring"	"Y02E"	"Y02B"	"H02M"	"H02J"	"Y02E"	"Y02B"	"CO"	2011	"topic-03"	1	"num-8004116"
"pat0394"	"yr2009"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"F24J"	"H01L"	"F24J"	"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2009	"topic-08"	1	"num-12/203 093"
"pat0806"	"yr2012"	"Solar Inverter"	"Seoul"	"N/A"	"N/A"	"South Korea"	8	"Solar Inverter"	"H01L"			"H01L"	"Y02E"	"Y02B"	"asia"	2012	"topic-08"	1	"num-13/427 139"
"pat0028"	"yr2008"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	9	"Solar Mounting/Rack"	"H01R"			"H01L"	"Y02E"	"H01R"	"germany"	2008	"topic-09"	1	"num-7338311"
"pat0425"	"yr2010"	"Solar Inverter"	"Santa Clara  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"H01L"	"Y02B"	"H01L"	"H02M"	"Y02E"	"H02J"	"Bay_Area"	2010	"topic-00"	1	"num-12/379 196"
"pat0669"	"yr2011"	"Solar Mounting/Rack"	"Huntersville  NC"	"NC"	"NC"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"F16B"	"H01L"	"F24J"	"Y02E"	"H01L"	"NC"	2011	"topic-14"	1	"num-13/084 922"
"pat0162"	"yr2011"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	8	"Solar Inverter"	"Y02E"	"H02J"		"H01L"	"Y02E"	"Y02B"	"CO"	2011	"topic-08"	1	"num-7964837"
"pat0135"	"yr2011"	"Solar Mounting/Rack"	"Aloha  OR"	"OR"	"OR"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"	"H02J"	"H01L"	"Y02E"	"F24J"	"OR"	2011	"topic-13"	1	"num-7888584"
"pat0117"	"yr2010"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"	"Y02E"		"H02M"	"Y02E"	"H02J"	"germany"	2010	"topic-00"	1	"num-7843714"
"pat0541"	"yr2011"	"Solar Mounting/Rack"	"Hamilton"	"N/A"	"N/A"	"New Zealand"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"oceana"	2011	"topic-14"	1	"num-12/802 094"
"pat0163"	"yr2011"	"Solar Inverter"	"Sunnyvale  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"H01L"	"Y02E"	"H02J"	"H02M"	"Y02E"	"H02J"	"Bay_Area"	2011	"topic-00"	1	"num-7969757"
"pat0097"	"yr2010"	"Solar Mounting/Rack"	"Hopewell  NJ"	"NJ"	"NJ"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"NJ"	2010	"topic-14"	1	"num-7806377"
"pat0381"	"yr2008"	"Solar Inverter"	"Colorado Springs  CO"	"CO"	"CO"	"USA"	0	"Solar Inverter"	"H02M"	"Y02E"	"H01L"	"H02M"	"Y02E"	"H02J"	"CO"	2008	"topic-00"	1	"num-12/121 580"
"pat0735"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"Y02E"	"H02J"		"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-13/228 596"
"pat0371"	"yr2008"	"Solar Mounting/Rack"	"Bloomfield  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"F24J"	"Bay_Area"	2008	"topic-13"	1	"num-12/069 094"
"pat0718"	"yr2012"	"Solar Mounting/Rack"	"New District Wuxi"	"N/A"	"N/A"	"China"	8	"Solar Inverter"	"F24J"	"H01L"	"Y02B"	"H01L"	"Y02E"	"Y02B"	"asia"	2012	"topic-08"	1	"num-13/197 101"
"pat0708"	"yr2012"	"Solar Inverter"	"Nurnberg"	"N/A"	"N/A"	"Germany"	9	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"H01R"	"germany"	2012	"topic-09"	1	"num-13/168 790"
"pat0057"	"yr2009"	"Solar Mounting/Rack"	"Sharon Center  OH"	"OH"	"OH"	"USA"	14	"Solar Mounting/Rack"	"E04F"	"H01L"	"Y02E"	"F24J"	"Y02E"	"H01L"	"OH"	2009	"topic-14"	1	"num-7576282"
"pat0519"	"yr2012"	"Solar Mounting/Rack"	"Santa Clara  CA"	"CA"	"CA"	"USA"	9	"Solar Mounting/Rack"	"H01R"	"Y02E"	"H01L"	"H01L"	"Y02E"	"H01R"	"Bay_Area"	2012	"topic-09"	1	"num-12/742 554"
"pat0670"	"yr2011"	"Solar Mounting/Rack"	"Bielefeld"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"germany"	2011	"topic-14"	1	"num-13/089 551"
"pat0120"	"yr2010"	"Solar Mounting/Rack"	"Alameda  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"Bay_Area"	2010	"topic-04"	1	"num-7847181"
"pat0576"	"yr2012"	"Solar Mounting/Rack"	"Santa Clara  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"Bay_Area"	2012	"topic-14"	1	"num-12/895 340"
"pat0150"	"yr2011"	"Solar Monitoring"	"Foster City  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"	"G06Q"			"Y04S"	"G06Q"	"Y02E"	"Bay_Area"	2011	"topic-05"	1	"num-7925552"
"pat0736"	"yr2012"	"Solar Inverter"	"Zurich"	"N/A"	"N/A"	"Switzerland"	11	"Solar Inverter"				"Y02E"	"H02J"	"G05F"	"europe"	2012	"topic-11"	1	"num-13/232 544"
"pat0790"	"yr2012"	"Solar Mounting/Rack"	"Courbevoie"	"N/A"	"N/A"	"France"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"europe"	2012	"topic-14"	1	"num-13/392 289"
"pat0136"	"yr2011"	"Solar Mounting/Rack"	"Richmond  CA"	"WA"	"WA"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"Y02B"	"Y02E"	"Y02E"	"H01L"	"F24J"	"WA"	2011	"topic-12"	1	"num-7888587"
"pat0777"	"yr2012"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	10	"Solar Inverter"	"Y02E"	"Y02B"	"H02M"	"H02J"	"Y02E"	"H02M"	"CO"	2012	"topic-10"	1	"num-13/346 532"
"pat0445"	"yr2010"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	0	"Solar Inverter"	"Y02B"	"Y02E"	"H02J"	"H02M"	"Y02E"	"H02J"	"NY"	2010	"topic-00"	1	"num-12/473 397"
"pat0551"	"yr2011"	"Solar Monitoring"	"Alexandria  VA"	"VA"	"VA"	"USA"	11	"Solar Inverter"	"G03G"	"G01R"		"Y02E"	"H02J"	"G05F"	"VA"	2011	"topic-11"	1	"num-12/844 878"
"pat0223"	"yr2012"	"Site Assessment"	"Redmond  WA"	"WA"	"WA"	"USA"	1	"Site Assessment"	"G06Q"	"Y04S"		"G01W"	"G06Q"	"G01R"	"WA"	2012	"topic-01"	1	"num-8145578"
"pat0179"	"yr2011"	"Solar Inverter"	"Westford  MA"	"MA"	"MA"	"USA"	9	"Solar Mounting/Rack"	"Y02E"	"H01L"		"H01L"	"Y02E"	"H01R"	"MA"	2011	"topic-09"	1	"num-8023266"
"pat0370"	"yr2009"	"Solar Mounting/Rack"	"LaJolla  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"E04H"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2009	"topic-02"	1	"num-12/046 113"
"pat0418"	"yr2010"	"Solar Monitoring"	"Los Gatos  CA"	"CA"	"CA"	"USA"	3	"Solar Monitoring"	"Y02E"	"H02J"	"Y02E"	"H02J"	"Y02E"	"Y02B"	"Bay_Area"	2010	"topic-03"	1	"num-12/351 105"
"pat0442"	"yr2010"	"Solar Mounting/Rack"	"Santa Clara  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"Y02B"	"H01L"	"Y02E"	"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2010	"topic-08"	1	"num-12/461 889"
"pat0195"	"yr2011"	"Solar Inverter"	"Lisle  IL"	"IL"	"IL"	"USA"	3	"Solar Monitoring"	"Y02T"	"H01M"	"Y02T"	"H02J"	"Y02E"	"Y02B"	"IL"	2011	"topic-03"	1	"num-8076903"
"pat0335"	"yr2006"	"Solar Inverter"	"Bend  OR"	"OR"	"OR"	"USA"	0	"Solar Inverter"	"Y02E"	"H02M"	"H02J"	"H02M"	"Y02E"	"H02J"	"OR"	2006	"topic-00"	1	"num-11/400 786"
"pat0321"	"yr2005"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	0	"Solar Inverter"	"Y02E"	"H02J"		"H02M"	"Y02E"	"H02J"	"NY"	2005	"topic-00"	1	"num-10/748 587"
"pat0610"	"yr2011"	"Solar Mounting/Rack"	"Stamford  CT"	"CT"	"CT"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"H01L"		"F24J"	"Y02E"	"H01L"	"CT"	2011	"topic-14"	1	"num-12/957 536"
"pat0400"	"yr2010"	"Site Assessment"	"Bolinas  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"	"G06T"	"G01W"		"Y04S"	"G06Q"	"Y02E"	"Bay_Area"	2010	"topic-05"	1	"num-12/231 738"
