"PatId"	"Yeartxt"	"OrigTechArea"	"city"	"state"	"state"	"country"	"topicId"	"ourTechArea"	"origCPC1"	"origCPC2"	"origCPC3"	"ourCPCnum1"	"ourCPCnum2"	"ourCPCnum3"	"GeoCode"	"Year"	"TopicId-Id"	"count1"	"Patnum"
"pat0565"	"yr2012"	"Solar Monitoring"	"Los Gatos  CA"	"CA"	"CA"	"USA"	7	"Solar Inverter"	"G01R"	"H01L"		"Y02E"	"H02J"	"H01L"	"Bay_Area"	2012	"topic-07"	1	"num-12/862 742"
"pat0436"	"yr2009"	"Solar Monitoring"	"Zhangzhou"	"N/A"	"N/A"	"China"	12	"Solar Mounting/Rack"	"Y02E"	"H01M"		"Y02E"	"H01L"	"F24J"	"asia"	2009	"topic-12"	1	"num-12/424 763"
"pat0807"	"yr2012"	"Solar Inverter"	"Seoul"	"N/A"	"N/A"	"South Korea"	11	"Solar Inverter"	"H01L"			"Y02E"	"H02J"	"G05F"	"asia"	2012	"topic-11"	1	"num-13/427 163"
"pat0752"	"yr2012"	"Solar Mounting/Rack"	"Athens  OH"	"OH"	"OH"	"USA"	2	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"OH"	2012	"topic-02"	1	"num-13/273 525"
"pat0636"	"yr2011"	"Solar Inverter"	"Fremont  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"Y02E"	"H02H"	"H02J"	"H02M"	"Y02E"	"H02J"	"Bay_Area"	2011	"topic-00"	1	"num-13/028 122"
"pat0220"	"yr2012"	"Solar Monitoring"	"Albuquerque  NM"	"NM"	"NM"	"USA"	6	"Solar Inverter"	"H02J"	"Y02E"		"H02J"	"Y02E"	"H02M"	"NM"	2012	"topic-06"	1	"num-8138630"
"pat0517"	"yr2011"	"Solar Monitoring"	"Tokyo"	"N/A"	"N/A"	"Japan"	12	"Solar Mounting/Rack"	"G01R"	"Y02E"	"H01L"	"Y02E"	"H01L"	"F24J"	"jp"	2011	"topic-12"	1	"num-12/736 943"
"pat0469"	"yr2010"	"Solar Mounting/Rack"	"Alameda  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"Bay_Area"	2010	"topic-04"	1	"num-12/564 783"
"pat0221"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"Y02B"	"H02M"	"Y02B"	"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-8138638"
"pat0361"	"yr2009"	"Solar Inverter"	"Petaluma  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"Y02B"	"H02M"		"Y02E"	"H01L"	"F24J"	"Other_CA"	2009	"topic-12"	1	"num-11/879 054"
"pat0114"	"yr2010"	"Solar Monitoring"	"Waterford  MI"	"MI"	"MI"	"USA"	3	"Solar Monitoring"	"Y02E"	"Y02B"	"Y02E"	"H02J"	"Y02E"	"Y02B"	"MI"	2010	"topic-03"	1	"num-7834471"
"pat0689"	"yr2011"	"Solar Mounting/Rack"	"Tulsa  OK"	"OK"	"OK"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"Y02E"	"E04C"	"Y02E"	"H01L"	"F24J"	"OK"	2011	"topic-12"	1	"num-13/118 791"
"pat0499"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2010	"topic-14"	1	"num-12/676 138"
"pat0690"	"yr2011"	"Solar Mounting/Rack"	"Friesenried"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"germany"	2011	"topic-14"	1	"num-13/126 255"
"pat0660"	"yr2012"	"Solar Monitoring"	"San Jose  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"				"Y04S"	"G06Q"	"Y02E"	"Bay_Area"	2012	"topic-05"	1	"num-13/070 351"
"pat0468"	"yr2010"	"Solar Mounting/Rack"	"Alameda  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"Bay_Area"	2010	"topic-04"	1	"num-12/564 774"
"pat0625"	"yr2011"	"Solar Mounting/Rack"	"Lyon"	"N/A"	"N/A"	"France"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"europe"	2011	"topic-14"	1	"num-12/994 713"
"pat0829"	"yr2012"	"Solar Inverter"	"Petaluma  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"				"H02M"	"Y02E"	"H02J"	"Other_CA"	2012	"topic-00"	1	"num-13/475 460"
"pat0253"	"yr2012"	"Solar Mounting/Rack"	"Rochester Hills  MI"	"MI"	"MI"	"USA"	4	"Solar Mounting/Rack"	"H01L"	"Y02B"	"H01L"	"Y02B"	"H01L"	"Y02E"	"MI"	2012	"topic-04"	1	"num-8205400"
"pat0000"	"yr2005"	"Solar Inverter"	"Calgary"	"N/A"	"N/A"	"Canada"	6	"Solar Inverter"	"H02M"	"Y02B"	"H02J"	"H02J"	"Y02E"	"H02M"	"canada"	2005	"topic-06"	1	"num-6882063"
"pat0438"	"yr2010"	"Solar Inverter"	"Maple Glen  PA"	"PA"	"PA"	"USA"	0	"Solar Inverter"	"Y02E"	"H01L"	"H02J"	"H02M"	"Y02E"	"H02J"	"PA"	2010	"topic-00"	1	"num-12/434 641"
"pat0194"	"yr2011"	"Solar Inverter"	"Peoria  IL"	"IL"	"IL"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"IL"	2011	"topic-06"	1	"num-8068352"
"pat0159"	"yr2011"	"Solar Inverter"	"Bend  OR"	"OR"	"OR"	"USA"	11	"Solar Inverter"	"Y02E"	"G05F"		"Y02E"	"H02J"	"G05F"	"OR"	2011	"topic-11"	1	"num-7960863"
"pat0512"	"yr2010"	"Solar Mounting/Rack"	"Boulder  CO"	"CO"	"CO"	"USA"	2	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02E"	"F24J"	"Y02E"	"H01L"	"CO"	2010	"topic-02"	1	"num-12/723 476"
"pat0339"	"yr2007"	"Solar Mounting/Rack"	"Dusseldorf"	"N/A"	"N/A"	"Germany"	14	"Solar Mounting/Rack"	"H01L"	"Y02E"	"F24J"	"F24J"	"Y02E"	"H01L"	"germany"	2007	"topic-14"	1	"num-11/558 659"
"pat0702"	"yr2012"	"Solar Inverter"	"Milpitas  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"H02M"	"H02J"		"H02J"	"Y02E"	"H02M"	"Bay_Area"	2012	"topic-06"	1	"num-13/158 711"
"pat0833"	"yr2012"	"Solar Monitoring"	"Freemont  CA"	"CA"	"CA"	"Canada"	5	"Solar Monitoring"				"Y04S"	"G06Q"	"Y02E"	"other"	2012	"topic-05"	1	"num-13/490 084"
"pat0515"	"yr2011"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"E04D"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2011	"topic-02"	1	"num-12/732 649"
"pat0295"	"yr2012"	"Solar Inverter"	"Troy  OH"	"OH"	"OH"	"USA"	3	"Solar Monitoring"	"Y02B"	"F02D"		"H02J"	"Y02E"	"Y02B"	"OH"	2012	"topic-03"	1	"num-8294286"
"pat0270"	"yr2012"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"NY"	2012	"topic-06"	1	"num-8232681"
"pat0406"	"yr2009"	"Solar Monitoring"	"Hollsboro  OR"	"OR"	"OR"	"USA"	5	"Solar Monitoring"	"G01R"			"Y04S"	"G06Q"	"Y02E"	"OR"	2009	"topic-05"	1	"num-12/288 956"
"pat0529"	"yr2010"	"Site Assessment"	"New York  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"	"Y04S"	"H02J"	"Y04S"	"Y04S"	"G06Q"	"Y02E"	"NY"	2010	"topic-05"	1	"num-12/777 224"
"pat0754"	"yr2012"	"Solar Mounting/Rack"	"Lafayette  CO"	"CO"	"CO"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"F16B"		"F24J"	"Y02E"	"H01L"	"CO"	2012	"topic-14"	1	"num-13/277 878"
"pat0317"	"yr2012"	"Solar Inverter"	"Perrysburg  OH"	"OH"	"OH"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"OH"	2012	"topic-06"	1	"num-8338989"
"pat0552"	"yr2012"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"H02M"	"H02J"		"H02J"	"Y02E"	"H02M"	"NY"	2012	"topic-06"	1	"num-12/845 802"
"pat0403"	"yr2009"	"Solar Mounting/Rack"	"Albuquerque  NM"	"NM"	"NM"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"NM"	2009	"topic-14"	1	"num-12/275 147"
"pat0676"	"yr2011"	"Solar Mounting/Rack"	"Richmond  CA"	"CA"	"CA"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02E"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2011	"topic-14"	1	"num-13/091 960"
"pat0110"	"yr2010"	"Solar Mounting/Rack"	"Berwyn  PA"	"PA"	"PA"	"USA"	9	"Solar Mounting/Rack"	"Y02E"	"H01L"		"H01L"	"Y02E"	"H01R"	"PA"	2010	"topic-09"	1	"num-7824189"
"pat0722"	"yr2012"	"Solar Inverter"	"Westford  MA"	"MA"	"MA"	"USA"	9	"Solar Mounting/Rack"	"Y02E"	"H01L"		"H01L"	"Y02E"	"H01R"	"MA"	2012	"topic-09"	1	"num-13/200 190"
"pat0083"	"yr2010"	"Solar Mounting/Rack"	"Albuquerque  NM"	"NM"	"NM"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"NM"	2010	"topic-14"	1	"num-7748175"
"pat0396"	"yr2009"	"Solar Monitoring"	"Marrickville"	"N/A"	"N/A"	"Australia"	3	"Solar Monitoring"	"G06Q"			"H02J"	"Y02E"	"Y02B"	"oceana"	2009	"topic-03"	1	"num-12/218 507"
"pat0238"	"yr2012"	"Solar Mounting/Rack"	"San Diego  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"Y02E"	"F24J"		"H01L"	"Y02E"	"F24J"	"SOCAL"	2012	"topic-13"	1	"num-8183457"
"pat0165"	"yr2011"	"Solar Mounting/Rack"	"Armonk  NY"	"NY"	"NY"	"USA"	9	"Solar Mounting/Rack"	"F16M"			"H01L"	"Y02E"	"H01R"	"NY"	2011	"topic-09"	1	"num-7974079"
"pat0713"	"yr2012"	"Solar Inverter"	"Fort Collins  CO"	"CO"	"CO"	"USA"	1	"Site Assessment"	"H02J"			"G01W"	"G06Q"	"G01R"	"CO"	2012	"topic-01"	1	"num-13/181 269"
"pat0695"	"yr2011"	"Solar Mounting/Rack"	"Pettenbach"	"N/A"	"N/A"	"Austria"	9	"Solar Mounting/Rack"	"H05K"	"H02M"		"H01L"	"Y02E"	"H01R"	"europe"	2011	"topic-09"	1	"num-13/138 413"
"pat0584"	"yr2011"	"Solar Monitoring"	"San Jose  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"Y02E"	"H01L"		"Y02E"	"H01L"	"F24J"	"Bay_Area"	2011	"topic-12"	1	"num-12/904 972"
"pat0592"	"yr2011"	"Solar Mounting/Rack"	"Poway  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"SOCAL"	2011	"topic-02"	1	"num-12/914 599"
"pat0201"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02M"	"Y02E"	"H02J"	"germany"	2012	"topic-00"	1	"num-8094475"
"pat0803"	"yr2012"	"Solar Mounting/Rack"	"Valley Forge  PA"	"PA"	"PA"	"USA"	4	"Solar Mounting/Rack"	"E04D"	"Y02B"	"E04D"	"Y02B"	"H01L"	"Y02E"	"PA"	2012	"topic-04"	1	"num-13/423660"
"pat0783"	"yr2012"	"Solar Monitoring"	"Freising"	"N/A"	"N/A"	"Germany"	11	"Solar Inverter"				"Y02E"	"H02J"	"G05F"	"germany"	2012	"topic-11"	1	"num-13/361 289"
"pat0624"	"yr2011"	"Solar Mounting/Rack"	"Nunawading"	"N/A"	"N/A"	"Australia"	14	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"oceana"	2011	"topic-14"	1	"num-12/993 003"
"pat0340"	"yr2008"	"Solar Inverter"	"Redding  CT"	"CT"	"CT"	"USA"	6	"Solar Inverter"	"H02J"	"Y02E"	"H01L"	"H02J"	"Y02E"	"H02M"	"CT"	2008	"topic-06"	1	"num-11/560 186"
"pat0514"	"yr2010"	"Solar Monitoring"	"San Diego  CA"	"CA"	"CA"	"USA"	5	"Solar Monitoring"	"H01L"	"Y02E"		"Y04S"	"G06Q"	"Y02E"	"SOCAL"	2010	"topic-05"	1	"num-12/730 012"
"pat0105"	"yr2010"	"Solar Inverter"	"Wagen"	"N/A"	"N/A"	"Germany"	13	"Solar Mounting/Rack"	"H02J"			"H01L"	"Y02E"	"F24J"	"germany"	2010	"topic-13"	1	"num-7817419"
"pat0234"	"yr2012"	"Solar Monitoring"	"Austin  TX"	"TX"	"TX"	"USA"	6	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02J"	"Y02E"	"H02M"	"TX"	2012	"topic-06"	1	"num-8174856"
"pat0620"	"yr2012"	"Solar Inverter"	"Schenectady  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"NY"	2012	"topic-06"	1	"num-12/974 469"
"pat0345"	"yr2009"	"Solar Inverter"	"Hamburg"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02M"	"Y02E"		"H02M"	"Y02E"	"H02J"	"germany"	2009	"topic-00"	1	"num-11/664 741"
"pat0513"	"yr2011"	"Solar Inverter"	"Cleveland  OH"	"OH"	"OH"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"OH"	2011	"topic-06"	1	"num-12/729 304"
"pat0048"	"yr2009"	"Solar Monitoring"	"Ocala  FL"	"FL"	"FL"	"USA"	5	"Solar Monitoring"	"H04Q"			"Y04S"	"G06Q"	"Y02E"	"FL"	2009	"topic-05"	1	"num-7498953"
"pat0184"	"yr2011"	"Solar Inverter"	"Petaluma  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"H02J"	"G05F"		"H02J"	"Y02E"	"H02M"	"Other_CA"	2011	"topic-06"	1	"num-8035257"
"pat0813"	"yr2012"	"Solar Inverter"	"Seoul"	"N/A"	"N/A"	"South Korea"	6	"Solar Inverter"				"H02J"	"Y02E"	"H02M"	"asia"	2012	"topic-06"	1	"num-13/437 357"
"pat0200"	"yr2012"	"Solar Inverter"	"Los Gatos  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"Y02E"	"G05F"	"H02M"	"H02M"	"Y02E"	"H02J"	"Bay_Area"	2012	"topic-00"	1	"num-8093757"
"pat0025"	"yr2008"	"Solar Inverter"	"Torrance  CA"	"CA"	"CA"	"USA"	0	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"H02M"	"Y02E"	"H02J"	"SOCAL"	2008	"topic-00"	1	"num-7324361"
"pat0489"	"yr2010"	"Solar Monitoring"	"Albuquerque  NM"	"NM"	"NM"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"G01S"	"Y02E"	"Y02E"	"H01L"	"F24J"	"NM"	2010	"topic-12"	1	"num-12/619 322"
"pat0322"	"yr2005"	"Solar Mounting/Rack"	"Pleasanton  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"F24J"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2005	"topic-02"	1	"num-10/835 737"
"pat0377"	"yr2009"	"Solar Mounting/Rack"	"Troutman  NC"	"NC"	"NC"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"H01L"	"F24J"	"F24J"	"Y02E"	"H01L"	"NC"	2009	"topic-02"	1	"num-12/102 557"
"pat0650"	"yr2012"	"Solar Inverter"	"San Jose  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"	"H02J"			"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-13/047 005"
"pat0329"	"yr2007"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"F24J"	"Bay_Area"	2007	"topic-13"	1	"num-11/243 522"
"pat0258"	"yr2012"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	10	"Solar Inverter"	"H02M"	"H02J"	"Y02E"	"H02J"	"Y02E"	"H02M"	"germany"	2012	"topic-10"	1	"num-8212409"
"pat0388"	"yr2008"	"Solar Mounting/Rack"	"Muchamiel"	"N/A"	"N/A"	"Spain"	13	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"H01L"	"Y02E"	"F24J"	"europe"	2008	"topic-13"	1	"num-12/158 419"
"pat0738"	"yr2012"	"Solar Inverter"	"New Taipei City"	"N/A"	"N/A"	"Taiwan"	0	"Solar Inverter"				"H02M"	"Y02E"	"H02J"	"asia"	2012	"topic-00"	1	"num-13/237 980"
"pat0176"	"yr2011"	"Solar Inverter"	"Niskayuna  NY"	"NY"	"NY"	"USA"	7	"Solar Inverter"	"H02M"	"Y02E"	"Y02B"	"Y02E"	"H02J"	"H01L"	"NY"	2011	"topic-07"	1	"num-8018748"
"pat0728"	"yr2012"	"Solar Mounting/Rack"	"FUKUOKA"	"N/A"	"N/A"	"Japan"	2	"Solar Mounting/Rack"				"F24J"	"Y02E"	"H01L"	"jp"	2012	"topic-02"	1	"num-13/214 308"
"pat0522"	"yr2010"	"Solar Mounting/Rack"	"Bensheim"	"N/A"	"N/A"	"Germany"	7	"Solar Inverter"	"Y02E"	"H01R"	"H02G"	"Y02E"	"H02J"	"H01L"	"germany"	2010	"topic-07"	1	"num-12/757 686"
"pat0023"	"yr2007"	"Solar Mounting/Rack"	"Perrysburg  OH"	"OH"	"OH"	"USA"	14	"Solar Mounting/Rack"	"F24J"	"H01L"	"Y02E"	"F24J"	"Y02E"	"H01L"	"OH"	2007	"topic-14"	1	"num-7307209"
"pat0101"	"yr2010"	"Solar Mounting/Rack"	"Littleton  CO"	"CO"	"CO"	"USA"	7	"Solar Inverter"	"H01L"	"Y02E"		"Y02E"	"H02J"	"H01L"	"CO"	2010	"topic-07"	1	"num-7812247"
"pat0016"	"yr2007"	"Solar Inverter"	"Hauppauge  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"H02J"			"H02J"	"Y02E"	"H02M"	"NY"	2007	"topic-06"	1	"num-7227278"
"pat0646"	"yr2011"	"Solar Monitoring"	"Richmond  CA"	"CA"	"CA"	"USA"	8	"Solar Inverter"	"G01R"			"H01L"	"Y02E"	"Y02B"	"Bay_Area"	2011	"topic-08"	1	"num-13/043 286"
"pat0218"	"yr2012"	"Solar Mounting/Rack"	"Mainz"	"N/A"	"N/A"	"Germany"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"germany"	2012	"topic-02"	1	"num-8136783"
"pat0052"	"yr2009"	"Solar Monitoring"	"Bergen"	"N/A"	"N/A"	"Norway"	5	"Solar Monitoring"	"G06Q"	"Y04S"		"Y04S"	"G06Q"	"Y02E"	"europe"	2009	"topic-05"	1	"num-7519503"
"pat0121"	"yr2010"	"Solar Monitoring"	"Milpitas  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"H02M"			"H02J"	"Y02E"	"H02M"	"Bay_Area"	2010	"topic-06"	1	"num-7847436"
"pat0784"	"yr2012"	"Solar Inverter"	"Boston  MA"	"MA"	"MA"	"USA"	7	"Solar Inverter"	"H01L"	"Y02E"	"H02J"	"Y02E"	"H02J"	"H01L"	"MA"	2012	"topic-07"	1	"num-13/361313"
"pat0008"	"yr2005"	"Solar Inverter"	"Tokyo"	"N/A"	"N/A"	"Japan"	13	"Solar Mounting/Rack"	"Y02E"	"H01L"		"H01L"	"Y02E"	"F24J"	"jp"	2005	"topic-13"	1	"num-6966184"
"pat0795"	"yr2012"	"Solar Monitoring"	"Bergen"	"N/A"	"N/A"	"Norway"	5	"Solar Monitoring"	"G06F"			"Y04S"	"G06Q"	"Y02E"	"europe"	2012	"topic-05"	1	"num-13/401 602"
"pat0268"	"yr2012"	"Solar Monitoring"	"Tu-Cheng"	"N/A"	"N/A"	"Taiwan"	3	"Solar Monitoring"	"H02J"			"H02J"	"Y02E"	"Y02B"	"asia"	2012	"topic-03"	1	"num-8228022"
"pat0316"	"yr2012"	"Solar Monitoring"	"Niskayuna  NY"	"NY"	"NY"	"USA"	6	"Solar Inverter"	"Y02E"	"H02J"		"H02J"	"Y02E"	"H02M"	"NY"	2012	"topic-06"	1	"num-8338987"
"pat0168"	"yr2011"	"Solar Mounting/Rack"	"Saratoga  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"Y02E"	"H01L"	"F24J"	"Bay_Area"	2011	"topic-12"	1	"num-7987641"
"pat0537"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"Y02E"	"H01L"		"Y02E"	"H01L"	"F24J"	"Bay_Area"	2010	"topic-12"	1	"num-12/793 510"
"pat0275"	"yr2012"	"Solar Inverter"	"Perrysburg  OH"	"OH"	"OH"	"USA"	6	"Solar Inverter"	"H05K"			"H02J"	"Y02E"	"H02M"	"OH"	2012	"topic-06"	1	"num-8243446"
"pat0482"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"Y02B"	"F24J"	"Y02E"	"H01L"	"Bay_Area"	2010	"topic-02"	1	"num-12/601 240"
"pat0612"	"yr2011"	"Solar Mounting/Rack"	"Brick  NJ"	"NJ"	"NJ"	"USA"	14	"Solar Mounting/Rack"	"Y02E"	"F24J"	"Y02B"	"F24J"	"Y02E"	"H01L"	"NJ"	2011	"topic-14"	1	"num-12/959 139"
"pat0230"	"yr2012"	"Site Assessment"	"Napa  CA"	"CA"	"CA"	"USA"	1	"Site Assessment"	"G01R"	"H02S"	"G06Q"	"G01W"	"G06Q"	"G01R"	"Other_CA"	2012	"topic-01"	1	"num-8165813"
"pat0397"	"yr2009"	"Solar Monitoring"	"Petaluma  CA"	"CA"	"CA"	"USA"	12	"Solar Mounting/Rack"	"Y02E"	"H02J"		"Y02E"	"H01L"	"F24J"	"Other_CA"	2009	"topic-12"	1	"num-12/229 622"
"pat0531"	"yr2010"	"Solar Mounting/Rack"	"San Jose  CA"	"CA"	"CA"	"USA"	4	"Solar Mounting/Rack"	"Y02E"	"F24J"	"H01L"	"Y02B"	"H01L"	"Y02E"	"Bay_Area"	2010	"topic-04"	1	"num-12/784 392"
"pat0472"	"yr2010"	"Solar Monitoring"	"Portland  OR"	"OR"	"OR"	"USA"	7	"Solar Inverter"	"Y02E"	"H02H"		"Y02E"	"H02J"	"H01L"	"OR"	2010	"topic-07"	1	"num-12/575 293"
"pat0655"	"yr2011"	"Solar Mounting/Rack"	"Michigan Center  MI"	"MI"	"MI"	"USA"	13	"Solar Mounting/Rack"	"Y02E"	"B32B"	"H01L"	"H01L"	"Y02E"	"F24J"	"MI"	2011	"topic-13"	1	"num-13/061 266"
"pat0410"	"yr2010"	"Solar Inverter"	"Huntington Beach  CA"	"CA"	"CA"	"USA"	6	"Solar Inverter"	"Y02E"	"H01L"	"Y02B"	"H02J"	"Y02E"	"H02M"	"SOCAL"	2010	"topic-06"	1	"num-12/322 390"
"pat0006"	"yr2005"	"Solar Monitoring"	"Ormond Beach  FL"	"FL"	"FL"	"USA"	5	"Solar Monitoring"	"Y04S"	"G01D"	"G06Q"	"Y04S"	"G06Q"	"Y02E"	"FL"	2005	"topic-05"	1	"num-6956500"
"pat0630"	"yr2011"	"Solar Mounting/Rack"	"Perrysburg  OH"	"OH"	"OH"	"USA"	2	"Solar Mounting/Rack"	"F24J"	"Y02E"	"H01L"	"F24J"	"Y02E"	"H01L"	"OH"	2011	"topic-02"	1	"num-13/011 185"
"pat0822"	"yr2012"	"Solar Mounting/Rack"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	9	"Solar Mounting/Rack"	"H02G"			"H01L"	"Y02E"	"H01R"	"middle_east"	2012	"topic-09"	1	"num-13/462 359"
"pat0828"	"yr2012"	"Solar Monitoring"	"Pittsford  NY"	"NY"	"NY"	"USA"	5	"Solar Monitoring"				"Y04S"	"G06Q"	"Y02E"	"NY"	2012	"topic-05"	1	"num-13/472 971"
"pat0306"	"yr2012"	"Solar Monitoring"	"Los Gatos  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"				"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-8314375"
"pat0475"	"yr2010"	"Solar Mounting/Rack"	"Tucson  AZ"	"AZ"	"AZ"	"USA"	13	"Solar Mounting/Rack"	"H01L"	"Y02E"		"H01L"	"Y02E"	"F24J"	"AZ"	2010	"topic-13"	1	"num-12/587 111"
"pat0780"	"yr2012"	"Solar Inverter"	"Hod Hasharon"	"N/A"	"N/A"	"Israel"	6	"Solar Inverter"	"H02M"	"H02J"		"H02J"	"Y02E"	"H02M"	"middle_east"	2012	"topic-06"	1	"num-13/348 214"
"pat0714"	"yr2012"	"Solar Mounting/Rack"	"Berwyn  PA"	"PA"	"PA"	"USA"	9	"Solar Mounting/Rack"	"H01L"			"H01L"	"Y02E"	"H01R"	"PA"	2012	"topic-09"	1	"num-13/184 281"
"pat0804"	"yr2012"	"Solar Inverter"	"Osaka"	"N/A"	"N/A"	"Japan"	7	"Solar Inverter"	"Y02E"	"H02J"	"Y02E"	"Y02E"	"H02J"	"H01L"	"jp"	2012	"topic-07"	1	"num-13/424 483"
"pat0185"	"yr2011"	"Solar Inverter"	"Niestetal"	"N/A"	"N/A"	"Germany"	0	"Solar Inverter"	"H02J"			"H02M"	"Y02E"	"H02J"	"germany"	2011	"topic-00"	1	"num-8035369"
"pat0483"	"yr2010"	"Solar Inverter"	"Changwon"	"N/A"	"N/A"	"Taiwan"	0	"Solar Inverter"	"Y02E"	"H02J"		"H02M"	"Y02E"	"H02J"	"asia"	2010	"topic-00"	1	"num-12/601 493"
"pat0653"	"yr2012"	"Solar Monitoring"	"San Jose  CA"	"CA"	"CA"	"USA"	11	"Solar Inverter"				"Y02E"	"H02J"	"G05F"	"Bay_Area"	2012	"topic-11"	1	"num-13/053 784"
"pat0426"	"yr2010"	"Solar Monitoring"	"Minneapolis  MN"	"MN"	"MN"	"USA"	3	"Solar Monitoring"	"G06F"	"H02J"	"Y02B"	"H02J"	"Y02E"	"Y02B"	"MN"	2010	"topic-03"	1	"num-12/384 501"
